
--- TABLA 7: DESGLOSE DETALLADO DE COSTES VARIABLES DE TRANSPORTE ---
Cliente     | Instalación     | Cantidad (q) | Coste Unitario (c) | Subtotal
Cliente 383 | Instalación 105 | 8,00         | 4,00               | 32,00   
Cliente 384 | Instalación 59  | 14,00        | 11,00              | 154,00  
Cliente 385 | Instalación 34  | 15,00        | 3,00               | 45,00   
Cliente 385 | Instalación 183 | 4,00         | 8,00               | 32,00   
Cliente 386 | Instalación 96  | 11,00        | 5,00               | 55,00   
Cliente 387 | Instalación 83  | 15,00        | 2,00               | 30,00   
Cliente 388 | Instalación 40  | 4,00         | 8,00               | 32,00   
Cliente 388 | Instalación 135 | 14,00        | 10,00              | 140,00  
Cliente 389 | Instalación 83  | 10,00        | 4,00               | 40,00   
Cliente 390 | Instalación 180 | 9,00         | 10,00              | 90,00   
Cliente 391 | Instalación 42  | 2,00         | 6,00               | 12,00   
Cliente 391 | Instalación 188 | 10,00        | 7,00               | 70,00   
Cliente 392 | Instalación 143 | 6,00         | 7,00               | 42,00   
Cliente 393 | Instalación 83  | 15,00        | 1,00               | 15,00   
Cliente 394 | Instalación 131 | 18,00        | 0,00               | 0,00    
Cliente 395 | Instalación 98  | 18,00        | 8,00               | 144,00  
Cliente 396 | Instalación 5   | 8,00         | 6,00               | 48,00   
Cliente 397 | Instalación 5   | 17,00        | 4,00               | 68,00   
Cliente 398 | Instalación 61  | 5,00         | 6,00               | 30,00   
Cliente 399 | Instalación 3   | 9,00         | 3,00               | 27,00   
Cliente 400 | Instalación 152 | 14,00        | 8,00               | 112,00  
Cliente 401 | Instalación 82  | 5,00         | 10,00              | 50,00   
Cliente 402 | Instalación 41  | 11,00        | 5,00               | 55,00   
Cliente 403 | Instalación 104 | 11,00        | 5,00               | 55,00   
Cliente 404 | Instalación 23  | 17,00        | 4,00               | 68,00   
Cliente 405 | Instalación 190 | 19,00        | 7,00               | 133,00  
Cliente 406 | Instalación 71  | 12,00        | 4,00               | 48,00   
Cliente 407 | Instalación 170 | 11,00        | 9,00               | 99,00   
Cliente 408 | Instalación 180 | 20,00        | 8,00               | 160,00  
Cliente 409 | Instalación 161 | 6,00         | 1,00               | 6,00    
Cliente 410 | Instalación 1   | 4,00         | 12,00              | 48,00   
Cliente 410 | Instalación 97  | 2,00         | 13,00              | 26,00   
Cliente 411 | Instalación 146 | 15,00        | 1,00               | 15,00   
Cliente 412 | Instalación 73  | 5,00         | 7,00               | 35,00   
Cliente 413 | Instalación 1   | 19,00        | 5,00               | 95,00   
Cliente 414 | Instalación 88  | 18,00        | 8,00               | 144,00  
Cliente 415 | Instalación 144 | 7,00         | 9,00               | 63,00   
Cliente 416 | Instalación 155 | 13,00        | 2,00               | 26,00   
Cliente 417 | Instalación 196 | 7,00         | 8,00               | 56,00   
Cliente 418 | Instalación 67  | 16,00        | 11,00              | 176,00  
Cliente 419 | Instalación 11  | 6,00         | 6,00               | 36,00   
Cliente 419 | Instalación 100 | 3,00         | 3,00               | 9,00    
Cliente 420 | Instalación 1   | 8,00         | 3,00               | 24,00   
Cliente 421 | Instalación 48  | 16,00        | 6,00               | 96,00   
Cliente 422 | Instalación 138 | 17,00        | 7,00               | 119,00  
Cliente 423 | Instalación 59  | 10,00        | 4,00               | 40,00   
Cliente 424 | Instalación 34  | 8,00         | 6,00               | 48,00   
Cliente 425 | Instalación 119 | 16,00        | 6,00               | 96,00   
Cliente 426 | Instalación 6   | 11,00        | 10,00              | 110,00  
Cliente 427 | Instalación 7   | 10,00        | 3,00               | 30,00   
Cliente 428 | Instalación 170 | 13,00        | 11,00              | 143,00  
Cliente 429 | Instalación 169 | 15,00        | 3,00               | 45,00   
Cliente 430 | Instalación 67  | 6,00         | 13,00              | 78,00   
Cliente 431 | Instalación 48  | 17,00        | 6,00               | 102,00  
Cliente 432 | Instalación 68  | 1,00         | 10,00              | 10,00   
Cliente 432 | Instalación 180 | 15,00        | 9,00               | 135,00  
Cliente 433 | Instalación 9   | 18,00        | 5,00               | 90,00   
Cliente 434 | Instalación 144 | 18,00        | 6,00               | 108,00  
Cliente 435 | Instalación 96  | 14,00        | 5,00               | 70,00   
Cliente 436 | Instalación 59  | 16,00        | 6,00               | 96,00   
Cliente 437 | Instalación 97  | 17,00        | 6,00               | 102,00  
Cliente 438 | Instalación 106 | 14,00        | 1,00               | 14,00   
Cliente 439 | Instalación 70  | 9,00         | 4,00               | 36,00   
Cliente 440 | Instalación 12  | 18,00        | 8,00               | 144,00  
Cliente 441 | Instalación 34  | 12,00        | 7,00               | 84,00   
Cliente 442 | Instalación 142 | 20,00        | 5,00               | 100,00  
Cliente 443 | Instalación 149 | 9,00         | 8,00               | 72,00   
Cliente 444 | Instalación 97  | 15,00        | 2,00               | 30,00   
Cliente 445 | Instalación 68  | 11,00        | 9,00               | 99,00   
Cliente 446 | Instalación 57  | 6,00         | 4,00               | 24,00   
Cliente 447 | Instalación 145 | 11,00        | 2,00               | 22,00   
Cliente 448 | Instalación 125 | 12,00        | 4,00               | 48,00   
Cliente 449 | Instalación 64  | 5,00         | 4,00               | 20,00   
Cliente 449 | Instalación 133 | 15,00        | 4,00               | 60,00   
Cliente 450 | Instalación 23  | 16,00        | 3,00               | 48,00   
Cliente 451 | Instalación 161 | 10,00        | 4,00               | 40,00   
Cliente 452 | Instalación 34  | 6,00         | 2,00               | 12,00   
Cliente 453 | Instalación 83  | 15,00        | 2,00               | 30,00   
Cliente 454 | Instalación 125 | 18,00        | 9,00               | 162,00  
Cliente 455 | Instalación 34  | 7,00         | 3,00               | 21,00   
Cliente 456 | Instalación 30  | 13,00        | 6,00               | 78,00   
Cliente 457 | Instalación 193 | 11,00        | 5,00               | 55,00   
Cliente 458 | Instalación 9   | 12,00        | 3,00               | 36,00   
Cliente 458 | Instalación 135 | 2,00         | 5,00               | 10,00   
Cliente 459 | Instalación 74  | 14,00        | 5,00               | 70,00   
Cliente 460 | Instalación 161 | 8,00         | 9,00               | 72,00   
Cliente 461 | Instalación 147 | 10,00        | 2,00               | 20,00   
Cliente 462 | Instalación 43  | 1,00         | 8,00               | 8,00    
Cliente 462 | Instalación 147 | 8,00         | 1,00               | 8,00    
Cliente 463 | Instalación 132 | 11,00        | 15,00              | 165,00  
Cliente 464 | Instalación 170 | 5,00         | 4,00               | 20,00   
Cliente 465 | Instalación 126 | 5,00         | 8,00               | 40,00   
Cliente 466 | Instalación 178 | 18,00        | 3,00               | 54,00   
Cliente 467 | Instalación 97  | 20,00        | 2,00               | 40,00   
Cliente 468 | Instalación 120 | 7,00         | 1,00               | 7,00    
Cliente 469 | Instalación 185 | 5,00         | 6,00               | 30,00   
Cliente 470 | Instalación 190 | 15,00        | 6,00               | 90,00   
Cliente 471 | Instalación 38  | 8,00         | 14,00              | 112,00  
Cliente 471 | Instalación 132 | 9,00         | 16,00              | 144,00  
Cliente 472 | Instalación 37  | 9,00         | 2,00               | 18,00   
Cliente 473 | Instalación 42  | 20,00        | 16,00              | 320,00  
Cliente 474 | Instalación 16  | 11,00        | 7,00               | 77,00   
Cliente 475 | Instalación 71  | 8,00         | 3,00               | 24,00   
Cliente 476 | Instalación 159 | 14,00        | 5,00               | 70,00   
Cliente 477 | Instalación 30  | 17,00        | 4,00               | 68,00   
Cliente 478 | Instalación 105 | 5,00         | 4,00               | 20,00   
TOTAL       |                 |              |                    | 34035,00
