
--- TABLA 5: DETALLE DE ASIGNACIÓN DE CLIENTES ---
Cliente     | Instalación     | Demanda | Asignada | Porcentaje (%)
Cliente 349 | Instalación 120 | 16,00   | 2,00     | 12,5 %        
Cliente 350 | Instalación 100 | 16,00   | 16,00    | 100,0 %       
Cliente 351 | Instalación 138 | 10,00   | 10,00    | 100,0 %       
Cliente 352 | Instalación 131 | 9,00    | 9,00     | 100,0 %       
Cliente 353 | Instalación 160 | 12,00   | 12,00    | 100,0 %       
Cliente 354 | Instalación 13  | 15,00   | 15,00    | 100,0 %       
Cliente 355 | Instalación 140 | 5,00    | 5,00     | 100,0 %       
Cliente 356 | Instalación 120 | 18,00   | 18,00    | 100,0 %       
Cliente 357 | Instalación 57  | 14,00   | 4,00     | 28,6 %        
Cliente 357 | Instalación 88  | 14,00   | 10,00    | 71,4 %        
Cliente 358 | Instalación 64  | 13,00   | 13,00    | 100,0 %       
Cliente 359 | Instalación 76  | 11,00   | 11,00    | 100,0 %       
Cliente 360 | Instalación 64  | 5,00    | 5,00     | 100,0 %       
Cliente 361 | Instalación 28  | 14,00   | 14,00    | 100,0 %       
Cliente 362 | Instalación 56  | 6,00    | 6,00     | 100,0 %       
Cliente 363 | Instalación 48  | 19,00   | 19,00    | 100,0 %       
Cliente 364 | Instalación 133 | 18,00   | 18,00    | 100,0 %       
Cliente 365 | Instalación 130 | 5,00    | 5,00     | 100,0 %       
Cliente 366 | Instalación 133 | 7,00    | 7,00     | 100,0 %       
Cliente 367 | Instalación 104 | 7,00    | 7,00     | 100,0 %       
Cliente 368 | Instalación 61  | 12,00   | 12,00    | 100,0 %       
Cliente 369 | Instalación 41  | 20,00   | 13,00    | 65,0 %        
Cliente 369 | Instalación 110 | 20,00   | 7,00     | 35,0 %        
Cliente 370 | Instalación 149 | 20,00   | 20,00    | 100,0 %       
Cliente 371 | Instalación 135 | 13,00   | 11,00    | 84,6 %        
Cliente 371 | Instalación 154 | 13,00   | 2,00     | 15,4 %        
Cliente 372 | Instalación 169 | 13,00   | 13,00    | 100,0 %       
Cliente 373 | Instalación 31  | 5,00    | 5,00     | 100,0 %       
Cliente 374 | Instalación 138 | 10,00   | 10,00    | 100,0 %       
Cliente 375 | Instalación 78  | 18,00   | 18,00    | 100,0 %       
Cliente 376 | Instalación 170 | 10,00   | 10,00    | 100,0 %       
Cliente 377 | Instalación 9   | 10,00   | 10,00    | 100,0 %       
Cliente 378 | Instalación 98  | 5,00    | 5,00     | 100,0 %       
Cliente 379 | Instalación 136 | 12,00   | 12,00    | 100,0 %       
Cliente 380 | Instalación 140 | 11,00   | 11,00    | 100,0 %       
Cliente 381 | Instalación 103 | 14,00   | 14,00    | 100,0 %       
Cliente 382 | Instalación 31  | 6,00    | 6,00     | 100,0 %       
Cliente 383 | Instalación 169 | 8,00    | 8,00     | 100,0 %       
Cliente 384 | Instalación 90  | 14,00   | 14,00    | 100,0 %       
Cliente 385 | Instalación 157 | 19,00   | 19,00    | 100,0 %       
Cliente 386 | Instalación 96  | 11,00   | 11,00    | 100,0 %       
Cliente 387 | Instalación 83  | 15,00   | 15,00    | 100,0 %       
Cliente 388 | Instalación 154 | 18,00   | 18,00    | 100,0 %       
Cliente 389 | Instalación 17  | 10,00   | 10,00    | 100,0 %       
Cliente 390 | Instalación 130 | 9,00    | 9,00     | 100,0 %       
Cliente 391 | Instalación 152 | 12,00   | 12,00    | 100,0 %       
Cliente 392 | Instalación 96  | 6,00    | 4,00     | 66,7 %        
Cliente 392 | Instalación 180 | 6,00    | 2,00     | 33,3 %        
Cliente 393 | Instalación 83  | 15,00   | 15,00    | 100,0 %       
Cliente 394 | Instalación 131 | 18,00   | 18,00    | 100,0 %       
Cliente 395 | Instalación 1   | 18,00   | 18,00    | 100,0 %       
Cliente 396 | Instalación 183 | 8,00    | 8,00     | 100,0 %       
Cliente 397 | Instalación 5   | 17,00   | 17,00    | 100,0 %       
Cliente 398 | Instalación 130 | 5,00    | 5,00     | 100,0 %       
Cliente 399 | Instalación 138 | 9,00    | 9,00     | 100,0 %       
Cliente 400 | Instalación 31  | 14,00   | 5,00     | 35,7 %        
Cliente 400 | Instalación 152 | 14,00   | 9,00     | 64,3 %        
Cliente 401 | Instalación 21  | 5,00    | 5,00     | 100,0 %       
Cliente 402 | Instalación 31  | 11,00   | 11,00    | 100,0 %       
Cliente 403 | Instalación 104 | 11,00   | 4,00     | 36,4 %        
Cliente 403 | Instalación 166 | 11,00   | 7,00     | 63,6 %        
Cliente 404 | Instalación 40  | 17,00   | 17,00    | 100,0 %       
Cliente 405 | Instalación 140 | 19,00   | 19,00    | 100,0 %       
Cliente 406 | Instalación 31  | 12,00   | 12,00    | 100,0 %       
Cliente 407 | Instalación 170 | 11,00   | 11,00    | 100,0 %       
Cliente 408 | Instalación 139 | 20,00   | 20,00    | 100,0 %       
Cliente 409 | Instalación 82  | 6,00    | 6,00     | 100,0 %       
Cliente 410 | Instalación 193 | 6,00    | 6,00     | 100,0 %       
Cliente 411 | Instalación 118 | 15,00   | 15,00    | 100,0 %       
Cliente 412 | Instalación 21  | 5,00    | 5,00     | 100,0 %       
Cliente 413 | Instalación 195 | 19,00   | 19,00    | 100,0 %       
Cliente 414 | Instalación 57  | 18,00   | 18,00    | 100,0 %       
Cliente 415 | Instalación 68  | 7,00    | 7,00     | 100,0 %       
Cliente 416 | Instalación 38  | 13,00   | 7,00     | 53,8 %        
Cliente 416 | Instalación 68  | 13,00   | 6,00     | 46,2 %        
Cliente 417 | Instalación 88  | 7,00    | 7,00     | 100,0 %       
Cliente 418 | Instalación 94  | 16,00   | 16,00    | 100,0 %       
Cliente 419 | Instalación 100 | 9,00    | 9,00     | 100,0 %       
Cliente 420 | Instalación 1   | 8,00    | 8,00     | 100,0 %       
Cliente 421 | Instalación 32  | 16,00   | 12,00    | 75,0 %        
Cliente 421 | Instalación 39  | 16,00   | 4,00     | 25,0 %        
Cliente 422 | Instalación 39  | 17,00   | 17,00    | 100,0 %       
Cliente 423 | Instalación 56  | 10,00   | 10,00    | 100,0 %       
Cliente 424 | Instalación 6   | 8,00    | 3,00     | 37,5 %        
Cliente 424 | Instalación 133 | 8,00    | 5,00     | 62,5 %        
Cliente 425 | Instalación 190 | 16,00   | 16,00    | 100,0 %       
Cliente 426 | Instalación 5   | 11,00   | 11,00    | 100,0 %       
Cliente 427 | Instalación 104 | 10,00   | 10,00    | 100,0 %       
Cliente 428 | Instalación 21  | 13,00   | 13,00    | 100,0 %       
Cliente 429 | Instalación 169 | 15,00   | 15,00    | 100,0 %       
Cliente 430 | Instalación 94  | 6,00    | 6,00     | 100,0 %       
Cliente 431 | Instalación 48  | 17,00   | 17,00    | 100,0 %       
Cliente 432 | Instalación 139 | 16,00   | 16,00    | 100,0 %       
Cliente 433 | Instalación 9   | 18,00   | 18,00    | 100,0 %       
Cliente 434 | Instalación 144 | 18,00   | 18,00    | 100,0 %       
Cliente 435 | Instalación 96  | 14,00   | 10,00    | 71,4 %        
Cliente 435 | Instalación 139 | 14,00   | 4,00     | 28,6 %        
Cliente 436 | Instalación 90  | 16,00   | 16,00    | 100,0 %       
Cliente 437 | Instalación 97  | 17,00   | 17,00    | 100,0 %       
Cliente 438 | Instalación 15  | 14,00   | 14,00    | 100,0 %       
Cliente 439 | Instalación 154 | 9,00    | 9,00     | 100,0 %       
Cliente 440 | Instalación 15  | 18,00   | 3,00     | 16,7 %        
Cliente 440 | Instalación 90  | 18,00   | 12,00    | 66,7 %        
Cliente 440 | Instalación 116 | 18,00   | 3,00     | 16,7 %        
Cliente 441 | Instalación 56  | 12,00   | 12,00    | 100,0 %       
Cliente 442 | Instalación 35  | 20,00   | 17,00    | 85,0 %        
Cliente 442 | Instalación 124 | 20,00   | 1,00     | 5,0 %         
Cliente 442 | Instalación 188 | 20,00   | 2,00     | 10,0 %        
Cliente 443 | Instalación 149 | 9,00    | 9,00     | 100,0 %       
Cliente 444 | Instalación 136 | 15,00   | 15,00    | 100,0 %       
Cliente 445 | Instalación 180 | 11,00   | 11,00    | 100,0 %       
Cliente 446 | Instalación 57  | 6,00    | 6,00     | 100,0 %       
Cliente 447 | Instalación 145 | 11,00   | 11,00    | 100,0 %       
Cliente 448 | Instalación 31  | 12,00   | 12,00    | 100,0 %       
Cliente 449 | Instalación 133 | 20,00   | 20,00    | 100,0 %       
Cliente 450 | Instalación 23  | 16,00   | 16,00    | 100,0 %       
Cliente 451 | Instalación 159 | 10,00   | 10,00    | 100,0 %       
Cliente 452 | Instalación 6   | 6,00    | 6,00     | 100,0 %       
Cliente 453 | Instalación 83  | 15,00   | 15,00    | 100,0 %       
Cliente 454 | Instalación 162 | 18,00   | 18,00    | 100,0 %       
Cliente 455 | Instalación 5   | 7,00    | 7,00     | 100,0 %       
Cliente 456 | Instalación 21  | 13,00   | 13,00    | 100,0 %       
Cliente 457 | Instalación 193 | 11,00   | 11,00    | 100,0 %       
Cliente 458 | Instalación 9   | 14,00   | 14,00    | 100,0 %       
Cliente 459 | Instalación 23  | 14,00   | 14,00    | 100,0 %       
Cliente 460 | Instalación 73  | 8,00    | 8,00     | 100,0 %       
Cliente 461 | Instalación 147 | 10,00   | 10,00    | 100,0 %       
Cliente 462 | Instalación 147 | 9,00    | 9,00     | 100,0 %       
Cliente 463 | Instalación 38  | 11,00   | 11,00    | 100,0 %       
Cliente 464 | Instalación 170 | 5,00    | 5,00     | 100,0 %       
Cliente 465 | Instalación 43  | 5,00    | 5,00     | 100,0 %       
Cliente 466 | Instalación 38  | 18,00   | 12,00    | 66,7 %        
Cliente 466 | Instalación 147 | 18,00   | 6,00     | 33,3 %        
Cliente 467 | Instalación 97  | 20,00   | 20,00    | 100,0 %       
Cliente 468 | Instalación 9   | 7,00    | 7,00     | 100,0 %       
Cliente 469 | Instalación 185 | 5,00    | 5,00     | 100,0 %       
Cliente 470 | Instalación 140 | 15,00   | 15,00    | 100,0 %       
Cliente 471 | Instalación 64  | 17,00   | 5,00     | 29,4 %        
Cliente 471 | Instalación 155 | 17,00   | 12,00    | 70,6 %        
Cliente 472 | Instalación 83  | 9,00    | 9,00     | 100,0 %       
Cliente 473 | Instalación 64  | 20,00   | 2,00     | 10,0 %        
Cliente 473 | Instalación 141 | 20,00   | 18,00    | 90,0 %        
Cliente 474 | Instalación 185 | 11,00   | 11,00    | 100,0 %       
Cliente 475 | Instalación 43  | 8,00    | 8,00     | 100,0 %       
Cliente 476 | Instalación 118 | 14,00   | 14,00    | 100,0 %       
Cliente 477 | Instalación 73  | 17,00   | 17,00    | 100,0 %       
Cliente 478 | Instalación 169 | 5,00    | 5,00     | 100,0 %       
