
--- TABLA 7: DESGLOSE DETALLADO DE COSTES VARIABLES DE TRANSPORTE ---
Cliente     | Instalación     | Cantidad (q) | Coste Unitario (c) | Subtotal
Cliente 379 | Instalación 196 | 15,00        | 5,00               | 75,00   
Cliente 380 | Instalación 194 | 11,00        | 7,00               | 77,00   
Cliente 381 | Instalación 159 | 16,00        | 2,00               | 32,00   
Cliente 382 | Instalación 89  | 9,00         | 4,00               | 36,00   
Cliente 383 | Instalación 156 | 7,00         | 3,00               | 21,00   
Cliente 384 | Instalación 34  | 7,00         | 6,00               | 42,00   
Cliente 385 | Instalación 76  | 9,00         | 9,00               | 81,00   
Cliente 386 | Instalación 107 | 7,00         | 10,00              | 70,00   
Cliente 387 | Instalación 104 | 18,00        | 7,00               | 126,00  
Cliente 388 | Instalación 215 | 6,00         | 4,00               | 24,00   
Cliente 389 | Instalación 187 | 18,00        | 5,00               | 90,00   
Cliente 390 | Instalación 220 | 13,00        | 4,00               | 52,00   
Cliente 390 | Instalación 222 | 7,00         | 9,00               | 63,00   
Cliente 391 | Instalación 222 | 16,00        | 4,00               | 64,00   
Cliente 392 | Instalación 13  | 7,00         | 6,00               | 42,00   
Cliente 392 | Instalación 44  | 11,00        | 5,00               | 55,00   
Cliente 393 | Instalación 89  | 14,00        | 4,00               | 56,00   
Cliente 394 | Instalación 119 | 16,00        | 4,00               | 64,00   
Cliente 395 | Instalación 201 | 14,00        | 6,00               | 84,00   
Cliente 396 | Instalación 80  | 14,00        | 1,00               | 14,00   
Cliente 397 | Instalación 152 | 15,00        | 4,00               | 60,00   
Cliente 398 | Instalación 187 | 10,00        | 6,00               | 60,00   
Cliente 399 | Instalación 30  | 15,00        | 8,00               | 120,00  
Cliente 400 | Instalación 227 | 8,00         | 6,00               | 48,00   
Cliente 401 | Instalación 233 | 6,00         | 7,00               | 42,00   
Cliente 402 | Instalación 118 | 12,00        | 7,00               | 84,00   
Cliente 403 | Instalación 79  | 6,00         | 10,00              | 60,00   
Cliente 404 | Instalación 243 | 9,00         | 8,00               | 72,00   
Cliente 405 | Instalación 44  | 5,00         | 2,00               | 10,00   
Cliente 406 | Instalación 100 | 10,00        | 2,00               | 20,00   
Cliente 407 | Instalación 146 | 8,00         | 4,00               | 32,00   
Cliente 408 | Instalación 33  | 12,00        | 4,00               | 48,00   
Cliente 409 | Instalación 180 | 18,00        | 5,00               | 90,00   
Cliente 410 | Instalación 11  | 18,00        | 5,00               | 90,00   
Cliente 411 | Instalación 109 | 13,00        | 6,00               | 78,00   
Cliente 412 | Instalación 104 | 6,00         | 7,00               | 42,00   
Cliente 412 | Instalación 123 | 3,00         | 9,00               | 27,00   
Cliente 413 | Instalación 3   | 20,00        | 3,00               | 60,00   
Cliente 414 | Instalación 44  | 18,00        | 4,00               | 72,00   
Cliente 415 | Instalación 130 | 13,00        | 6,00               | 78,00   
Cliente 416 | Instalación 73  | 13,00        | 4,00               | 52,00   
Cliente 417 | Instalación 96  | 5,00         | 5,00               | 25,00   
Cliente 418 | Instalación 209 | 17,00        | 4,00               | 68,00   
Cliente 419 | Instalación 249 | 12,00        | 4,00               | 48,00   
Cliente 420 | Instalación 80  | 11,00        | 4,00               | 44,00   
Cliente 421 | Instalación 83  | 17,00        | 5,00               | 85,00   
Cliente 422 | Instalación 102 | 5,00         | 8,00               | 40,00   
Cliente 423 | Instalación 236 | 13,00        | 7,00               | 91,00   
Cliente 424 | Instalación 141 | 16,00        | 4,00               | 64,00   
Cliente 425 | Instalación 116 | 20,00        | 4,00               | 80,00   
Cliente 426 | Instalación 210 | 16,00        | 11,00              | 176,00  
Cliente 427 | Instalación 207 | 14,00        | 0,00               | 0,00    
Cliente 428 | Instalación 207 | 5,00         | 3,00               | 15,00   
Cliente 429 | Instalación 226 | 20,00        | 3,00               | 60,00   
Cliente 430 | Instalación 97  | 6,00         | 1,00               | 6,00    
Cliente 431 | Instalación 83  | 7,00         | 3,00               | 21,00   
Cliente 432 | Instalación 244 | 11,00        | 12,00              | 132,00  
Cliente 433 | Instalación 243 | 17,00        | 4,00               | 68,00   
Cliente 434 | Instalación 191 | 10,00        | 4,00               | 40,00   
Cliente 435 | Instalación 123 | 19,00        | 5,00               | 95,00   
Cliente 436 | Instalación 146 | 17,00        | 3,00               | 51,00   
Cliente 437 | Instalación 29  | 6,00         | 2,00               | 12,00   
Cliente 438 | Instalación 124 | 13,00        | 4,00               | 52,00   
Cliente 438 | Instalación 249 | 4,00         | 4,00               | 16,00   
Cliente 439 | Instalación 210 | 9,00         | 6,00               | 54,00   
Cliente 440 | Instalación 34  | 20,00        | 5,00               | 100,00  
Cliente 441 | Instalación 107 | 14,00        | 7,00               | 98,00   
Cliente 442 | Instalación 141 | 8,00         | 6,00               | 48,00   
Cliente 443 | Instalación 83  | 17,00        | 3,00               | 51,00   
Cliente 444 | Instalación 103 | 15,00        | 4,00               | 60,00   
Cliente 445 | Instalación 124 | 5,00         | 6,00               | 30,00   
Cliente 446 | Instalación 195 | 12,00        | 6,00               | 72,00   
Cliente 447 | Instalación 195 | 13,00        | 5,00               | 65,00   
Cliente 448 | Instalación 207 | 14,00        | 1,00               | 14,00   
Cliente 449 | Instalación 11  | 10,00        | 4,00               | 40,00   
Cliente 450 | Instalación 55  | 18,00        | 1,00               | 18,00   
Cliente 451 | Instalación 11  | 6,00         | 7,00               | 42,00   
Cliente 451 | Instalación 118 | 4,00         | 7,00               | 28,00   
Cliente 452 | Instalación 141 | 5,00         | 10,00              | 50,00   
Cliente 453 | Instalación 97  | 13,00        | 6,00               | 78,00   
Cliente 454 | Instalación 66  | 20,00        | 7,00               | 140,00  
Cliente 455 | Instalación 200 | 20,00        | 7,00               | 140,00  
Cliente 456 | Instalación 67  | 12,00        | 5,00               | 60,00   
Cliente 457 | Instalación 83  | 20,00        | 7,00               | 140,00  
Cliente 458 | Instalación 200 | 13,00        | 8,00               | 104,00  
Cliente 459 | Instalación 244 | 10,00        | 5,00               | 50,00   
Cliente 460 | Instalación 233 | 12,00        | 5,00               | 60,00   
Cliente 461 | Instalación 201 | 20,00        | 3,00               | 60,00   
Cliente 462 | Instalación 203 | 13,00        | 2,00               | 26,00   
Cliente 463 | Instalación 15  | 7,00         | 8,00               | 56,00   
Cliente 464 | Instalación 34  | 16,00        | 12,00              | 192,00  
Cliente 465 | Instalación 46  | 18,00        | 4,00               | 72,00   
Cliente 466 | Instalación 129 | 20,00        | 3,00               | 60,00   
Cliente 467 | Instalación 241 | 6,00         | 6,00               | 36,00   
Cliente 468 | Instalación 66  | 19,00        | 3,00               | 57,00   
Cliente 469 | Instalación 180 | 19,00        | 7,00               | 133,00  
Cliente 470 | Instalación 49  | 10,00        | 4,00               | 40,00   
Cliente 471 | Instalación 194 | 14,00        | 6,00               | 84,00   
Cliente 472 | Instalación 30  | 14,00        | 1,00               | 14,00   
Cliente 473 | Instalación 50  | 5,00         | 9,00               | 45,00   
Cliente 474 | Instalación 201 | 7,00         | 3,00               | 21,00   
Cliente 475 | Instalación 231 | 13,00        | 4,00               | 52,00   
Cliente 476 | Instalación 209 | 10,00        | 6,00               | 60,00   
Cliente 477 | Instalación 238 | 14,00        | 6,00               | 84,00   
Cliente 478 | Instalación 176 | 20,00        | 2,00               | 40,00   
Cliente 479 | Instalación 67  | 13,00        | 5,00               | 65,00   
Cliente 480 | Instalación 27  | 16,00        | 5,00               | 80,00   
Cliente 481 | Instalación 29  | 16,00        | 1,00               | 16,00   
Cliente 482 | Instalación 34  | 4,00         | 13,00              | 52,00   
Cliente 482 | Instalación 165 | 6,00         | 6,00               | 36,00   
Cliente 482 | Instalación 194 | 3,00         | 1,00               | 3,00    
Cliente 483 | Instalación 15  | 15,00        | 1,00               | 15,00   
Cliente 484 | Instalación 28  | 18,00        | 4,00               | 72,00   
Cliente 485 | Instalación 41  | 11,00        | 7,00               | 77,00   
Cliente 485 | Instalación 103 | 5,00         | 8,00               | 40,00   
Cliente 486 | Instalación 246 | 14,00        | 2,00               | 28,00   
Cliente 487 | Instalación 58  | 8,00         | 3,00               | 24,00   
Cliente 488 | Instalación 40  | 6,00         | 5,00               | 30,00   
Cliente 488 | Instalación 143 | 3,00         | 7,00               | 21,00   
Cliente 489 | Instalación 50  | 7,00         | 1,00               | 7,00    
Cliente 490 | Instalación 27  | 8,00         | 4,00               | 32,00   
Cliente 491 | Instalación 231 | 13,00        | 5,00               | 65,00   
Cliente 492 | Instalación 235 | 19,00        | 1,00               | 19,00   
Cliente 493 | Instalación 142 | 7,00         | 2,00               | 14,00   
Cliente 494 | Instalación 215 | 16,00        | 4,00               | 64,00   
Cliente 495 | Instalación 136 | 20,00        | 2,00               | 40,00   
Cliente 496 | Instalación 102 | 11,00        | 4,00               | 44,00   
Cliente 497 | Instalación 62  | 18,00        | 5,00               | 90,00   
Cliente 498 | Instalación 226 | 16,00        | 1,00               | 16,00   
Cliente 499 | Instalación 119 | 9,00         | 6,00               | 54,00   
Cliente 500 | Instalación 152 | 9,00         | 6,00               | 54,00   
Cliente 501 | Instalación 108 | 1,00         | 9,00               | 9,00    
Cliente 501 | Instalación 235 | 11,00        | 12,00              | 132,00  
Cliente 502 | Instalación 146 | 13,00        | 1,00               | 13,00   
Cliente 503 | Instalación 64  | 20,00        | 1,00               | 20,00   
Cliente 504 | Instalación 136 | 8,00         | 6,00               | 48,00   
Cliente 505 | Instalación 93  | 11,00        | 9,00               | 99,00   
Cliente 505 | Instalación 234 | 9,00         | 5,00               | 45,00   
Cliente 506 | Instalación 8   | 18,00        | 6,00               | 108,00  
Cliente 507 | Instalación 249 | 19,00        | 1,00               | 19,00   
Cliente 508 | Instalación 102 | 9,00         | 10,00              | 90,00   
Cliente 509 | Instalación 117 | 17,00        | 2,00               | 34,00   
Cliente 510 | Instalación 238 | 10,00        | 2,00               | 20,00   
Cliente 511 | Instalación 49  | 7,00         | 7,00               | 49,00   
Cliente 512 | Instalación 124 | 6,00         | 3,00               | 18,00   
Cliente 513 | Instalación 67  | 19,00        | 9,00               | 171,00  
Cliente 514 | Instalación 238 | 12,00        | 3,00               | 36,00   
Cliente 515 | Instalación 94  | 12,00        | 10,00              | 120,00  
Cliente 516 | Instalación 204 | 15,00        | 4,00               | 60,00   
Cliente 517 | Instalación 123 | 12,00        | 1,00               | 12,00   
Cliente 518 | Instalación 109 | 5,00         | 7,00               | 35,00   
Cliente 519 | Instalación 235 | 5,00         | 6,00               | 30,00   
Cliente 520 | Instalación 8   | 16,00        | 6,00               | 96,00   
Cliente 521 | Instalación 47  | 20,00        | 6,00               | 120,00  
Cliente 522 | Instalación 64  | 18,00        | 7,00               | 126,00  
Cliente 523 | Instalación 129 | 16,00        | 3,00               | 48,00   
Cliente 524 | Instalación 142 | 5,00         | 12,00              | 60,00   
Cliente 525 | Instalación 109 | 9,00         | 4,00               | 36,00   
Cliente 526 | Instalación 29  | 8,00         | 5,00               | 40,00   
Cliente 527 | Instalación 9   | 12,00        | 4,00               | 48,00   
Cliente 528 | Instalación 81  | 12,00        | 9,00               | 108,00  
Cliente 529 | Instalación 81  | 18,00        | 5,00               | 90,00   
Cliente 530 | Instalación 156 | 12,00        | 5,00               | 60,00   
Cliente 531 | Instalación 17  | 6,00         | 4,00               | 24,00   
Cliente 532 | Instalación 137 | 5,00         | 12,00              | 60,00   
Cliente 533 | Instalación 166 | 9,00         | 1,00               | 9,00    
Cliente 534 | Instalación 49  | 18,00        | 5,00               | 90,00   
Cliente 535 | Instalación 40  | 6,00         | 4,00               | 24,00   
Cliente 536 | Instalación 76  | 17,00        | 7,00               | 119,00  
Cliente 537 | Instalación 195 | 13,00        | 2,00               | 26,00   
Cliente 538 | Instalación 233 | 8,00         | 7,00               | 56,00   
Cliente 539 | Instalación 233 | 19,00        | 5,00               | 95,00   
Cliente 540 | Instalación 33  | 16,00        | 2,00               | 32,00   
Cliente 541 | Instalación 79  | 8,00         | 11,00              | 88,00   
Cliente 542 | Instalación 64  | 7,00         | 7,00               | 49,00   
Cliente 543 | Instalación 215 | 7,00         | 4,00               | 28,00   
Cliente 544 | Instalación 136 | 15,00        | 7,00               | 105,00  
Cliente 545 | Instalación 195 | 7,00         | 4,00               | 28,00   
Cliente 546 | Instalación 231 | 18,00        | 5,00               | 90,00   
Cliente 547 | Instalación 130 | 15,00        | 6,00               | 90,00   
Cliente 547 | Instalación 227 | 3,00         | 5,00               | 15,00   
Cliente 548 | Instalación 77  | 5,00         | 4,00               | 20,00   
Cliente 549 | Instalación 94  | 12,00        | 9,00               | 108,00  
Cliente 550 | Instalación 136 | 10,00        | 2,00               | 20,00   
Cliente 551 | Instalación 80  | 18,00        | 8,00               | 144,00  
Cliente 552 | Instalación 151 | 17,00        | 2,00               | 34,00   
Cliente 553 | Instalación 164 | 10,00        | 5,00               | 50,00   
Cliente 554 | Instalación 231 | 6,00         | 1,00               | 6,00    
Cliente 555 | Instalación 241 | 16,00        | 3,00               | 48,00   
Cliente 556 | Instalación 117 | 5,00         | 6,00               | 30,00   
Cliente 557 | Instalación 103 | 17,00        | 5,00               | 85,00   
Cliente 558 | Instalación 40  | 5,00         | 4,00               | 20,00   
Cliente 559 | Instalación 29  | 4,00         | 6,00               | 24,00   
Cliente 559 | Instalación 192 | 14,00        | 6,00               | 84,00   
Cliente 560 | Instalación 107 | 9,00         | 2,00               | 18,00   
Cliente 561 | Instalación 7   | 2,00         | 9,00               | 18,00   
Cliente 561 | Instalación 164 | 18,00        | 2,00               | 36,00   
Cliente 562 | Instalación 227 | 14,00        | 4,00               | 56,00   
Cliente 563 | Instalación 109 | 14,00        | 4,00               | 56,00   
Cliente 564 | Instalación 224 | 12,00        | 4,00               | 48,00   
Cliente 565 | Instalación 28  | 1,00         | 7,00               | 7,00    
Cliente 565 | Instalación 248 | 15,00        | 8,00               | 120,00  
Cliente 566 | Instalación 11  | 20,00        | 4,00               | 80,00   
Cliente 567 | Instalación 143 | 16,00        | 2,00               | 32,00   
Cliente 568 | Instalación 173 | 16,00        | 3,00               | 48,00   
Cliente 569 | Instalación 153 | 19,00        | 2,00               | 38,00   
Cliente 570 | Instalación 9   | 7,00         | 9,00               | 63,00   
Cliente 571 | Instalación 175 | 8,00         | 5,00               | 40,00   
Cliente 572 | Instalación 104 | 9,00         | 2,00               | 18,00   
Cliente 573 | Instalación 224 | 8,00         | 6,00               | 48,00   
Cliente 574 | Instalación 233 | 10,00        | 4,00               | 40,00   
Cliente 575 | Instalación 117 | 9,00         | 9,00               | 81,00   
Cliente 576 | Instalación 15  | 15,00        | 4,00               | 60,00   
Cliente 577 | Instalación 55  | 16,00        | 4,00               | 64,00   
Cliente 578 | Instalación 204 | 5,00         | 8,00               | 40,00   
Cliente 579 | Instalación 13  | 9,00         | 4,00               | 36,00   
Cliente 579 | Instalación 136 | 7,00         | 2,00               | 14,00   
Cliente 580 | Instalación 67  | 20,00        | 9,00               | 180,00  
Cliente 581 | Instalación 231 | 11,00        | 8,00               | 88,00   
Cliente 582 | Instalación 46  | 15,00        | 5,00               | 75,00   
Cliente 583 | Instalación 142 | 16,00        | 9,00               | 144,00  
Cliente 584 | Instalación 30  | 5,00         | 7,00               | 35,00   
Cliente 585 | Instalación 230 | 19,00        | 2,00               | 38,00   
Cliente 586 | Instalación 102 | 15,00        | 8,00               | 120,00  
Cliente 587 | Instalación 201 | 18,00        | 2,00               | 36,00   
Cliente 588 | Instalación 15  | 18,00        | 9,00               | 162,00  
Cliente 589 | Instalación 28  | 20,00        | 4,00               | 80,00   
Cliente 590 | Instalación 161 | 13,00        | 7,00               | 91,00   
Cliente 591 | Instalación 50  | 4,00         | 11,00              | 44,00   
Cliente 591 | Instalación 117 | 16,00        | 13,00              | 208,00  
Cliente 592 | Instalación 79  | 8,00         | 11,00              | 88,00   
Cliente 592 | Instalación 208 | 6,00         | 6,00               | 36,00   
Cliente 593 | Instalación 55  | 14,00        | 2,00               | 28,00   
Cliente 593 | Instalación 129 | 6,00         | 9,00               | 54,00   
Cliente 594 | Instalación 192 | 13,00        | 11,00              | 143,00  
Cliente 595 | Instalación 169 | 8,00         | 6,00               | 48,00   
Cliente 596 | Instalación 9   | 15,00        | 4,00               | 60,00   
Cliente 597 | Instalación 58  | 13,00        | 7,00               | 91,00   
Cliente 598 | Instalación 161 | 10,00        | 12,00              | 120,00  
Cliente 598 | Instalación 165 | 10,00        | 4,00               | 40,00   
Cliente 599 | Instalación 204 | 9,00         | 8,00               | 72,00   
Cliente 600 | Instalación 179 | 15,00        | 5,00               | 75,00   
TOTAL       |                 |              |                    | 37821,00
