
--- TABLA 5: DETALLE DE ASIGNACIÓN DE CLIENTES ---
Cliente     | Instalación     | Demanda | Asignada | Porcentaje (%)
Cliente 343 | Instalación 164 | 16,00   | 13,00    | 81,3 %        
Cliente 344 | Instalación 11  | 12,00   | 12,00    | 100,0 %       
Cliente 345 | Instalación 153 | 19,00   | 19,00    | 100,0 %       
Cliente 346 | Instalación 79  | 12,00   | 12,00    | 100,0 %       
Cliente 347 | Instalación 57  | 11,00   | 11,00    | 100,0 %       
Cliente 348 | Instalación 181 | 13,00   | 13,00    | 100,0 %       
Cliente 349 | Instalación 109 | 19,00   | 19,00    | 100,0 %       
Cliente 350 | Instalación 181 | 14,00   | 14,00    | 100,0 %       
Cliente 351 | Instalación 139 | 13,00   | 13,00    | 100,0 %       
Cliente 352 | Instalación 143 | 12,00   | 12,00    | 100,0 %       
Cliente 353 | Instalación 109 | 5,00    | 5,00     | 100,0 %       
Cliente 354 | Instalación 76  | 11,00   | 11,00    | 100,0 %       
Cliente 355 | Instalación 17  | 12,00   | 12,00    | 100,0 %       
Cliente 356 | Instalación 49  | 10,00   | 10,00    | 100,0 %       
Cliente 357 | Instalación 68  | 5,00    | 5,00     | 100,0 %       
Cliente 358 | Instalación 141 | 20,00   | 20,00    | 100,0 %       
Cliente 359 | Instalación 35  | 13,00   | 13,00    | 100,0 %       
Cliente 360 | Instalación 173 | 15,00   | 15,00    | 100,0 %       
Cliente 361 | Instalación 222 | 19,00   | 19,00    | 100,0 %       
Cliente 362 | Instalación 236 | 11,00   | 11,00    | 100,0 %       
Cliente 363 | Instalación 130 | 7,00    | 7,00     | 100,0 %       
Cliente 364 | Instalación 111 | 11,00   | 9,00     | 81,8 %        
Cliente 364 | Instalación 238 | 11,00   | 2,00     | 18,2 %        
Cliente 365 | Instalación 124 | 9,00    | 9,00     | 100,0 %       
Cliente 366 | Instalación 143 | 12,00   | 12,00    | 100,0 %       
Cliente 367 | Instalación 111 | 12,00   | 12,00    | 100,0 %       
Cliente 368 | Instalación 69  | 5,00    | 5,00     | 100,0 %       
Cliente 369 | Instalación 26  | 8,00    | 8,00     | 100,0 %       
Cliente 370 | Instalación 30  | 11,00   | 11,00    | 100,0 %       
Cliente 371 | Instalación 248 | 10,00   | 10,00    | 100,0 %       
Cliente 372 | Instalación 207 | 6,00    | 6,00     | 100,0 %       
Cliente 373 | Instalación 34  | 20,00   | 20,00    | 100,0 %       
Cliente 374 | Instalación 12  | 16,00   | 16,00    | 100,0 %       
Cliente 375 | Instalación 203 | 5,00    | 5,00     | 100,0 %       
Cliente 376 | Instalación 68  | 9,00    | 9,00     | 100,0 %       
Cliente 377 | Instalación 130 | 15,00   | 15,00    | 100,0 %       
Cliente 378 | Instalación 207 | 14,00   | 14,00    | 100,0 %       
Cliente 379 | Instalación 159 | 15,00   | 10,00    | 66,7 %        
Cliente 379 | Instalación 191 | 15,00   | 5,00     | 33,3 %        
Cliente 380 | Instalación 194 | 11,00   | 11,00    | 100,0 %       
Cliente 381 | Instalación 159 | 16,00   | 16,00    | 100,0 %       
Cliente 382 | Instalación 233 | 9,00    | 9,00     | 100,0 %       
Cliente 383 | Instalación 12  | 7,00    | 7,00     | 100,0 %       
Cliente 384 | Instalación 165 | 7,00    | 7,00     | 100,0 %       
Cliente 385 | Instalación 240 | 9,00    | 9,00     | 100,0 %       
Cliente 386 | Instalación 3   | 7,00    | 7,00     | 100,0 %       
Cliente 387 | Instalación 76  | 18,00   | 8,00     | 44,4 %        
Cliente 387 | Instalación 202 | 18,00   | 10,00    | 55,6 %        
Cliente 388 | Instalación 237 | 6,00    | 6,00     | 100,0 %       
Cliente 389 | Instalación 119 | 18,00   | 18,00    | 100,0 %       
Cliente 390 | Instalación 181 | 20,00   | 20,00    | 100,0 %       
Cliente 391 | Instalación 222 | 16,00   | 16,00    | 100,0 %       
Cliente 392 | Instalación 169 | 18,00   | 18,00    | 100,0 %       
Cliente 393 | Instalación 17  | 14,00   | 14,00    | 100,0 %       
Cliente 394 | Instalación 119 | 16,00   | 16,00    | 100,0 %       
Cliente 395 | Instalación 201 | 14,00   | 14,00    | 100,0 %       
Cliente 396 | Instalación 80  | 14,00   | 14,00    | 100,0 %       
Cliente 397 | Instalación 45  | 15,00   | 3,00     | 20,0 %        
Cliente 397 | Instalación 120 | 15,00   | 12,00    | 80,0 %        
Cliente 398 | Instalación 119 | 10,00   | 10,00    | 100,0 %       
Cliente 399 | Instalación 67  | 15,00   | 15,00    | 100,0 %       
Cliente 400 | Instalación 227 | 8,00    | 8,00     | 100,0 %       
Cliente 401 | Instalación 165 | 6,00    | 6,00     | 100,0 %       
Cliente 402 | Instalación 156 | 12,00   | 12,00    | 100,0 %       
Cliente 403 | Instalación 35  | 6,00    | 6,00     | 100,0 %       
Cliente 404 | Instalación 170 | 9,00    | 9,00     | 100,0 %       
Cliente 405 | Instalación 192 | 5,00    | 5,00     | 100,0 %       
Cliente 406 | Instalación 97  | 10,00   | 8,00     | 80,0 %        
Cliente 406 | Instalación 244 | 10,00   | 2,00     | 20,0 %        
Cliente 407 | Instalación 146 | 8,00    | 8,00     | 100,0 %       
Cliente 408 | Instalación 49  | 12,00   | 12,00    | 100,0 %       
Cliente 409 | Instalación 41  | 18,00   | 7,00     | 38,9 %        
Cliente 409 | Instalación 236 | 18,00   | 11,00    | 61,1 %        
Cliente 410 | Instalación 240 | 18,00   | 18,00    | 100,0 %       
Cliente 411 | Instalación 52  | 13,00   | 13,00    | 100,0 %       
Cliente 412 | Instalación 104 | 9,00    | 9,00     | 100,0 %       
Cliente 413 | Instalación 3   | 20,00   | 20,00    | 100,0 %       
Cliente 414 | Instalación 192 | 18,00   | 18,00    | 100,0 %       
Cliente 415 | Instalación 138 | 13,00   | 13,00    | 100,0 %       
Cliente 416 | Instalación 73  | 13,00   | 13,00    | 100,0 %       
Cliente 417 | Instalación 9   | 5,00    | 5,00     | 100,0 %       
Cliente 418 | Instalación 209 | 17,00   | 7,00     | 41,2 %        
Cliente 418 | Instalación 231 | 17,00   | 10,00    | 58,8 %        
Cliente 419 | Instalación 249 | 12,00   | 12,00    | 100,0 %       
Cliente 420 | Instalación 80  | 11,00   | 11,00    | 100,0 %       
Cliente 421 | Instalación 246 | 17,00   | 17,00    | 100,0 %       
Cliente 422 | Instalación 11  | 5,00    | 5,00     | 100,0 %       
Cliente 423 | Instalación 83  | 13,00   | 13,00    | 100,0 %       
Cliente 424 | Instalación 9   | 16,00   | 4,00     | 25,0 %        
Cliente 424 | Instalación 141 | 16,00   | 12,00    | 75,0 %        
Cliente 425 | Instalación 210 | 20,00   | 20,00    | 100,0 %       
Cliente 426 | Instalación 178 | 16,00   | 16,00    | 100,0 %       
Cliente 427 | Instalación 207 | 14,00   | 14,00    | 100,0 %       
Cliente 428 | Instalación 207 | 5,00    | 5,00     | 100,0 %       
Cliente 429 | Instalación 181 | 20,00   | 9,00     | 45,0 %        
Cliente 429 | Instalación 201 | 20,00   | 11,00    | 55,0 %        
Cliente 430 | Instalación 97  | 6,00    | 6,00     | 100,0 %       
Cliente 431 | Instalación 41  | 7,00    | 3,00     | 42,9 %        
Cliente 431 | Instalación 159 | 7,00    | 4,00     | 57,1 %        
Cliente 432 | Instalación 164 | 11,00   | 11,00    | 100,0 %       
Cliente 433 | Instalación 161 | 17,00   | 17,00    | 100,0 %       
Cliente 434 | Instalación 94  | 10,00   | 7,00     | 70,0 %        
Cliente 434 | Instalación 210 | 10,00   | 3,00     | 30,0 %        
Cliente 435 | Instalación 202 | 19,00   | 19,00    | 100,0 %       
Cliente 436 | Instalación 146 | 17,00   | 17,00    | 100,0 %       
Cliente 437 | Instalación 35  | 6,00    | 6,00     | 100,0 %       
Cliente 438 | Instalación 124 | 17,00   | 17,00    | 100,0 %       
Cliente 439 | Instalación 210 | 9,00    | 9,00     | 100,0 %       
Cliente 440 | Instalación 160 | 20,00   | 20,00    | 100,0 %       
Cliente 441 | Instalación 27  | 14,00   | 14,00    | 100,0 %       
Cliente 442 | Instalación 57  | 8,00    | 8,00     | 100,0 %       
Cliente 443 | Instalación 41  | 17,00   | 17,00    | 100,0 %       
Cliente 444 | Instalación 103 | 15,00   | 15,00    | 100,0 %       
Cliente 445 | Instalación 235 | 5,00    | 5,00     | 100,0 %       
Cliente 446 | Instalación 8   | 12,00   | 12,00    | 100,0 %       
Cliente 447 | Instalación 8   | 13,00   | 13,00    | 100,0 %       
Cliente 448 | Instalación 9   | 14,00   | 7,00     | 50,0 %        
Cliente 448 | Instalación 207 | 14,00   | 7,00     | 50,0 %        
Cliente 449 | Instalación 11  | 10,00   | 10,00    | 100,0 %       
Cliente 450 | Instalación 55  | 18,00   | 18,00    | 100,0 %       
Cliente 451 | Instalación 11  | 10,00   | 10,00    | 100,0 %       
Cliente 452 | Instalación 78  | 5,00    | 5,00     | 100,0 %       
Cliente 453 | Instalación 97  | 13,00   | 13,00    | 100,0 %       
Cliente 454 | Instalación 66  | 20,00   | 20,00    | 100,0 %       
Cliente 455 | Instalación 149 | 20,00   | 20,00    | 100,0 %       
Cliente 456 | Instalación 63  | 12,00   | 2,00     | 16,7 %        
Cliente 456 | Instalación 67  | 12,00   | 10,00    | 83,3 %        
Cliente 457 | Instalación 92  | 20,00   | 20,00    | 100,0 %       
Cliente 458 | Instalación 188 | 13,00   | 13,00    | 100,0 %       
Cliente 459 | Instalación 91  | 10,00   | 2,00     | 20,0 %        
Cliente 459 | Instalación 210 | 10,00   | 8,00     | 80,0 %        
Cliente 460 | Instalación 233 | 12,00   | 12,00    | 100,0 %       
Cliente 461 | Instalación 226 | 20,00   | 20,00    | 100,0 %       
Cliente 462 | Instalación 203 | 13,00   | 13,00    | 100,0 %       
Cliente 463 | Instalación 167 | 7,00    | 7,00     | 100,0 %       
Cliente 464 | Instalación 149 | 16,00   | 16,00    | 100,0 %       
Cliente 465 | Instalación 103 | 18,00   | 5,00     | 27,8 %        
Cliente 465 | Instalación 190 | 18,00   | 13,00    | 72,2 %        
Cliente 466 | Instalación 129 | 20,00   | 20,00    | 100,0 %       
Cliente 467 | Instalación 173 | 6,00    | 6,00     | 100,0 %       
Cliente 468 | Instalación 66  | 19,00   | 19,00    | 100,0 %       
Cliente 469 | Instalación 83  | 19,00   | 19,00    | 100,0 %       
Cliente 470 | Instalación 49  | 10,00   | 10,00    | 100,0 %       
Cliente 471 | Instalación 160 | 14,00   | 14,00    | 100,0 %       
Cliente 472 | Instalación 30  | 14,00   | 14,00    | 100,0 %       
Cliente 473 | Instalación 50  | 5,00    | 5,00     | 100,0 %       
Cliente 474 | Instalación 201 | 7,00    | 7,00     | 100,0 %       
Cliente 475 | Instalación 231 | 13,00   | 13,00    | 100,0 %       
Cliente 476 | Instalación 78  | 10,00   | 10,00    | 100,0 %       
Cliente 477 | Instalación 99  | 14,00   | 6,00     | 42,9 %        
Cliente 477 | Instalación 227 | 14,00   | 8,00     | 57,1 %        
Cliente 478 | Instalación 103 | 20,00   | 20,00    | 100,0 %       
Cliente 479 | Instalación 67  | 13,00   | 13,00    | 100,0 %       
Cliente 480 | Instalación 17  | 16,00   | 16,00    | 100,0 %       
Cliente 481 | Instalación 29  | 16,00   | 11,00    | 68,8 %        
Cliente 481 | Instalación 35  | 16,00   | 5,00     | 31,3 %        
Cliente 482 | Instalación 194 | 13,00   | 13,00    | 100,0 %       
Cliente 483 | Instalación 15  | 15,00   | 15,00    | 100,0 %       
Cliente 484 | Instalación 198 | 18,00   | 18,00    | 100,0 %       
Cliente 485 | Instalación 103 | 16,00   | 16,00    | 100,0 %       
Cliente 486 | Instalación 92  | 14,00   | 5,00     | 35,7 %        
Cliente 486 | Instalación 175 | 14,00   | 9,00     | 64,3 %        
Cliente 487 | Instalación 63  | 8,00    | 8,00     | 100,0 %       
Cliente 488 | Instalación 55  | 9,00    | 9,00     | 100,0 %       
Cliente 489 | Instalación 50  | 7,00    | 7,00     | 100,0 %       
Cliente 490 | Instalación 69  | 8,00    | 8,00     | 100,0 %       
Cliente 491 | Instalación 231 | 13,00   | 13,00    | 100,0 %       
Cliente 492 | Instalación 235 | 19,00   | 19,00    | 100,0 %       
Cliente 493 | Instalación 231 | 7,00    | 7,00     | 100,0 %       
Cliente 494 | Instalación 215 | 16,00   | 16,00    | 100,0 %       
Cliente 495 | Instalación 136 | 20,00   | 20,00    | 100,0 %       
Cliente 496 | Instalación 164 | 11,00   | 11,00    | 100,0 %       
Cliente 497 | Instalación 45  | 18,00   | 18,00    | 100,0 %       
Cliente 498 | Instalación 226 | 16,00   | 16,00    | 100,0 %       
Cliente 499 | Instalación 55  | 9,00    | 9,00     | 100,0 %       
Cliente 500 | Instalación 45  | 9,00    | 3,00     | 33,3 %        
Cliente 500 | Instalación 68  | 9,00    | 6,00     | 66,7 %        
Cliente 501 | Instalación 226 | 12,00   | 12,00    | 100,0 %       
Cliente 502 | Instalación 146 | 13,00   | 13,00    | 100,0 %       
Cliente 503 | Instalación 27  | 20,00   | 20,00    | 100,0 %       
Cliente 504 | Instalación 26  | 8,00    | 8,00     | 100,0 %       
Cliente 505 | Instalación 99  | 20,00   | 20,00    | 100,0 %       
Cliente 506 | Instalación 8   | 18,00   | 18,00    | 100,0 %       
Cliente 507 | Instalación 249 | 19,00   | 19,00    | 100,0 %       
Cliente 508 | Instalación 11  | 9,00    | 9,00     | 100,0 %       
Cliente 509 | Instalación 25  | 17,00   | 17,00    | 100,0 %       
Cliente 510 | Instalación 111 | 10,00   | 10,00    | 100,0 %       
Cliente 511 | Instalación 49  | 7,00    | 7,00     | 100,0 %       
Cliente 512 | Instalación 114 | 6,00    | 6,00     | 100,0 %       
Cliente 513 | Instalación 67  | 19,00   | 19,00    | 100,0 %       
Cliente 514 | Instalación 241 | 12,00   | 12,00    | 100,0 %       
Cliente 515 | Instalación 92  | 12,00   | 12,00    | 100,0 %       
Cliente 516 | Instalación 204 | 15,00   | 15,00    | 100,0 %       
Cliente 517 | Instalación 202 | 12,00   | 12,00    | 100,0 %       
Cliente 518 | Instalación 136 | 5,00    | 5,00     | 100,0 %       
Cliente 519 | Instalación 235 | 5,00    | 5,00     | 100,0 %       
Cliente 520 | Instalación 8   | 16,00   | 16,00    | 100,0 %       
Cliente 521 | Instalación 133 | 20,00   | 13,00    | 65,0 %        
Cliente 521 | Instalación 235 | 20,00   | 7,00     | 35,0 %        
Cliente 522 | Instalación 69  | 18,00   | 18,00    | 100,0 %       
Cliente 523 | Instalación 55  | 16,00   | 4,00     | 25,0 %        
Cliente 523 | Instalación 129 | 16,00   | 12,00    | 75,0 %        
Cliente 524 | Instalación 15  | 5,00    | 5,00     | 100,0 %       
Cliente 525 | Instalación 109 | 9,00    | 9,00     | 100,0 %       
Cliente 526 | Instalación 35  | 8,00    | 8,00     | 100,0 %       
Cliente 527 | Instalación 173 | 12,00   | 12,00    | 100,0 %       
Cliente 528 | Instalación 109 | 12,00   | 12,00    | 100,0 %       
Cliente 529 | Instalación 136 | 18,00   | 18,00    | 100,0 %       
Cliente 530 | Instalación 97  | 12,00   | 12,00    | 100,0 %       
Cliente 531 | Instalación 17  | 6,00    | 6,00     | 100,0 %       
Cliente 532 | Instalación 137 | 5,00    | 5,00     | 100,0 %       
Cliente 533 | Instalación 166 | 9,00    | 9,00     | 100,0 %       
Cliente 534 | Instalación 49  | 18,00   | 4,00     | 22,2 %        
Cliente 534 | Instalación 109 | 18,00   | 14,00    | 77,8 %        
Cliente 535 | Instalación 143 | 6,00    | 6,00     | 100,0 %       
Cliente 536 | Instalación 202 | 17,00   | 17,00    | 100,0 %       
Cliente 537 | Instalación 3   | 13,00   | 1,00     | 7,7 %         
Cliente 537 | Instalación 8   | 13,00   | 11,00    | 84,6 %        
Cliente 537 | Instalación 73  | 13,00   | 1,00     | 7,7 %         
Cliente 538 | Instalación 69  | 8,00    | 8,00     | 100,0 %       
Cliente 539 | Instalación 34  | 19,00   | 19,00    | 100,0 %       
Cliente 540 | Instalación 138 | 16,00   | 16,00    | 100,0 %       
Cliente 541 | Instalación 24  | 8,00    | 8,00     | 100,0 %       
Cliente 542 | Instalación 27  | 7,00    | 7,00     | 100,0 %       
Cliente 543 | Instalación 215 | 7,00    | 7,00     | 100,0 %       
Cliente 544 | Instalación 136 | 15,00   | 8,00     | 53,3 %        
Cliente 544 | Instalación 192 | 15,00   | 7,00     | 46,7 %        
Cliente 545 | Instalación 46  | 7,00    | 2,00     | 28,6 %        
Cliente 545 | Instalación 54  | 7,00    | 5,00     | 71,4 %        
Cliente 546 | Instalación 209 | 18,00   | 1,00     | 5,6 %         
Cliente 546 | Instalación 231 | 18,00   | 17,00    | 94,4 %        
Cliente 547 | Instalación 227 | 18,00   | 18,00    | 100,0 %       
Cliente 548 | Instalación 146 | 5,00    | 5,00     | 100,0 %       
Cliente 549 | Instalación 92  | 12,00   | 4,00     | 33,3 %        
Cliente 549 | Instalación 248 | 12,00   | 8,00     | 66,7 %        
Cliente 550 | Instalación 26  | 10,00   | 10,00    | 100,0 %       
Cliente 551 | Instalación 80  | 18,00   | 18,00    | 100,0 %       
Cliente 552 | Instalación 66  | 17,00   | 17,00    | 100,0 %       
Cliente 553 | Instalación 164 | 10,00   | 10,00    | 100,0 %       
Cliente 554 | Instalación 231 | 6,00    | 6,00     | 100,0 %       
Cliente 555 | Instalación 181 | 16,00   | 16,00    | 100,0 %       
Cliente 556 | Instalación 25  | 5,00    | 5,00     | 100,0 %       
Cliente 557 | Instalación 103 | 17,00   | 17,00    | 100,0 %       
Cliente 558 | Instalación 143 | 5,00    | 5,00     | 100,0 %       
Cliente 559 | Instalación 29  | 18,00   | 18,00    | 100,0 %       
Cliente 560 | Instalación 205 | 9,00    | 9,00     | 100,0 %       
Cliente 561 | Instalación 91  | 20,00   | 5,00     | 25,0 %        
Cliente 561 | Instalación 164 | 20,00   | 15,00    | 75,0 %        
Cliente 562 | Instalación 227 | 14,00   | 14,00    | 100,0 %       
Cliente 563 | Instalación 109 | 14,00   | 14,00    | 100,0 %       
Cliente 564 | Instalación 215 | 12,00   | 12,00    | 100,0 %       
Cliente 565 | Instalación 137 | 16,00   | 16,00    | 100,0 %       
Cliente 566 | Instalación 240 | 20,00   | 20,00    | 100,0 %       
Cliente 567 | Instalación 143 | 16,00   | 16,00    | 100,0 %       
Cliente 568 | Instalación 173 | 16,00   | 10,00    | 62,5 %        
Cliente 568 | Instalación 241 | 16,00   | 6,00     | 37,5 %        
Cliente 569 | Instalación 146 | 19,00   | 1,00     | 5,3 %         
Cliente 569 | Instalación 153 | 19,00   | 18,00    | 94,7 %        
Cliente 570 | Instalación 173 | 7,00    | 7,00     | 100,0 %       
Cliente 571 | Instalación 133 | 8,00    | 8,00     | 100,0 %       
Cliente 572 | Instalación 104 | 9,00    | 9,00     | 100,0 %       
Cliente 573 | Instalación 156 | 8,00    | 7,00     | 87,5 %        
Cliente 573 | Instalación 235 | 8,00    | 1,00     | 12,5 %        
Cliente 574 | Instalación 233 | 10,00   | 10,00    | 100,0 %       
Cliente 575 | Instalación 54  | 9,00    | 9,00     | 100,0 %       
Cliente 576 | Instalación 15  | 15,00   | 15,00    | 100,0 %       
Cliente 577 | Instalación 119 | 16,00   | 16,00    | 100,0 %       
Cliente 578 | Instalación 69  | 5,00    | 5,00     | 100,0 %       
Cliente 579 | Instalación 81  | 16,00   | 16,00    | 100,0 %       
Cliente 580 | Instalación 63  | 20,00   | 20,00    | 100,0 %       
Cliente 581 | Instalación 78  | 11,00   | 11,00    | 100,0 %       
Cliente 582 | Instalación 190 | 15,00   | 15,00    | 100,0 %       
Cliente 583 | Instalación 167 | 16,00   | 16,00    | 100,0 %       
Cliente 584 | Instalación 63  | 5,00    | 5,00     | 100,0 %       
Cliente 585 | Instalación 103 | 19,00   | 17,00    | 89,5 %        
Cliente 585 | Instalación 222 | 19,00   | 2,00     | 10,5 %        
Cliente 586 | Instalación 91  | 15,00   | 15,00    | 100,0 %       
Cliente 587 | Instalación 201 | 18,00   | 18,00    | 100,0 %       
Cliente 588 | Instalación 209 | 18,00   | 18,00    | 100,0 %       
Cliente 589 | Instalación 198 | 20,00   | 6,00     | 30,0 %        
Cliente 589 | Instalación 248 | 20,00   | 14,00    | 70,0 %        
Cliente 590 | Instalación 194 | 13,00   | 13,00    | 100,0 %       
Cliente 591 | Instalación 50  | 20,00   | 20,00    | 100,0 %       
Cliente 592 | Instalación 24  | 14,00   | 14,00    | 100,0 %       
Cliente 593 | Instalación 55  | 20,00   | 20,00    | 100,0 %       
Cliente 594 | Instalación 24  | 13,00   | 13,00    | 100,0 %       
Cliente 595 | Instalación 192 | 8,00    | 4,00     | 50,0 %        
Cliente 595 | Instalación 208 | 8,00    | 4,00     | 50,0 %        
Cliente 596 | Instalación 9   | 15,00   | 15,00    | 100,0 %       
Cliente 597 | Instalación 208 | 13,00   | 13,00    | 100,0 %       
Cliente 598 | Instalación 160 | 20,00   | 20,00    | 100,0 %       
Cliente 599 | Instalación 69  | 9,00    | 9,00     | 100,0 %       
Cliente 600 | Instalación 141 | 15,00   | 15,00    | 100,0 %       
