
--- TABLA 5: DETALLE DE ASIGNACIÓN DE CLIENTES ---
Cliente      | Instalación     | Demanda | Asignada | Porcentaje (%)
Cliente 336  | Instalación 87  | 8,00    | 8,00     | 100,0 %       
Cliente 337  | Instalación 351 | 14,00   | 14,00    | 100,0 %       
Cliente 338  | Instalación 177 | 11,00   | 11,00    | 100,0 %       
Cliente 339  | Instalación 118 | 8,00    | 8,00     | 100,0 %       
Cliente 340  | Instalación 388 | 6,00    | 6,00     | 100,0 %       
Cliente 341  | Instalación 180 | 19,00   | 19,00    | 100,0 %       
Cliente 342  | Instalación 221 | 11,00   | 11,00    | 100,0 %       
Cliente 343  | Instalación 152 | 11,00   | 11,00    | 100,0 %       
Cliente 344  | Instalación 55  | 5,00    | 5,00     | 100,0 %       
Cliente 345  | Instalación 294 | 16,00   | 16,00    | 100,0 %       
Cliente 346  | Instalación 294 | 14,00   | 14,00    | 100,0 %       
Cliente 347  | Instalación 473 | 20,00   | 20,00    | 100,0 %       
Cliente 348  | Instalación 211 | 10,00   | 10,00    | 100,0 %       
Cliente 349  | Instalación 289 | 8,00    | 8,00     | 100,0 %       
Cliente 350  | Instalación 409 | 13,00   | 13,00    | 100,0 %       
Cliente 351  | Instalación 105 | 18,00   | 15,00    | 83,3 %        
Cliente 351  | Instalación 113 | 18,00   | 3,00     | 16,7 %        
Cliente 352  | Instalación 131 | 10,00   | 10,00    | 100,0 %       
Cliente 353  | Instalación 79  | 6,00    | 6,00     | 100,0 %       
Cliente 354  | Instalación 204 | 14,00   | 8,00     | 57,1 %        
Cliente 354  | Instalación 389 | 14,00   | 6,00     | 42,9 %        
Cliente 355  | Instalación 326 | 5,00    | 5,00     | 100,0 %       
Cliente 356  | Instalación 232 | 18,00   | 18,00    | 100,0 %       
Cliente 357  | Instalación 36  | 9,00    | 9,00     | 100,0 %       
Cliente 358  | Instalación 194 | 7,00    | 7,00     | 100,0 %       
Cliente 359  | Instalación 339 | 17,00   | 17,00    | 100,0 %       
Cliente 360  | Instalación 12  | 12,00   | 12,00    | 100,0 %       
Cliente 361  | Instalación 9   | 13,00   | 1,00     | 7,7 %         
Cliente 361  | Instalación 88  | 13,00   | 12,00    | 92,3 %        
Cliente 362  | Instalación 301 | 9,00    | 9,00     | 100,0 %       
Cliente 363  | Instalación 50  | 13,00   | 13,00    | 100,0 %       
Cliente 364  | Instalación 34  | 19,00   | 2,00     | 10,5 %        
Cliente 364  | Instalación 211 | 19,00   | 17,00    | 89,5 %        
Cliente 365  | Instalación 275 | 6,00    | 6,00     | 100,0 %       
Cliente 366  | Instalación 152 | 16,00   | 16,00    | 100,0 %       
Cliente 367  | Instalación 465 | 8,00    | 8,00     | 100,0 %       
Cliente 368  | Instalación 260 | 9,00    | 9,00     | 100,0 %       
Cliente 369  | Instalación 221 | 7,00    | 7,00     | 100,0 %       
Cliente 370  | Instalación 468 | 8,00    | 8,00     | 100,0 %       
Cliente 371  | Instalación 403 | 12,00   | 12,00    | 100,0 %       
Cliente 372  | Instalación 182 | 8,00    | 8,00     | 100,0 %       
Cliente 373  | Instalación 36  | 15,00   | 15,00    | 100,0 %       
Cliente 374  | Instalación 479 | 8,00    | 8,00     | 100,0 %       
Cliente 375  | Instalación 440 | 5,00    | 5,00     | 100,0 %       
Cliente 376  | Instalación 491 | 11,00   | 11,00    | 100,0 %       
Cliente 377  | Instalación 312 | 7,00    | 7,00     | 100,0 %       
Cliente 378  | Instalación 304 | 14,00   | 14,00    | 100,0 %       
Cliente 379  | Instalación 259 | 12,00   | 12,00    | 100,0 %       
Cliente 380  | Instalación 189 | 7,00    | 7,00     | 100,0 %       
Cliente 381  | Instalación 342 | 5,00    | 5,00     | 100,0 %       
Cliente 382  | Instalación 131 | 6,00    | 6,00     | 100,0 %       
Cliente 383  | Instalación 474 | 9,00    | 9,00     | 100,0 %       
Cliente 384  | Instalación 18  | 14,00   | 1,00     | 7,1 %         
Cliente 384  | Instalación 37  | 14,00   | 13,00    | 92,9 %        
Cliente 385  | Instalación 360 | 7,00    | 7,00     | 100,0 %       
Cliente 386  | Instalación 499 | 5,00    | 5,00     | 100,0 %       
Cliente 387  | Instalación 42  | 14,00   | 14,00    | 100,0 %       
Cliente 388  | Instalación 42  | 11,00   | 11,00    | 100,0 %       
Cliente 389  | Instalación 157 | 15,00   | 15,00    | 100,0 %       
Cliente 390  | Instalación 344 | 19,00   | 19,00    | 100,0 %       
Cliente 391  | Instalación 343 | 15,00   | 15,00    | 100,0 %       
Cliente 392  | Instalación 376 | 19,00   | 19,00    | 100,0 %       
Cliente 393  | Instalación 311 | 8,00    | 8,00     | 100,0 %       
Cliente 394  | Instalación 485 | 19,00   | 19,00    | 100,0 %       
Cliente 395  | Instalación 486 | 20,00   | 20,00    | 100,0 %       
Cliente 396  | Instalación 304 | 17,00   | 17,00    | 100,0 %       
Cliente 397  | Instalación 42  | 8,00    | 8,00     | 100,0 %       
Cliente 398  | Instalación 365 | 17,00   | 17,00    | 100,0 %       
Cliente 399  | Instalación 287 | 7,00    | 7,00     | 100,0 %       
Cliente 400  | Instalación 310 | 10,00   | 10,00    | 100,0 %       
Cliente 401  | Instalación 278 | 11,00   | 11,00    | 100,0 %       
Cliente 402  | Instalación 473 | 13,00   | 13,00    | 100,0 %       
Cliente 403  | Instalación 116 | 20,00   | 20,00    | 100,0 %       
Cliente 404  | Instalación 383 | 10,00   | 10,00    | 100,0 %       
Cliente 405  | Instalación 107 | 16,00   | 14,00    | 87,5 %        
Cliente 405  | Instalación 172 | 16,00   | 2,00     | 12,5 %        
Cliente 406  | Instalación 223 | 15,00   | 15,00    | 100,0 %       
Cliente 407  | Instalación 433 | 16,00   | 16,00    | 100,0 %       
Cliente 408  | Instalación 59  | 14,00   | 14,00    | 100,0 %       
Cliente 409  | Instalación 118 | 11,00   | 11,00    | 100,0 %       
Cliente 410  | Instalación 204 | 15,00   | 15,00    | 100,0 %       
Cliente 411  | Instalación 245 | 15,00   | 15,00    | 100,0 %       
Cliente 412  | Instalación 167 | 16,00   | 16,00    | 100,0 %       
Cliente 413  | Instalación 112 | 6,00    | 6,00     | 100,0 %       
Cliente 414  | Instalación 361 | 16,00   | 16,00    | 100,0 %       
Cliente 415  | Instalación 60  | 19,00   | 13,00    | 68,4 %        
Cliente 415  | Instalación 226 | 19,00   | 6,00     | 31,6 %        
Cliente 416  | Instalación 275 | 10,00   | 10,00    | 100,0 %       
Cliente 417  | Instalación 363 | 10,00   | 10,00    | 100,0 %       
Cliente 418  | Instalación 91  | 12,00   | 12,00    | 100,0 %       
Cliente 419  | Instalación 20  | 12,00   | 12,00    | 100,0 %       
Cliente 420  | Instalación 440 | 11,00   | 11,00    | 100,0 %       
Cliente 421  | Instalación 444 | 5,00    | 5,00     | 100,0 %       
Cliente 422  | Instalación 45  | 9,00    | 7,00     | 77,8 %        
Cliente 422  | Instalación 157 | 9,00    | 2,00     | 22,2 %        
Cliente 423  | Instalación 178 | 5,00    | 5,00     | 100,0 %       
Cliente 424  | Instalación 87  | 9,00    | 9,00     | 100,0 %       
Cliente 425  | Instalación 225 | 5,00    | 5,00     | 100,0 %       
Cliente 426  | Instalación 415 | 11,00   | 3,00     | 27,3 %        
Cliente 426  | Instalación 424 | 11,00   | 4,00     | 36,4 %        
Cliente 426  | Instalación 473 | 11,00   | 4,00     | 36,4 %        
Cliente 427  | Instalación 221 | 9,00    | 9,00     | 100,0 %       
Cliente 428  | Instalación 363 | 14,00   | 14,00    | 100,0 %       
Cliente 429  | Instalación 372 | 19,00   | 19,00    | 100,0 %       
Cliente 430  | Instalación 312 | 20,00   | 20,00    | 100,0 %       
Cliente 431  | Instalación 473 | 7,00    | 7,00     | 100,0 %       
Cliente 432  | Instalación 64  | 8,00    | 8,00     | 100,0 %       
Cliente 433  | Instalación 34  | 7,00    | 3,00     | 42,9 %        
Cliente 433  | Instalación 255 | 7,00    | 3,00     | 42,9 %        
Cliente 433  | Instalación 351 | 7,00    | 1,00     | 14,3 %        
Cliente 434  | Instalación 172 | 9,00    | 9,00     | 100,0 %       
Cliente 435  | Instalación 420 | 18,00   | 18,00    | 100,0 %       
Cliente 436  | Instalación 314 | 12,00   | 12,00    | 100,0 %       
Cliente 437  | Instalación 20  | 7,00    | 7,00     | 100,0 %       
Cliente 438  | Instalación 302 | 9,00    | 9,00     | 100,0 %       
Cliente 439  | Instalación 191 | 11,00   | 11,00    | 100,0 %       
Cliente 440  | Instalación 254 | 10,00   | 10,00    | 100,0 %       
Cliente 441  | Instalación 278 | 19,00   | 12,00    | 63,2 %        
Cliente 441  | Instalación 312 | 19,00   | 7,00     | 36,8 %        
Cliente 442  | Instalación 10  | 14,00   | 14,00    | 100,0 %       
Cliente 443  | Instalación 115 | 10,00   | 10,00    | 100,0 %       
Cliente 444  | Instalación 14  | 20,00   | 5,00     | 25,0 %        
Cliente 444  | Instalación 103 | 20,00   | 15,00    | 75,0 %        
Cliente 445  | Instalación 230 | 20,00   | 20,00    | 100,0 %       
Cliente 446  | Instalación 112 | 6,00    | 6,00     | 100,0 %       
Cliente 447  | Instalación 64  | 19,00   | 19,00    | 100,0 %       
Cliente 448  | Instalación 181 | 12,00   | 12,00    | 100,0 %       
Cliente 449  | Instalación 85  | 6,00    | 6,00     | 100,0 %       
Cliente 450  | Instalación 427 | 19,00   | 19,00    | 100,0 %       
Cliente 451  | Instalación 390 | 19,00   | 2,00     | 10,5 %        
Cliente 451  | Instalación 452 | 19,00   | 17,00    | 89,5 %        
Cliente 452  | Instalación 118 | 19,00   | 8,00     | 42,1 %        
Cliente 452  | Instalación 444 | 19,00   | 11,00    | 57,9 %        
Cliente 453  | Instalación 395 | 15,00   | 15,00    | 100,0 %       
Cliente 454  | Instalación 486 | 8,00    | 8,00     | 100,0 %       
Cliente 455  | Instalación 356 | 18,00   | 18,00    | 100,0 %       
Cliente 456  | Instalación 484 | 18,00   | 18,00    | 100,0 %       
Cliente 457  | Instalación 498 | 19,00   | 19,00    | 100,0 %       
Cliente 458  | Instalación 424 | 19,00   | 19,00    | 100,0 %       
Cliente 459  | Instalación 383 | 6,00    | 6,00     | 100,0 %       
Cliente 460  | Instalación 361 | 14,00   | 14,00    | 100,0 %       
Cliente 461  | Instalación 407 | 11,00   | 11,00    | 100,0 %       
Cliente 462  | Instalación 267 | 11,00   | 11,00    | 100,0 %       
Cliente 463  | Instalación 496 | 10,00   | 10,00    | 100,0 %       
Cliente 464  | Instalación 490 | 11,00   | 11,00    | 100,0 %       
Cliente 465  | Instalación 34  | 10,00   | 10,00    | 100,0 %       
Cliente 466  | Instalación 194 | 15,00   | 15,00    | 100,0 %       
Cliente 467  | Instalación 417 | 12,00   | 12,00    | 100,0 %       
Cliente 468  | Instalación 292 | 15,00   | 15,00    | 100,0 %       
Cliente 469  | Instalación 486 | 6,00    | 6,00     | 100,0 %       
Cliente 470  | Instalación 117 | 17,00   | 17,00    | 100,0 %       
Cliente 471  | Instalación 383 | 6,00    | 6,00     | 100,0 %       
Cliente 472  | Instalación 83  | 6,00    | 6,00     | 100,0 %       
Cliente 473  | Instalación 339 | 9,00    | 9,00     | 100,0 %       
Cliente 474  | Instalación 276 | 5,00    | 5,00     | 100,0 %       
Cliente 475  | Instalación 89  | 8,00    | 8,00     | 100,0 %       
Cliente 476  | Instalación 42  | 19,00   | 3,00     | 15,8 %        
Cliente 476  | Instalación 440 | 19,00   | 16,00    | 84,2 %        
Cliente 477  | Instalación 452 | 17,00   | 17,00    | 100,0 %       
Cliente 478  | Instalación 138 | 15,00   | 11,00    | 73,3 %        
Cliente 478  | Instalación 464 | 15,00   | 4,00     | 26,7 %        
Cliente 479  | Instalación 490 | 5,00    | 5,00     | 100,0 %       
Cliente 480  | Instalación 116 | 15,00   | 15,00    | 100,0 %       
Cliente 481  | Instalación 442 | 17,00   | 17,00    | 100,0 %       
Cliente 482  | Instalación 47  | 11,00   | 2,00     | 18,2 %        
Cliente 482  | Instalación 332 | 11,00   | 9,00     | 81,8 %        
Cliente 483  | Instalación 15  | 20,00   | 2,00     | 10,0 %        
Cliente 483  | Instalación 359 | 20,00   | 3,00     | 15,0 %        
Cliente 483  | Instalación 360 | 20,00   | 15,00    | 75,0 %        
Cliente 484  | Instalación 267 | 8,00    | 8,00     | 100,0 %       
Cliente 485  | Instalación 266 | 5,00    | 5,00     | 100,0 %       
Cliente 486  | Instalación 486 | 13,00   | 13,00    | 100,0 %       
Cliente 487  | Instalación 20  | 18,00   | 18,00    | 100,0 %       
Cliente 488  | Instalación 9   | 10,00   | 10,00    | 100,0 %       
Cliente 489  | Instalación 493 | 19,00   | 19,00    | 100,0 %       
Cliente 490  | Instalación 221 | 9,00    | 9,00     | 100,0 %       
Cliente 491  | Instalación 137 | 7,00    | 7,00     | 100,0 %       
Cliente 492  | Instalación 311 | 11,00   | 11,00    | 100,0 %       
Cliente 493  | Instalación 296 | 6,00    | 6,00     | 100,0 %       
Cliente 494  | Instalación 376 | 18,00   | 18,00    | 100,0 %       
Cliente 495  | Instalación 457 | 17,00   | 17,00    | 100,0 %       
Cliente 496  | Instalación 222 | 10,00   | 5,00     | 50,0 %        
Cliente 496  | Instalación 496 | 10,00   | 5,00     | 50,0 %        
Cliente 497  | Instalación 150 | 13,00   | 11,00    | 84,6 %        
Cliente 497  | Instalación 181 | 13,00   | 2,00     | 15,4 %        
Cliente 498  | Instalación 427 | 15,00   | 15,00    | 100,0 %       
Cliente 499  | Instalación 245 | 9,00    | 9,00     | 100,0 %       
Cliente 500  | Instalación 408 | 12,00   | 12,00    | 100,0 %       
Cliente 501  | Instalación 213 | 7,00    | 7,00     | 100,0 %       
Cliente 502  | Instalación 275 | 14,00   | 14,00    | 100,0 %       
Cliente 503  | Instalación 314 | 7,00    | 7,00     | 100,0 %       
Cliente 504  | Instalación 214 | 12,00   | 3,00     | 25,0 %        
Cliente 504  | Instalación 245 | 12,00   | 9,00     | 75,0 %        
Cliente 505  | Instalación 79  | 7,00    | 7,00     | 100,0 %       
Cliente 506  | Instalación 10  | 8,00    | 3,00     | 37,5 %        
Cliente 506  | Instalación 427 | 8,00    | 2,00     | 25,0 %        
Cliente 506  | Instalación 436 | 8,00    | 3,00     | 37,5 %        
Cliente 507  | Instalación 116 | 17,00   | 17,00    | 100,0 %       
Cliente 508  | Instalación 150 | 13,00   | 13,00    | 100,0 %       
Cliente 509  | Instalación 167 | 19,00   | 19,00    | 100,0 %       
Cliente 510  | Instalación 49  | 19,00   | 2,00     | 10,5 %        
Cliente 510  | Instalación 156 | 19,00   | 17,00    | 89,5 %        
Cliente 511  | Instalación 465 | 14,00   | 14,00    | 100,0 %       
Cliente 512  | Instalación 409 | 5,00    | 5,00     | 100,0 %       
Cliente 513  | Instalación 292 | 8,00    | 8,00     | 100,0 %       
Cliente 514  | Instalación 46  | 12,00   | 6,00     | 50,0 %        
Cliente 514  | Instalación 226 | 12,00   | 6,00     | 50,0 %        
Cliente 515  | Instalación 261 | 12,00   | 12,00    | 100,0 %       
Cliente 516  | Instalación 69  | 13,00   | 13,00    | 100,0 %       
Cliente 517  | Instalación 478 | 17,00   | 17,00    | 100,0 %       
Cliente 518  | Instalación 335 | 13,00   | 13,00    | 100,0 %       
Cliente 519  | Instalación 359 | 9,00    | 9,00     | 100,0 %       
Cliente 520  | Instalación 64  | 15,00   | 10,00    | 66,7 %        
Cliente 520  | Instalación 188 | 15,00   | 5,00     | 33,3 %        
Cliente 521  | Instalación 266 | 20,00   | 20,00    | 100,0 %       
Cliente 522  | Instalación 85  | 14,00   | 14,00    | 100,0 %       
Cliente 523  | Instalación 278 | 19,00   | 2,00     | 10,5 %        
Cliente 523  | Instalación 312 | 19,00   | 3,00     | 15,8 %        
Cliente 523  | Instalación 480 | 19,00   | 14,00    | 73,7 %        
Cliente 524  | Instalación 476 | 7,00    | 7,00     | 100,0 %       
Cliente 525  | Instalación 425 | 6,00    | 6,00     | 100,0 %       
Cliente 526  | Instalación 43  | 14,00   | 10,00    | 71,4 %        
Cliente 526  | Instalación 232 | 14,00   | 4,00     | 28,6 %        
Cliente 527  | Instalación 460 | 16,00   | 16,00    | 100,0 %       
Cliente 528  | Instalación 429 | 15,00   | 15,00    | 100,0 %       
Cliente 529  | Instalación 368 | 7,00    | 7,00     | 100,0 %       
Cliente 530  | Instalación 110 | 5,00    | 5,00     | 100,0 %       
Cliente 531  | Instalación 406 | 10,00   | 10,00    | 100,0 %       
Cliente 532  | Instalación 109 | 15,00   | 3,00     | 20,0 %        
Cliente 532  | Instalación 332 | 15,00   | 12,00    | 80,0 %        
Cliente 533  | Instalación 302 | 14,00   | 14,00    | 100,0 %       
Cliente 534  | Instalación 103 | 16,00   | 16,00    | 100,0 %       
Cliente 535  | Instalación 383 | 9,00    | 9,00     | 100,0 %       
Cliente 536  | Instalación 23  | 20,00   | 13,00    | 65,0 %        
Cliente 536  | Instalación 490 | 20,00   | 7,00     | 35,0 %        
Cliente 537  | Instalación 279 | 20,00   | 20,00    | 100,0 %       
Cliente 538  | Instalación 103 | 7,00    | 7,00     | 100,0 %       
Cliente 539  | Instalación 81  | 18,00   | 18,00    | 100,0 %       
Cliente 540  | Instalación 245 | 9,00    | 9,00     | 100,0 %       
Cliente 541  | Instalación 479 | 6,00    | 6,00     | 100,0 %       
Cliente 542  | Instalación 155 | 20,00   | 20,00    | 100,0 %       
Cliente 543  | Instalación 125 | 19,00   | 6,00     | 31,6 %        
Cliente 543  | Instalación 355 | 19,00   | 13,00    | 68,4 %        
Cliente 544  | Instalación 275 | 10,00   | 10,00    | 100,0 %       
Cliente 545  | Instalación 31  | 15,00   | 11,00    | 73,3 %        
Cliente 545  | Instalación 295 | 15,00   | 4,00     | 26,7 %        
Cliente 546  | Instalación 241 | 11,00   | 11,00    | 100,0 %       
Cliente 547  | Instalación 191 | 11,00   | 11,00    | 100,0 %       
Cliente 548  | Instalación 222 | 10,00   | 10,00    | 100,0 %       
Cliente 549  | Instalación 411 | 19,00   | 19,00    | 100,0 %       
Cliente 550  | Instalación 339 | 16,00   | 16,00    | 100,0 %       
Cliente 551  | Instalación 314 | 16,00   | 16,00    | 100,0 %       
Cliente 552  | Instalación 57  | 16,00   | 12,00    | 75,0 %        
Cliente 552  | Instalación 206 | 16,00   | 4,00     | 25,0 %        
Cliente 553  | Instalación 237 | 14,00   | 14,00    | 100,0 %       
Cliente 554  | Instalación 376 | 7,00    | 7,00     | 100,0 %       
Cliente 555  | Instalación 192 | 17,00   | 17,00    | 100,0 %       
Cliente 556  | Instalación 46  | 19,00   | 19,00    | 100,0 %       
Cliente 557  | Instalación 77  | 16,00   | 16,00    | 100,0 %       
Cliente 558  | Instalación 364 | 12,00   | 1,00     | 8,3 %         
Cliente 558  | Instalación 457 | 12,00   | 11,00    | 91,7 %        
Cliente 559  | Instalación 20  | 16,00   | 10,00    | 62,5 %        
Cliente 559  | Instalación 285 | 16,00   | 6,00     | 37,5 %        
Cliente 560  | Instalación 365 | 13,00   | 13,00    | 100,0 %       
Cliente 561  | Instalación 244 | 14,00   | 14,00    | 100,0 %       
Cliente 562  | Instalación 401 | 14,00   | 14,00    | 100,0 %       
Cliente 563  | Instalación 455 | 12,00   | 12,00    | 100,0 %       
Cliente 564  | Instalación 451 | 15,00   | 15,00    | 100,0 %       
Cliente 565  | Instalación 368 | 8,00    | 8,00     | 100,0 %       
Cliente 566  | Instalación 260 | 17,00   | 17,00    | 100,0 %       
Cliente 567  | Instalación 444 | 19,00   | 19,00    | 100,0 %       
Cliente 568  | Instalación 417 | 6,00    | 6,00     | 100,0 %       
Cliente 569  | Instalación 158 | 18,00   | 18,00    | 100,0 %       
Cliente 570  | Instalación 113 | 10,00   | 10,00    | 100,0 %       
Cliente 571  | Instalación 177 | 20,00   | 4,00     | 20,0 %        
Cliente 571  | Instalación 397 | 20,00   | 14,00    | 70,0 %        
Cliente 571  | Instalación 497 | 20,00   | 2,00     | 10,0 %        
Cliente 572  | Instalación 135 | 10,00   | 10,00    | 100,0 %       
Cliente 573  | Instalación 450 | 19,00   | 19,00    | 100,0 %       
Cliente 574  | Instalación 115 | 7,00    | 7,00     | 100,0 %       
Cliente 575  | Instalación 185 | 17,00   | 11,00    | 64,7 %        
Cliente 575  | Instalación 334 | 17,00   | 6,00     | 35,3 %        
Cliente 576  | Instalación 83  | 15,00   | 15,00    | 100,0 %       
Cliente 577  | Instalación 294 | 5,00    | 5,00     | 100,0 %       
Cliente 578  | Instalación 76  | 17,00   | 5,00     | 29,4 %        
Cliente 578  | Instalación 408 | 17,00   | 12,00    | 70,6 %        
Cliente 579  | Instalación 456 | 16,00   | 16,00    | 100,0 %       
Cliente 580  | Instalación 483 | 5,00    | 5,00     | 100,0 %       
Cliente 581  | Instalación 462 | 16,00   | 16,00    | 100,0 %       
Cliente 582  | Instalación 89  | 18,00   | 18,00    | 100,0 %       
Cliente 583  | Instalación 138 | 14,00   | 13,00    | 92,9 %        
Cliente 583  | Instalación 441 | 14,00   | 1,00     | 7,1 %         
Cliente 584  | Instalación 166 | 8,00    | 8,00     | 100,0 %       
Cliente 585  | Instalación 87  | 17,00   | 17,00    | 100,0 %       
Cliente 586  | Instalación 400 | 14,00   | 14,00    | 100,0 %       
Cliente 587  | Instalación 95  | 12,00   | 12,00    | 100,0 %       
Cliente 588  | Instalación 486 | 6,00    | 6,00     | 100,0 %       
Cliente 589  | Instalación 91  | 20,00   | 20,00    | 100,0 %       
Cliente 590  | Instalación 294 | 7,00    | 7,00     | 100,0 %       
Cliente 591  | Instalación 87  | 18,00   | 18,00    | 100,0 %       
Cliente 592  | Instalación 237 | 18,00   | 18,00    | 100,0 %       
Cliente 593  | Instalación 262 | 8,00    | 4,00     | 50,0 %        
Cliente 593  | Instalación 429 | 8,00    | 4,00     | 50,0 %        
Cliente 594  | Instalación 11  | 12,00   | 12,00    | 100,0 %       
Cliente 595  | Instalación 276 | 6,00    | 6,00     | 100,0 %       
Cliente 596  | Instalación 465 | 5,00    | 5,00     | 100,0 %       
Cliente 597  | Instalación 83  | 11,00   | 4,00     | 36,4 %        
Cliente 597  | Instalación 480 | 11,00   | 7,00     | 63,6 %        
Cliente 598  | Instalación 102 | 20,00   | 5,00     | 25,0 %        
Cliente 598  | Instalación 365 | 20,00   | 15,00    | 75,0 %        
Cliente 599  | Instalación 409 | 12,00   | 12,00    | 100,0 %       
Cliente 600  | Instalación 0   | 12,00   | 12,00    | 100,0 %       
Cliente 601  | Instalación 390 | 13,00   | 13,00    | 100,0 %       
Cliente 602  | Instalación 361 | 5,00    | 5,00     | 100,0 %       
Cliente 603  | Instalación 342 | 12,00   | 12,00    | 100,0 %       
Cliente 604  | Instalación 95  | 6,00    | 6,00     | 100,0 %       
Cliente 605  | Instalación 456 | 6,00    | 6,00     | 100,0 %       
Cliente 606  | Instalación 302 | 6,00    | 6,00     | 100,0 %       
Cliente 607  | Instalación 450 | 20,00   | 20,00    | 100,0 %       
Cliente 608  | Instalación 22  | 17,00   | 6,00     | 35,3 %        
Cliente 608  | Instalación 266 | 17,00   | 11,00    | 64,7 %        
Cliente 609  | Instalación 400 | 18,00   | 18,00    | 100,0 %       
Cliente 610  | Instalación 159 | 6,00    | 6,00     | 100,0 %       
Cliente 611  | Instalación 147 | 11,00   | 11,00    | 100,0 %       
Cliente 612  | Instalación 184 | 20,00   | 20,00    | 100,0 %       
Cliente 613  | Instalación 413 | 9,00    | 9,00     | 100,0 %       
Cliente 614  | Instalación 358 | 10,00   | 10,00    | 100,0 %       
Cliente 615  | Instalación 103 | 20,00   | 20,00    | 100,0 %       
Cliente 616  | Instalación 355 | 19,00   | 19,00    | 100,0 %       
Cliente 617  | Instalación 16  | 5,00    | 3,00     | 60,0 %        
Cliente 617  | Instalación 498 | 5,00    | 2,00     | 40,0 %        
Cliente 618  | Instalación 143 | 7,00    | 7,00     | 100,0 %       
Cliente 619  | Instalación 37  | 18,00   | 18,00    | 100,0 %       
Cliente 620  | Instalación 308 | 7,00    | 7,00     | 100,0 %       
Cliente 621  | Instalación 23  | 17,00   | 17,00    | 100,0 %       
Cliente 622  | Instalación 152 | 13,00   | 13,00    | 100,0 %       
Cliente 623  | Instalación 189 | 6,00    | 6,00     | 100,0 %       
Cliente 624  | Instalación 406 | 10,00   | 10,00    | 100,0 %       
Cliente 625  | Instalación 314 | 7,00    | 7,00     | 100,0 %       
Cliente 626  | Instalación 424 | 13,00   | 13,00    | 100,0 %       
Cliente 627  | Instalación 192 | 8,00    | 8,00     | 100,0 %       
Cliente 628  | Instalación 110 | 8,00    | 8,00     | 100,0 %       
Cliente 629  | Instalación 482 | 12,00   | 12,00    | 100,0 %       
Cliente 630  | Instalación 57  | 5,00    | 5,00     | 100,0 %       
Cliente 631  | Instalación 475 | 9,00    | 9,00     | 100,0 %       
Cliente 632  | Instalación 262 | 20,00   | 20,00    | 100,0 %       
Cliente 633  | Instalación 105 | 15,00   | 15,00    | 100,0 %       
Cliente 634  | Instalación 485 | 20,00   | 20,00    | 100,0 %       
Cliente 635  | Instalación 106 | 11,00   | 11,00    | 100,0 %       
Cliente 636  | Instalación 399 | 12,00   | 12,00    | 100,0 %       
Cliente 637  | Instalación 462 | 15,00   | 15,00    | 100,0 %       
Cliente 638  | Instalación 192 | 13,00   | 13,00    | 100,0 %       
Cliente 639  | Instalación 304 | 15,00   | 15,00    | 100,0 %       
Cliente 640  | Instalación 420 | 18,00   | 18,00    | 100,0 %       
Cliente 641  | Instalación 33  | 20,00   | 20,00    | 100,0 %       
Cliente 642  | Instalación 81  | 20,00   | 20,00    | 100,0 %       
Cliente 643  | Instalación 169 | 19,00   | 19,00    | 100,0 %       
Cliente 644  | Instalación 222 | 18,00   | 18,00    | 100,0 %       
Cliente 645  | Instalación 440 | 7,00    | 7,00     | 100,0 %       
Cliente 646  | Instalación 59  | 15,00   | 12,00    | 80,0 %        
Cliente 646  | Instalación 156 | 15,00   | 3,00     | 20,0 %        
Cliente 647  | Instalación 157 | 12,00   | 12,00    | 100,0 %       
Cliente 648  | Instalación 476 | 17,00   | 17,00    | 100,0 %       
Cliente 649  | Instalación 10  | 19,00   | 19,00    | 100,0 %       
Cliente 650  | Instalación 499 | 6,00    | 6,00     | 100,0 %       
Cliente 651  | Instalación 95  | 19,00   | 19,00    | 100,0 %       
Cliente 652  | Instalación 295 | 19,00   | 19,00    | 100,0 %       
Cliente 653  | Instalación 49  | 8,00    | 8,00     | 100,0 %       
Cliente 654  | Instalación 266 | 15,00   | 15,00    | 100,0 %       
Cliente 655  | Instalación 171 | 7,00    | 7,00     | 100,0 %       
Cliente 656  | Instalación 55  | 6,00    | 6,00     | 100,0 %       
Cliente 657  | Instalación 461 | 12,00   | 12,00    | 100,0 %       
Cliente 658  | Instalación 10  | 15,00   | 14,00    | 93,3 %        
Cliente 658  | Instalación 368 | 15,00   | 1,00     | 6,7 %         
Cliente 659  | Instalación 52  | 11,00   | 11,00    | 100,0 %       
Cliente 660  | Instalación 169 | 20,00   | 20,00    | 100,0 %       
Cliente 661  | Instalación 340 | 14,00   | 14,00    | 100,0 %       
Cliente 662  | Instalación 279 | 10,00   | 10,00    | 100,0 %       
Cliente 663  | Instalación 43  | 13,00   | 13,00    | 100,0 %       
Cliente 664  | Instalación 88  | 9,00    | 9,00     | 100,0 %       
Cliente 665  | Instalación 440 | 16,00   | 16,00    | 100,0 %       
Cliente 666  | Instalación 212 | 5,00    | 5,00     | 100,0 %       
Cliente 667  | Instalación 223 | 16,00   | 16,00    | 100,0 %       
Cliente 668  | Instalación 415 | 13,00   | 13,00    | 100,0 %       
Cliente 669  | Instalación 302 | 8,00    | 8,00     | 100,0 %       
Cliente 670  | Instalación 412 | 14,00   | 14,00    | 100,0 %       
