
--- TABLA 7: DESGLOSE DETALLADO DE COSTES VARIABLES DE TRANSPORTE ---
Cliente      | Instalación     | Cantidad (q) | Coste Unitario (c) | Subtotal
Cliente 356  | Instalación 232 | 18,00        | 2,00               | 36,00   
Cliente 357  | Instalación 36  | 9,00         | 4,00               | 36,00   
Cliente 358  | Instalación 194 | 7,00         | 11,00              | 77,00   
Cliente 359  | Instalación 339 | 17,00        | 1,00               | 17,00   
Cliente 360  | Instalación 12  | 12,00        | 2,00               | 24,00   
Cliente 361  | Instalación 9   | 1,00         | 6,00               | 6,00    
Cliente 361  | Instalación 88  | 12,00        | 6,00               | 72,00   
Cliente 362  | Instalación 301 | 9,00         | 11,00              | 99,00   
Cliente 363  | Instalación 50  | 13,00        | 1,00               | 13,00   
Cliente 364  | Instalación 34  | 2,00         | 4,00               | 8,00    
Cliente 364  | Instalación 211 | 17,00        | 7,00               | 119,00  
Cliente 365  | Instalación 275 | 6,00         | 4,00               | 24,00   
Cliente 366  | Instalación 152 | 16,00        | 1,00               | 16,00   
Cliente 367  | Instalación 465 | 8,00         | 9,00               | 72,00   
Cliente 368  | Instalación 260 | 9,00         | 8,00               | 72,00   
Cliente 369  | Instalación 221 | 7,00         | 6,00               | 42,00   
Cliente 370  | Instalación 468 | 8,00         | 2,00               | 16,00   
Cliente 371  | Instalación 403 | 12,00        | 0,00               | 0,00    
Cliente 372  | Instalación 182 | 8,00         | 2,00               | 16,00   
Cliente 373  | Instalación 36  | 15,00        | 5,00               | 75,00   
Cliente 374  | Instalación 479 | 8,00         | 2,00               | 16,00   
Cliente 375  | Instalación 440 | 5,00         | 6,00               | 30,00   
Cliente 376  | Instalación 491 | 11,00        | 4,00               | 44,00   
Cliente 377  | Instalación 312 | 7,00         | 7,00               | 49,00   
Cliente 378  | Instalación 304 | 14,00        | 3,00               | 42,00   
Cliente 379  | Instalación 259 | 12,00        | 2,00               | 24,00   
Cliente 380  | Instalación 189 | 7,00         | 8,00               | 56,00   
Cliente 381  | Instalación 342 | 5,00         | 4,00               | 20,00   
Cliente 382  | Instalación 131 | 6,00         | 1,00               | 6,00    
Cliente 383  | Instalación 474 | 9,00         | 3,00               | 27,00   
Cliente 384  | Instalación 18  | 1,00         | 4,00               | 4,00    
Cliente 384  | Instalación 37  | 13,00        | 6,00               | 78,00   
Cliente 385  | Instalación 360 | 7,00         | 4,00               | 28,00   
Cliente 386  | Instalación 499 | 5,00         | 5,00               | 25,00   
Cliente 387  | Instalación 42  | 14,00        | 1,00               | 14,00   
Cliente 388  | Instalación 42  | 11,00        | 5,00               | 55,00   
Cliente 389  | Instalación 157 | 15,00        | 1,00               | 15,00   
Cliente 390  | Instalación 344 | 19,00        | 3,00               | 57,00   
Cliente 391  | Instalación 343 | 15,00        | 3,00               | 45,00   
Cliente 392  | Instalación 376 | 19,00        | 1,00               | 19,00   
Cliente 393  | Instalación 311 | 8,00         | 1,00               | 8,00    
Cliente 394  | Instalación 485 | 19,00        | 4,00               | 76,00   
Cliente 395  | Instalación 486 | 20,00        | 0,00               | 0,00    
Cliente 396  | Instalación 304 | 17,00        | 3,00               | 51,00   
Cliente 397  | Instalación 42  | 8,00         | 3,00               | 24,00   
Cliente 398  | Instalación 365 | 17,00        | 5,00               | 85,00   
Cliente 399  | Instalación 287 | 7,00         | 3,00               | 21,00   
Cliente 400  | Instalación 310 | 10,00        | 8,00               | 80,00   
Cliente 401  | Instalación 278 | 11,00        | 3,00               | 33,00   
Cliente 402  | Instalación 473 | 13,00        | 5,00               | 65,00   
Cliente 403  | Instalación 116 | 20,00        | 2,00               | 40,00   
Cliente 404  | Instalación 383 | 10,00        | 1,00               | 10,00   
Cliente 405  | Instalación 107 | 14,00        | 7,00               | 98,00   
Cliente 405  | Instalación 172 | 2,00         | 4,00               | 8,00    
Cliente 406  | Instalación 223 | 15,00        | 2,00               | 30,00   
Cliente 407  | Instalación 433 | 16,00        | 3,00               | 48,00   
Cliente 408  | Instalación 59  | 14,00        | 4,00               | 56,00   
Cliente 409  | Instalación 118 | 11,00        | 3,00               | 33,00   
Cliente 410  | Instalación 204 | 15,00        | 2,00               | 30,00   
Cliente 411  | Instalación 245 | 15,00        | 2,00               | 30,00   
Cliente 412  | Instalación 167 | 16,00        | 2,00               | 32,00   
Cliente 413  | Instalación 112 | 6,00         | 4,00               | 24,00   
Cliente 414  | Instalación 361 | 16,00        | 4,00               | 64,00   
Cliente 415  | Instalación 60  | 13,00        | 6,00               | 78,00   
Cliente 415  | Instalación 226 | 6,00         | 7,00               | 42,00   
Cliente 416  | Instalación 275 | 10,00        | 2,00               | 20,00   
Cliente 417  | Instalación 363 | 10,00        | 4,00               | 40,00   
Cliente 418  | Instalación 91  | 12,00        | 2,00               | 24,00   
Cliente 419  | Instalación 20  | 12,00        | 4,00               | 48,00   
Cliente 420  | Instalación 440 | 11,00        | 3,00               | 33,00   
Cliente 421  | Instalación 444 | 5,00         | 3,00               | 15,00   
Cliente 422  | Instalación 45  | 7,00         | 1,00               | 7,00    
Cliente 422  | Instalación 157 | 2,00         | 0,00               | 0,00    
Cliente 423  | Instalación 178 | 5,00         | 4,00               | 20,00   
Cliente 424  | Instalación 87  | 9,00         | 5,00               | 45,00   
Cliente 425  | Instalación 225 | 5,00         | 3,00               | 15,00   
Cliente 426  | Instalación 415 | 3,00         | 9,00               | 27,00   
Cliente 426  | Instalación 424 | 4,00         | 10,00              | 40,00   
Cliente 426  | Instalación 473 | 4,00         | 10,00              | 40,00   
Cliente 427  | Instalación 221 | 9,00         | 4,00               | 36,00   
Cliente 428  | Instalación 363 | 14,00        | 4,00               | 56,00   
Cliente 429  | Instalación 372 | 19,00        | 4,00               | 76,00   
Cliente 430  | Instalación 312 | 20,00        | 4,00               | 80,00   
Cliente 431  | Instalación 473 | 7,00         | 3,00               | 21,00   
Cliente 432  | Instalación 64  | 8,00         | 1,00               | 8,00    
Cliente 433  | Instalación 34  | 3,00         | 9,00               | 27,00   
Cliente 433  | Instalación 255 | 3,00         | 8,00               | 24,00   
Cliente 433  | Instalación 351 | 1,00         | 4,00               | 4,00    
Cliente 434  | Instalación 172 | 9,00         | 1,00               | 9,00    
Cliente 435  | Instalación 420 | 18,00        | 2,00               | 36,00   
Cliente 436  | Instalación 314 | 12,00        | 3,00               | 36,00   
Cliente 437  | Instalación 20  | 7,00         | 4,00               | 28,00   
Cliente 438  | Instalación 302 | 9,00         | 6,00               | 54,00   
Cliente 439  | Instalación 191 | 11,00        | 5,00               | 55,00   
Cliente 440  | Instalación 254 | 10,00        | 8,00               | 80,00   
Cliente 441  | Instalación 278 | 12,00        | 4,00               | 48,00   
Cliente 441  | Instalación 312 | 7,00         | 4,00               | 28,00   
Cliente 442  | Instalación 10  | 14,00        | 2,00               | 28,00   
Cliente 443  | Instalación 115 | 10,00        | 8,00               | 80,00   
Cliente 444  | Instalación 14  | 5,00         | 2,00               | 10,00   
Cliente 444  | Instalación 103 | 15,00        | 1,00               | 15,00   
Cliente 445  | Instalación 230 | 20,00        | 1,00               | 20,00   
Cliente 446  | Instalación 112 | 6,00         | 2,00               | 12,00   
Cliente 447  | Instalación 64  | 19,00        | 4,00               | 76,00   
Cliente 448  | Instalación 181 | 12,00        | 1,00               | 12,00   
Cliente 449  | Instalación 85  | 6,00         | 1,00               | 6,00    
Cliente 450  | Instalación 427 | 19,00        | 7,00               | 133,00  
Cliente 451  | Instalación 390 | 2,00         | 8,00               | 16,00   
Cliente 451  | Instalación 452 | 17,00        | 6,00               | 102,00  
Cliente 452  | Instalación 118 | 8,00         | 8,00               | 64,00   
Cliente 452  | Instalación 444 | 11,00        | 9,00               | 99,00   
Cliente 453  | Instalación 395 | 15,00        | 2,00               | 30,00   
Cliente 454  | Instalación 486 | 8,00         | 4,00               | 32,00   
Cliente 455  | Instalación 356 | 18,00        | 7,00               | 126,00  
Cliente 456  | Instalación 484 | 18,00        | 4,00               | 72,00   
Cliente 457  | Instalación 498 | 19,00        | 4,00               | 76,00   
Cliente 458  | Instalación 424 | 19,00        | 4,00               | 76,00   
Cliente 459  | Instalación 383 | 6,00         | 5,00               | 30,00   
Cliente 460  | Instalación 361 | 14,00        | 3,00               | 42,00   
Cliente 461  | Instalación 407 | 11,00        | 4,00               | 44,00   
Cliente 462  | Instalación 267 | 11,00        | 2,00               | 22,00   
Cliente 463  | Instalación 496 | 10,00        | 12,00              | 120,00  
Cliente 464  | Instalación 490 | 11,00        | 1,00               | 11,00   
Cliente 465  | Instalación 34  | 10,00        | 3,00               | 30,00   
Cliente 466  | Instalación 194 | 15,00        | 3,00               | 45,00   
Cliente 467  | Instalación 417 | 12,00        | 6,00               | 72,00   
Cliente 468  | Instalación 292 | 15,00        | 7,00               | 105,00  
Cliente 469  | Instalación 486 | 6,00         | 2,00               | 12,00   
Cliente 470  | Instalación 117 | 17,00        | 1,00               | 17,00   
Cliente 471  | Instalación 383 | 6,00         | 6,00               | 36,00   
Cliente 472  | Instalación 83  | 6,00         | 7,00               | 42,00   
Cliente 473  | Instalación 339 | 9,00         | 2,00               | 18,00   
Cliente 474  | Instalación 276 | 5,00         | 4,00               | 20,00   
Cliente 475  | Instalación 89  | 8,00         | 4,00               | 32,00   
Cliente 476  | Instalación 42  | 3,00         | 4,00               | 12,00   
Cliente 476  | Instalación 440 | 16,00        | 3,00               | 48,00   
Cliente 477  | Instalación 452 | 17,00        | 5,00               | 85,00   
Cliente 478  | Instalación 138 | 11,00        | 2,00               | 22,00   
Cliente 478  | Instalación 464 | 4,00         | 4,00               | 16,00   
Cliente 479  | Instalación 490 | 5,00         | 4,00               | 20,00   
Cliente 480  | Instalación 116 | 15,00        | 2,00               | 30,00   
Cliente 481  | Instalación 442 | 17,00        | 4,00               | 68,00   
Cliente 482  | Instalación 47  | 2,00         | 6,00               | 12,00   
Cliente 482  | Instalación 332 | 9,00         | 4,00               | 36,00   
Cliente 483  | Instalación 15  | 2,00         | 3,00               | 6,00    
Cliente 483  | Instalación 359 | 3,00         | 5,00               | 15,00   
Cliente 483  | Instalación 360 | 15,00        | 6,00               | 90,00   
Cliente 484  | Instalación 267 | 8,00         | 1,00               | 8,00    
Cliente 485  | Instalación 266 | 5,00         | 5,00               | 25,00   
Cliente 486  | Instalación 486 | 13,00        | 4,00               | 52,00   
Cliente 487  | Instalación 20  | 18,00        | 1,00               | 18,00   
Cliente 488  | Instalación 9   | 10,00        | 9,00               | 90,00   
Cliente 489  | Instalación 493 | 19,00        | 4,00               | 76,00   
Cliente 490  | Instalación 221 | 9,00         | 1,00               | 9,00    
Cliente 491  | Instalación 137 | 7,00         | 4,00               | 28,00   
Cliente 492  | Instalación 311 | 11,00        | 1,00               | 11,00   
Cliente 493  | Instalación 296 | 6,00         | 2,00               | 12,00   
Cliente 494  | Instalación 376 | 18,00        | 2,00               | 36,00   
Cliente 495  | Instalación 457 | 17,00        | 4,00               | 68,00   
Cliente 496  | Instalación 222 | 5,00         | 4,00               | 20,00   
Cliente 496  | Instalación 496 | 5,00         | 4,00               | 20,00   
Cliente 497  | Instalación 150 | 11,00        | 9,00               | 99,00   
Cliente 497  | Instalación 181 | 2,00         | 8,00               | 16,00   
Cliente 498  | Instalación 427 | 15,00        | 5,00               | 75,00   
Cliente 499  | Instalación 245 | 9,00         | 1,00               | 9,00    
Cliente 500  | Instalación 408 | 12,00        | 2,00               | 24,00   
Cliente 501  | Instalación 213 | 7,00         | 6,00               | 42,00   
Cliente 502  | Instalación 275 | 14,00        | 1,00               | 14,00   
Cliente 503  | Instalación 314 | 7,00         | 2,00               | 14,00   
Cliente 504  | Instalación 214 | 3,00         | 6,00               | 18,00   
Cliente 504  | Instalación 245 | 9,00         | 8,00               | 72,00   
Cliente 505  | Instalación 79  | 7,00         | 1,00               | 7,00    
Cliente 506  | Instalación 10  | 3,00         | 6,00               | 18,00   
Cliente 506  | Instalación 427 | 2,00         | 5,00               | 10,00   
Cliente 506  | Instalación 436 | 3,00         | 6,00               | 18,00   
Cliente 507  | Instalación 116 | 17,00        | 3,00               | 51,00   
Cliente 508  | Instalación 150 | 13,00        | 5,00               | 65,00   
Cliente 509  | Instalación 167 | 19,00        | 4,00               | 76,00   
Cliente 510  | Instalación 49  | 2,00         | 3,00               | 6,00    
Cliente 510  | Instalación 156 | 17,00        | 4,00               | 68,00   
Cliente 511  | Instalación 465 | 14,00        | 1,00               | 14,00   
Cliente 512  | Instalación 409 | 5,00         | 3,00               | 15,00   
Cliente 513  | Instalación 292 | 8,00         | 1,00               | 8,00    
Cliente 514  | Instalación 46  | 6,00         | 6,00               | 36,00   
Cliente 514  | Instalación 226 | 6,00         | 9,00               | 54,00   
Cliente 515  | Instalación 261 | 12,00        | 3,00               | 36,00   
Cliente 516  | Instalación 69  | 13,00        | 2,00               | 26,00   
Cliente 517  | Instalación 478 | 17,00        | 2,00               | 34,00   
Cliente 518  | Instalación 335 | 13,00        | 2,00               | 26,00   
Cliente 519  | Instalación 359 | 9,00         | 1,00               | 9,00    
Cliente 520  | Instalación 64  | 10,00        | 9,00               | 90,00   
Cliente 520  | Instalación 188 | 5,00         | 3,00               | 15,00   
Cliente 521  | Instalación 266 | 20,00        | 2,00               | 40,00   
Cliente 522  | Instalación 85  | 14,00        | 3,00               | 42,00   
Cliente 523  | Instalación 278 | 2,00         | 4,00               | 8,00    
Cliente 523  | Instalación 312 | 3,00         | 3,00               | 9,00    
Cliente 523  | Instalación 480 | 14,00        | 4,00               | 56,00   
Cliente 524  | Instalación 476 | 7,00         | 2,00               | 14,00   
Cliente 525  | Instalación 425 | 6,00         | 3,00               | 18,00   
Cliente 526  | Instalación 43  | 10,00        | 3,00               | 30,00   
Cliente 526  | Instalación 232 | 4,00         | 3,00               | 12,00   
Cliente 527  | Instalación 460 | 16,00        | 6,00               | 96,00   
Cliente 528  | Instalación 429 | 15,00        | 1,00               | 15,00   
Cliente 529  | Instalación 368 | 7,00         | 1,00               | 7,00    
Cliente 530  | Instalación 110 | 5,00         | 2,00               | 10,00   
Cliente 531  | Instalación 406 | 10,00        | 2,00               | 20,00   
Cliente 532  | Instalación 109 | 3,00         | 4,00               | 12,00   
Cliente 532  | Instalación 332 | 12,00        | 1,00               | 12,00   
Cliente 533  | Instalación 302 | 14,00        | 5,00               | 70,00   
Cliente 534  | Instalación 103 | 16,00        | 3,00               | 48,00   
Cliente 535  | Instalación 383 | 9,00         | 1,00               | 9,00    
Cliente 536  | Instalación 23  | 13,00        | 4,00               | 52,00   
Cliente 536  | Instalación 490 | 7,00         | 3,00               | 21,00   
Cliente 537  | Instalación 279 | 20,00        | 1,00               | 20,00   
Cliente 538  | Instalación 103 | 7,00         | 6,00               | 42,00   
Cliente 539  | Instalación 81  | 18,00        | 3,00               | 54,00   
Cliente 540  | Instalación 245 | 9,00         | 7,00               | 63,00   
Cliente 541  | Instalación 479 | 6,00         | 3,00               | 18,00   
Cliente 542  | Instalación 155 | 20,00        | 0,00               | 0,00    
Cliente 543  | Instalación 125 | 6,00         | 6,00               | 36,00   
Cliente 543  | Instalación 355 | 13,00        | 3,00               | 39,00   
Cliente 544  | Instalación 275 | 10,00        | 6,00               | 60,00   
Cliente 545  | Instalación 31  | 11,00        | 7,00               | 77,00   
Cliente 545  | Instalación 295 | 4,00         | 8,00               | 32,00   
Cliente 546  | Instalación 241 | 11,00        | 5,00               | 55,00   
Cliente 547  | Instalación 191 | 11,00        | 8,00               | 88,00   
Cliente 548  | Instalación 222 | 10,00        | 3,00               | 30,00   
Cliente 549  | Instalación 411 | 19,00        | 7,00               | 133,00  
Cliente 550  | Instalación 339 | 16,00        | 6,00               | 96,00   
Cliente 551  | Instalación 314 | 16,00        | 3,00               | 48,00   
Cliente 552  | Instalación 57  | 12,00        | 12,00              | 144,00  
Cliente 552  | Instalación 206 | 4,00         | 6,00               | 24,00   
Cliente 553  | Instalación 237 | 14,00        | 3,00               | 42,00   
Cliente 554  | Instalación 376 | 7,00         | 4,00               | 28,00   
Cliente 555  | Instalación 192 | 17,00        | 3,00               | 51,00   
Cliente 556  | Instalación 46  | 19,00        | 1,00               | 19,00   
Cliente 557  | Instalación 77  | 16,00        | 4,00               | 64,00   
Cliente 558  | Instalación 364 | 1,00         | 6,00               | 6,00    
Cliente 558  | Instalación 457 | 11,00        | 6,00               | 66,00   
Cliente 559  | Instalación 20  | 10,00        | 1,00               | 10,00   
Cliente 559  | Instalación 285 | 6,00         | 3,00               | 18,00   
Cliente 560  | Instalación 365 | 13,00        | 1,00               | 13,00   
Cliente 561  | Instalación 244 | 14,00        | 1,00               | 14,00   
Cliente 562  | Instalación 401 | 14,00        | 3,00               | 42,00   
Cliente 563  | Instalación 455 | 12,00        | 10,00              | 120,00  
Cliente 564  | Instalación 451 | 15,00        | 7,00               | 105,00  
Cliente 565  | Instalación 368 | 8,00         | 0,00               | 0,00    
Cliente 566  | Instalación 260 | 17,00        | 8,00               | 136,00  
Cliente 567  | Instalación 444 | 19,00        | 1,00               | 19,00   
Cliente 568  | Instalación 417 | 6,00         | 5,00               | 30,00   
Cliente 569  | Instalación 158 | 18,00        | 4,00               | 72,00   
Cliente 570  | Instalación 113 | 10,00        | 4,00               | 40,00   
Cliente 571  | Instalación 177 | 4,00         | 6,00               | 24,00   
Cliente 571  | Instalación 397 | 14,00        | 4,00               | 56,00   
Cliente 571  | Instalación 497 | 2,00         | 6,00               | 12,00   
Cliente 572  | Instalación 135 | 10,00        | 7,00               | 70,00   
Cliente 573  | Instalación 450 | 19,00        | 4,00               | 76,00   
Cliente 574  | Instalación 115 | 7,00         | 3,00               | 21,00   
Cliente 575  | Instalación 185 | 11,00        | 6,00               | 66,00   
Cliente 575  | Instalación 334 | 6,00         | 4,00               | 24,00   
Cliente 576  | Instalación 83  | 15,00        | 3,00               | 45,00   
Cliente 577  | Instalación 294 | 5,00         | 1,00               | 5,00    
Cliente 578  | Instalación 76  | 5,00         | 3,00               | 15,00   
Cliente 578  | Instalación 408 | 12,00        | 4,00               | 48,00   
Cliente 579  | Instalación 456 | 16,00        | 1,00               | 16,00   
Cliente 580  | Instalación 483 | 5,00         | 4,00               | 20,00   
Cliente 581  | Instalación 462 | 16,00        | 3,00               | 48,00   
Cliente 582  | Instalación 89  | 18,00        | 5,00               | 90,00   
Cliente 583  | Instalación 138 | 13,00        | 5,00               | 65,00   
Cliente 583  | Instalación 441 | 1,00         | 2,00               | 2,00    
Cliente 584  | Instalación 166 | 8,00         | 0,00               | 0,00    
Cliente 585  | Instalación 87  | 17,00        | 2,00               | 34,00   
Cliente 586  | Instalación 400 | 14,00        | 2,00               | 28,00   
Cliente 587  | Instalación 95  | 12,00        | 2,00               | 24,00   
Cliente 588  | Instalación 486 | 6,00         | 5,00               | 30,00   
Cliente 589  | Instalación 91  | 20,00        | 4,00               | 80,00   
Cliente 590  | Instalación 294 | 7,00         | 5,00               | 35,00   
Cliente 591  | Instalación 87  | 18,00        | 5,00               | 90,00   
Cliente 592  | Instalación 237 | 18,00        | 3,00               | 54,00   
Cliente 593  | Instalación 262 | 4,00         | 2,00               | 8,00    
Cliente 593  | Instalación 429 | 4,00         | 2,00               | 8,00    
Cliente 594  | Instalación 11  | 12,00        | 2,00               | 24,00   
Cliente 595  | Instalación 276 | 6,00         | 4,00               | 24,00   
Cliente 596  | Instalación 465 | 5,00         | 6,00               | 30,00   
Cliente 597  | Instalación 83  | 4,00         | 4,00               | 16,00   
Cliente 597  | Instalación 480 | 7,00         | 4,00               | 28,00   
Cliente 598  | Instalación 102 | 5,00         | 6,00               | 30,00   
Cliente 598  | Instalación 365 | 15,00        | 6,00               | 90,00   
Cliente 599  | Instalación 409 | 12,00        | 2,00               | 24,00   
Cliente 600  | Instalación 0   | 12,00        | 5,00               | 60,00   
Cliente 601  | Instalación 390 | 13,00        | 2,00               | 26,00   
Cliente 602  | Instalación 361 | 5,00         | 3,00               | 15,00   
Cliente 603  | Instalación 342 | 12,00        | 1,00               | 12,00   
Cliente 604  | Instalación 95  | 6,00         | 4,00               | 24,00   
Cliente 605  | Instalación 456 | 6,00         | 1,00               | 6,00    
Cliente 606  | Instalación 302 | 6,00         | 6,00               | 36,00   
Cliente 607  | Instalación 450 | 20,00        | 4,00               | 80,00   
Cliente 608  | Instalación 22  | 6,00         | 4,00               | 24,00   
Cliente 608  | Instalación 266 | 11,00        | 8,00               | 88,00   
Cliente 609  | Instalación 400 | 18,00        | 4,00               | 72,00   
Cliente 610  | Instalación 159 | 6,00         | 4,00               | 24,00   
Cliente 611  | Instalación 147 | 11,00        | 2,00               | 22,00   
Cliente 612  | Instalación 184 | 20,00        | 2,00               | 40,00   
Cliente 613  | Instalación 413 | 9,00         | 1,00               | 9,00    
Cliente 614  | Instalación 358 | 10,00        | 0,00               | 0,00    
Cliente 615  | Instalación 103 | 20,00        | 2,00               | 40,00   
Cliente 616  | Instalación 355 | 19,00        | 4,00               | 76,00   
Cliente 617  | Instalación 16  | 3,00         | 4,00               | 12,00   
Cliente 617  | Instalación 498 | 2,00         | 1,00               | 2,00    
Cliente 618  | Instalación 143 | 7,00         | 2,00               | 14,00   
Cliente 619  | Instalación 37  | 18,00        | 5,00               | 90,00   
Cliente 620  | Instalación 308 | 7,00         | 3,00               | 21,00   
Cliente 621  | Instalación 23  | 17,00        | 5,00               | 85,00   
Cliente 622  | Instalación 152 | 13,00        | 1,00               | 13,00   
Cliente 623  | Instalación 189 | 6,00         | 4,00               | 24,00   
Cliente 624  | Instalación 406 | 10,00        | 2,00               | 20,00   
Cliente 625  | Instalación 314 | 7,00         | 0,00               | 0,00    
Cliente 626  | Instalación 424 | 13,00        | 5,00               | 65,00   
Cliente 627  | Instalación 192 | 8,00         | 3,00               | 24,00   
Cliente 628  | Instalación 110 | 8,00         | 6,00               | 48,00   
Cliente 629  | Instalación 482 | 12,00        | 4,00               | 48,00   
Cliente 630  | Instalación 57  | 5,00         | 4,00               | 20,00   
Cliente 631  | Instalación 475 | 9,00         | 3,00               | 27,00   
Cliente 632  | Instalación 262 | 20,00        | 2,00               | 40,00   
Cliente 633  | Instalación 105 | 15,00        | 2,00               | 30,00   
Cliente 634  | Instalación 485 | 20,00        | 4,00               | 80,00   
Cliente 635  | Instalación 106 | 11,00        | 4,00               | 44,00   
Cliente 636  | Instalación 399 | 12,00        | 4,00               | 48,00   
Cliente 637  | Instalación 462 | 15,00        | 1,00               | 15,00   
Cliente 638  | Instalación 192 | 13,00        | 1,00               | 13,00   
Cliente 639  | Instalación 304 | 15,00        | 3,00               | 45,00   
Cliente 640  | Instalación 420 | 18,00        | 2,00               | 36,00   
Cliente 641  | Instalación 33  | 20,00        | 2,00               | 40,00   
Cliente 642  | Instalación 81  | 20,00        | 5,00               | 100,00  
Cliente 643  | Instalación 169 | 19,00        | 1,00               | 19,00   
Cliente 644  | Instalación 222 | 18,00        | 8,00               | 144,00  
Cliente 645  | Instalación 440 | 7,00         | 4,00               | 28,00   
Cliente 646  | Instalación 59  | 12,00        | 1,00               | 12,00   
Cliente 646  | Instalación 156 | 3,00         | 4,00               | 12,00   
Cliente 647  | Instalación 157 | 12,00        | 6,00               | 72,00   
Cliente 648  | Instalación 476 | 17,00        | 3,00               | 51,00   
Cliente 649  | Instalación 10  | 19,00        | 0,00               | 0,00    
Cliente 650  | Instalación 499 | 6,00         | 1,00               | 6,00    
Cliente 651  | Instalación 95  | 19,00        | 6,00               | 114,00  
Cliente 652  | Instalación 295 | 19,00        | 1,00               | 19,00   
Cliente 653  | Instalación 49  | 8,00         | 4,00               | 32,00   
Cliente 654  | Instalación 266 | 15,00        | 4,00               | 60,00   
Cliente 655  | Instalación 171 | 7,00         | 4,00               | 28,00   
Cliente 656  | Instalación 55  | 6,00         | 3,00               | 18,00   
Cliente 657  | Instalación 461 | 12,00        | 3,00               | 36,00   
Cliente 658  | Instalación 10  | 14,00        | 5,00               | 70,00   
Cliente 658  | Instalación 368 | 1,00         | 4,00               | 4,00    
Cliente 659  | Instalación 52  | 11,00        | 1,00               | 11,00   
Cliente 660  | Instalación 169 | 20,00        | 4,00               | 80,00   
Cliente 661  | Instalación 340 | 14,00        | 6,00               | 84,00   
Cliente 662  | Instalación 279 | 10,00        | 1,00               | 10,00   
Cliente 663  | Instalación 43  | 13,00        | 1,00               | 13,00   
Cliente 664  | Instalación 88  | 9,00         | 3,00               | 27,00   
Cliente 665  | Instalación 440 | 16,00        | 2,00               | 32,00   
Cliente 666  | Instalación 212 | 5,00         | 7,00               | 35,00   
Cliente 667  | Instalación 223 | 16,00        | 3,00               | 48,00   
Cliente 668  | Instalación 415 | 13,00        | 3,00               | 39,00   
Cliente 669  | Instalación 302 | 8,00         | 3,00               | 24,00   
Cliente 670  | Instalación 412 | 14,00        | 3,00               | 42,00   
Cliente 671  | Instalación 255 | 9,00         | 5,00               | 45,00   
Cliente 671  | Instalación 409 | 4,00         | 10,00              | 40,00   
Cliente 672  | Instalación 368 | 16,00        | 3,00               | 48,00   
Cliente 673  | Instalación 480 | 6,00         | 2,00               | 12,00   
Cliente 674  | Instalación 143 | 13,00        | 5,00               | 65,00   
Cliente 674  | Instalación 368 | 1,00         | 2,00               | 2,00    
Cliente 675  | Instalación 159 | 9,00         | 8,00               | 72,00   
Cliente 676  | Instalación 390 | 8,00         | 1,00               | 8,00    
Cliente 677  | Instalación 156 | 10,00        | 5,00               | 50,00   
Cliente 678  | Instalación 105 | 15,00        | 2,00               | 30,00   
Cliente 679  | Instalación 69  | 12,00        | 3,00               | 36,00   
Cliente 680  | Instalación 223 | 17,00        | 3,00               | 51,00   
Cliente 681  | Instalación 478 | 14,00        | 2,00               | 28,00   
Cliente 682  | Instalación 23  | 10,00        | 6,00               | 60,00   
Cliente 682  | Instalación 106 | 4,00         | 1,00               | 4,00    
Cliente 683  | Instalación 383 | 8,00         | 2,00               | 16,00   
Cliente 684  | Instalación 11  | 6,00         | 4,00               | 24,00   
Cliente 685  | Instalación 279 | 16,00        | 3,00               | 48,00   
Cliente 686  | Instalación 171 | 9,00         | 8,00               | 72,00   
Cliente 686  | Instalación 452 | 6,00         | 6,00               | 36,00   
Cliente 687  | Instalación 223 | 17,00        | 3,00               | 51,00   
Cliente 688  | Instalación 369 | 19,00        | 4,00               | 76,00   
Cliente 689  | Instalación 55  | 7,00         | 1,00               | 7,00    
Cliente 690  | Instalación 66  | 5,00         | 4,00               | 20,00   
Cliente 691  | Instalación 361 | 9,00         | 3,00               | 27,00   
Cliente 692  | Instalación 278 | 10,00        | 1,00               | 10,00   
Cliente 693  | Instalación 8   | 17,00        | 4,00               | 68,00   
Cliente 694  | Instalación 394 | 6,00         | 1,00               | 6,00    
Cliente 695  | Instalación 244 | 14,00        | 2,00               | 28,00   
Cliente 696  | Instalación 338 | 14,00        | 1,00               | 14,00   
Cliente 697  | Instalación 444 | 15,00        | 4,00               | 60,00   
Cliente 698  | Instalación 217 | 18,00        | 3,00               | 54,00   
Cliente 699  | Instalación 292 | 9,00         | 2,00               | 18,00   
Cliente 700  | Instalación 292 | 8,00         | 8,00               | 64,00   
Cliente 701  | Instalación 474 | 8,00         | 4,00               | 32,00   
Cliente 702  | Instalación 189 | 20,00        | 4,00               | 80,00   
Cliente 703  | Instalación 34  | 10,00        | 3,00               | 30,00   
Cliente 704  | Instalación 482 | 5,00         | 1,00               | 5,00    
Cliente 705  | Instalación 185 | 7,00         | 7,00               | 49,00   
Cliente 706  | Instalación 148 | 16,00        | 9,00               | 144,00  
Cliente 707  | Instalación 280 | 12,00        | 3,00               | 36,00   
Cliente 708  | Instalación 148 | 16,00        | 7,00               | 112,00  
Cliente 709  | Instalación 143 | 16,00        | 5,00               | 80,00   
Cliente 709  | Instalación 184 | 3,00         | 3,00               | 9,00    
Cliente 709  | Instalación 244 | 1,00         | 4,00               | 4,00    
