
--- TABLA 7: DESGLOSE DETALLADO DE COSTES VARIABLES DE TRANSPORTE ---
Cliente     | Instalación     | Cantidad (q) | Coste Unitario (c) | Subtotal
Cliente 381 | Instalación 144 | 6,00         | 1,00               | 6,00    
Cliente 382 | Instalación 155 | 16,00        | 2,00               | 32,00   
Cliente 383 | Instalación 101 | 12,00        | 4,00               | 48,00   
Cliente 384 | Instalación 287 | 6,00         | 1,00               | 6,00    
Cliente 385 | Instalación 264 | 6,00         | 5,00               | 30,00   
Cliente 386 | Instalación 160 | 17,00        | 2,00               | 34,00   
Cliente 387 | Instalación 259 | 18,00        | 5,00               | 90,00   
Cliente 388 | Instalación 238 | 20,00        | 5,00               | 100,00  
Cliente 389 | Instalación 252 | 17,00        | 1,00               | 17,00   
Cliente 390 | Instalación 156 | 20,00        | 4,00               | 80,00   
Cliente 391 | Instalación 137 | 19,00        | 3,00               | 57,00   
Cliente 392 | Instalación 137 | 6,00         | 1,00               | 6,00    
Cliente 393 | Instalación 85  | 8,00         | 2,00               | 16,00   
Cliente 394 | Instalación 162 | 9,00         | 6,00               | 54,00   
Cliente 395 | Instalación 46  | 13,00        | 3,00               | 39,00   
Cliente 396 | Instalación 128 | 14,00        | 2,00               | 28,00   
Cliente 397 | Instalación 56  | 6,00         | 8,00               | 48,00   
Cliente 398 | Instalación 241 | 6,00         | 13,00              | 78,00   
Cliente 399 | Instalación 243 | 7,00         | 4,00               | 28,00   
Cliente 400 | Instalación 160 | 17,00        | 3,00               | 51,00   
Cliente 401 | Instalación 135 | 1,00         | 9,00               | 9,00    
Cliente 401 | Instalación 151 | 17,00        | 4,00               | 68,00   
Cliente 402 | Instalación 144 | 3,00         | 4,00               | 12,00   
Cliente 402 | Instalación 197 | 14,00        | 4,00               | 56,00   
Cliente 403 | Instalación 226 | 17,00        | 7,00               | 119,00  
Cliente 404 | Instalación 235 | 5,00         | 10,00              | 50,00   
Cliente 405 | Instalación 266 | 10,00        | 3,00               | 30,00   
Cliente 406 | Instalación 287 | 13,00        | 2,00               | 26,00   
Cliente 407 | Instalación 83  | 10,00        | 2,00               | 20,00   
Cliente 408 | Instalación 192 | 6,00         | 2,00               | 12,00   
Cliente 409 | Instalación 248 | 11,00        | 3,00               | 33,00   
Cliente 410 | Instalación 6   | 10,00        | 9,00               | 90,00   
Cliente 411 | Instalación 146 | 5,00         | 6,00               | 30,00   
Cliente 411 | Instalación 193 | 1,00         | 5,00               | 5,00    
Cliente 412 | Instalación 285 | 10,00        | 3,00               | 30,00   
Cliente 413 | Instalación 169 | 9,00         | 2,00               | 18,00   
Cliente 414 | Instalación 190 | 6,00         | 4,00               | 24,00   
Cliente 415 | Instalación 147 | 6,00         | 8,00               | 48,00   
Cliente 416 | Instalación 28  | 16,00        | 6,00               | 96,00   
Cliente 417 | Instalación 245 | 19,00        | 5,00               | 95,00   
Cliente 418 | Instalación 284 | 11,00        | 9,00               | 99,00   
Cliente 419 | Instalación 252 | 13,00        | 2,00               | 26,00   
Cliente 420 | Instalación 242 | 12,00        | 4,00               | 48,00   
Cliente 421 | Instalación 60  | 16,00        | 4,00               | 64,00   
Cliente 421 | Instalación 266 | 4,00         | 5,00               | 20,00   
Cliente 422 | Instalación 180 | 6,00         | 3,00               | 18,00   
Cliente 423 | Instalación 51  | 2,00         | 13,00              | 26,00   
Cliente 423 | Instalación 175 | 12,00        | 4,00               | 48,00   
Cliente 424 | Instalación 204 | 17,00        | 0,00               | 0,00    
Cliente 425 | Instalación 160 | 8,00         | 2,00               | 16,00   
Cliente 426 | Instalación 146 | 11,00        | 2,00               | 22,00   
Cliente 427 | Instalación 35  | 17,00        | 3,00               | 51,00   
Cliente 427 | Instalación 196 | 3,00         | 3,00               | 9,00    
Cliente 428 | Instalación 235 | 9,00         | 4,00               | 36,00   
Cliente 429 | Instalación 276 | 20,00        | 5,00               | 100,00  
Cliente 430 | Instalación 86  | 6,00         | 4,00               | 24,00   
Cliente 431 | Instalación 43  | 14,00        | 6,00               | 84,00   
Cliente 431 | Instalación 121 | 6,00         | 9,00               | 54,00   
Cliente 432 | Instalación 57  | 7,00         | 3,00               | 21,00   
Cliente 433 | Instalación 146 | 9,00         | 4,00               | 36,00   
Cliente 434 | Instalación 158 | 20,00        | 7,00               | 140,00  
Cliente 435 | Instalación 115 | 15,00        | 1,00               | 15,00   
Cliente 436 | Instalación 259 | 14,00        | 5,00               | 70,00   
Cliente 437 | Instalación 38  | 7,00         | 2,00               | 14,00   
Cliente 438 | Instalación 203 | 5,00         | 4,00               | 20,00   
Cliente 439 | Instalación 132 | 20,00        | 6,00               | 120,00  
Cliente 440 | Instalación 277 | 6,00         | 6,00               | 36,00   
Cliente 441 | Instalación 65  | 17,00        | 4,00               | 68,00   
Cliente 442 | Instalación 88  | 6,00         | 7,00               | 42,00   
Cliente 443 | Instalación 264 | 6,00         | 6,00               | 36,00   
Cliente 444 | Instalación 0   | 14,00        | 7,00               | 98,00   
Cliente 445 | Instalación 248 | 9,00         | 1,00               | 9,00    
Cliente 446 | Instalación 186 | 10,00        | 5,00               | 50,00   
Cliente 447 | Instalación 150 | 6,00         | 6,00               | 36,00   
Cliente 448 | Instalación 154 | 12,00        | 6,00               | 72,00   
Cliente 449 | Instalación 36  | 20,00        | 8,00               | 160,00  
Cliente 450 | Instalación 261 | 13,00        | 10,00              | 130,00  
Cliente 451 | Instalación 142 | 20,00        | 4,00               | 80,00   
Cliente 452 | Instalación 78  | 20,00        | 3,00               | 60,00   
Cliente 453 | Instalación 188 | 15,00        | 1,00               | 15,00   
Cliente 454 | Instalación 284 | 12,00        | 6,00               | 72,00   
Cliente 455 | Instalación 156 | 12,00        | 7,00               | 84,00   
Cliente 456 | Instalación 31  | 19,00        | 1,00               | 19,00   
Cliente 457 | Instalación 61  | 10,00        | 5,00               | 50,00   
Cliente 458 | Instalación 248 | 9,00         | 10,00              | 90,00   
Cliente 459 | Instalación 142 | 7,00         | 6,00               | 42,00   
Cliente 460 | Instalación 180 | 20,00        | 5,00               | 100,00  
Cliente 461 | Instalación 292 | 6,00         | 5,00               | 30,00   
Cliente 462 | Instalación 224 | 17,00        | 4,00               | 68,00   
Cliente 463 | Instalación 249 | 14,00        | 6,00               | 84,00   
Cliente 464 | Instalación 262 | 11,00        | 9,00               | 99,00   
Cliente 465 | Instalación 285 | 20,00        | 6,00               | 120,00  
Cliente 466 | Instalación 140 | 17,00        | 12,00              | 204,00  
Cliente 467 | Instalación 172 | 14,00        | 4,00               | 56,00   
Cliente 468 | Instalación 268 | 17,00        | 7,00               | 119,00  
Cliente 469 | Instalación 231 | 18,00        | 3,00               | 54,00   
Cliente 470 | Instalación 130 | 5,00         | 6,00               | 30,00   
Cliente 471 | Instalación 43  | 6,00         | 1,00               | 6,00    
Cliente 472 | Instalación 31  | 12,00        | 5,00               | 60,00   
Cliente 473 | Instalación 135 | 20,00        | 1,00               | 20,00   
Cliente 474 | Instalación 81  | 6,00         | 6,00               | 36,00   
Cliente 475 | Instalación 204 | 15,00        | 8,00               | 120,00  
Cliente 476 | Instalación 85  | 6,00         | 2,00               | 12,00   
Cliente 477 | Instalación 135 | 6,00         | 7,00               | 42,00   
Cliente 478 | Instalación 207 | 7,00         | 3,00               | 21,00   
Cliente 479 | Instalación 129 | 18,00        | 6,00               | 108,00  
Cliente 480 | Instalación 281 | 8,00         | 2,00               | 16,00   
Cliente 481 | Instalación 235 | 15,00        | 3,00               | 45,00   
Cliente 482 | Instalación 148 | 16,00        | 6,00               | 96,00   
Cliente 483 | Instalación 72  | 18,00        | 7,00               | 126,00  
Cliente 484 | Instalación 128 | 17,00        | 3,00               | 51,00   
Cliente 484 | Instalación 136 | 3,00         | 3,00               | 9,00    
Cliente 485 | Instalación 101 | 14,00        | 4,00               | 56,00   
Cliente 486 | Instalación 284 | 14,00        | 4,00               | 56,00   
Cliente 487 | Instalación 148 | 11,00        | 5,00               | 55,00   
Cliente 488 | Instalación 137 | 11,00        | 1,00               | 11,00   
Cliente 489 | Instalación 151 | 13,00        | 3,00               | 39,00   
Cliente 490 | Instalación 248 | 7,00         | 2,00               | 14,00   
Cliente 491 | Instalación 45  | 8,00         | 11,00              | 88,00   
Cliente 491 | Instalación 203 | 10,00        | 7,00               | 70,00   
Cliente 492 | Instalación 73  | 19,00        | 1,00               | 19,00   
Cliente 493 | Instalación 118 | 12,00        | 4,00               | 48,00   
Cliente 494 | Instalación 41  | 17,00        | 4,00               | 68,00   
Cliente 495 | Instalación 195 | 11,00        | 3,00               | 33,00   
Cliente 496 | Instalación 181 | 13,00        | 3,00               | 39,00   
Cliente 497 | Instalación 78  | 10,00        | 3,00               | 30,00   
Cliente 498 | Instalación 203 | 11,00        | 10,00              | 110,00  
Cliente 499 | Instalación 101 | 11,00        | 1,00               | 11,00   
Cliente 499 | Instalación 281 | 6,00         | 4,00               | 24,00   
Cliente 500 | Instalación 204 | 8,00         | 0,00               | 0,00    
Cliente 501 | Instalación 39  | 11,00        | 7,00               | 77,00   
Cliente 502 | Instalación 143 | 7,00         | 4,00               | 28,00   
Cliente 503 | Instalación 132 | 8,00         | 2,00               | 16,00   
Cliente 504 | Instalación 149 | 11,00        | 3,00               | 33,00   
Cliente 505 | Instalación 256 | 9,00         | 0,00               | 0,00    
Cliente 506 | Instalación 130 | 15,00        | 5,00               | 75,00   
Cliente 507 | Instalación 252 | 16,00        | 6,00               | 96,00   
Cliente 508 | Instalación 130 | 12,00        | 6,00               | 72,00   
Cliente 509 | Instalación 158 | 16,00        | 1,00               | 16,00   
Cliente 510 | Instalación 284 | 7,00         | 4,00               | 28,00   
Cliente 511 | Instalación 110 | 16,00        | 4,00               | 64,00   
Cliente 512 | Instalación 82  | 19,00        | 5,00               | 95,00   
Cliente 513 | Instalación 15  | 8,00         | 1,00               | 8,00    
Cliente 514 | Instalación 140 | 20,00        | 2,00               | 40,00   
Cliente 515 | Instalación 51  | 5,00         | 2,00               | 10,00   
Cliente 516 | Instalación 175 | 13,00        | 3,00               | 39,00   
Cliente 516 | Instalación 218 | 3,00         | 3,00               | 9,00    
Cliente 517 | Instalación 277 | 8,00         | 2,00               | 16,00   
Cliente 518 | Instalación 226 | 20,00        | 3,00               | 60,00   
Cliente 519 | Instalación 13  | 18,00        | 5,00               | 90,00   
Cliente 520 | Instalación 85  | 14,00        | 1,00               | 14,00   
Cliente 521 | Instalación 170 | 6,00         | 1,00               | 6,00    
Cliente 522 | Instalación 31  | 20,00        | 4,00               | 80,00   
Cliente 523 | Instalación 51  | 7,00         | 8,00               | 56,00   
Cliente 524 | Instalación 25  | 19,00        | 3,00               | 57,00   
Cliente 525 | Instalación 235 | 6,00         | 9,00               | 54,00   
Cliente 526 | Instalación 226 | 11,00        | 4,00               | 44,00   
Cliente 527 | Instalación 198 | 13,00        | 1,00               | 13,00   
Cliente 528 | Instalación 59  | 18,00        | 2,00               | 36,00   
Cliente 529 | Instalación 224 | 6,00         | 3,00               | 18,00   
Cliente 530 | Instalación 60  | 6,00         | 4,00               | 24,00   
Cliente 531 | Instalación 219 | 12,00        | 4,00               | 48,00   
Cliente 532 | Instalación 82  | 12,00        | 4,00               | 48,00   
Cliente 533 | Instalación 182 | 17,00        | 11,00              | 187,00  
Cliente 534 | Instalación 246 | 11,00        | 1,00               | 11,00   
Cliente 535 | Instalación 175 | 13,00        | 2,00               | 26,00   
Cliente 536 | Instalación 15  | 7,00         | 3,00               | 21,00   
Cliente 537 | Instalación 85  | 15,00        | 6,00               | 90,00   
Cliente 538 | Instalación 268 | 16,00        | 8,00               | 128,00  
Cliente 539 | Instalación 9   | 8,00         | 9,00               | 72,00   
Cliente 539 | Instalación 13  | 12,00        | 9,00               | 108,00  
Cliente 540 | Instalación 76  | 15,00        | 7,00               | 105,00  
Cliente 540 | Instalación 273 | 1,00         | 2,00               | 2,00    
Cliente 541 | Instalación 19  | 16,00        | 3,00               | 48,00   
Cliente 542 | Instalación 148 | 5,00         | 1,00               | 5,00    
Cliente 543 | Instalación 100 | 17,00        | 8,00               | 136,00  
Cliente 544 | Instalación 19  | 12,00        | 3,00               | 36,00   
Cliente 545 | Instalación 51  | 11,00        | 8,00               | 88,00   
Cliente 546 | Instalación 146 | 12,00        | 4,00               | 48,00   
Cliente 547 | Instalación 114 | 5,00         | 6,00               | 30,00   
Cliente 547 | Instalación 156 | 3,00         | 5,00               | 15,00   
Cliente 548 | Instalación 15  | 10,00        | 9,00               | 90,00   
Cliente 549 | Instalación 287 | 7,00         | 4,00               | 28,00   
Cliente 550 | Instalación 286 | 9,00         | 4,00               | 36,00   
Cliente 551 | Instalación 182 | 9,00         | 6,00               | 54,00   
Cliente 552 | Instalación 28  | 7,00         | 3,00               | 21,00   
Cliente 553 | Instalación 41  | 10,00        | 1,00               | 10,00   
Cliente 554 | Instalación 196 | 7,00         | 5,00               | 35,00   
Cliente 554 | Instalación 252 | 8,00         | 7,00               | 56,00   
Cliente 555 | Instalación 39  | 20,00        | 2,00               | 40,00   
Cliente 556 | Instalación 292 | 12,00        | 6,00               | 72,00   
Cliente 557 | Instalación 0   | 11,00        | 10,00              | 110,00  
Cliente 557 | Instalación 299 | 3,00         | 6,00               | 18,00   
Cliente 558 | Instalación 36  | 7,00         | 7,00               | 49,00   
Cliente 559 | Instalación 72  | 20,00        | 6,00               | 120,00  
Cliente 560 | Instalación 181 | 14,00        | 7,00               | 98,00   
Cliente 561 | Instalación 36  | 13,00        | 2,00               | 26,00   
Cliente 562 | Instalación 210 | 8,00         | 1,00               | 8,00    
Cliente 563 | Instalación 78  | 17,00        | 2,00               | 34,00   
Cliente 564 | Instalación 152 | 17,00        | 1,00               | 17,00   
Cliente 565 | Instalación 86  | 13,00        | 1,00               | 13,00   
Cliente 566 | Instalación 140 | 7,00         | 5,00               | 35,00   
Cliente 567 | Instalación 219 | 18,00        | 7,00               | 126,00  
Cliente 568 | Instalación 137 | 6,00         | 6,00               | 36,00   
Cliente 568 | Instalación 254 | 2,00         | 6,00               | 12,00   
Cliente 569 | Instalación 51  | 6,00         | 9,00               | 54,00   
Cliente 570 | Instalación 162 | 14,00        | 4,00               | 56,00   
Cliente 571 | Instalación 53  | 14,00        | 2,00               | 28,00   
Cliente 572 | Instalación 277 | 5,00         | 2,00               | 10,00   
Cliente 573 | Instalación 173 | 10,00        | 9,00               | 90,00   
Cliente 574 | Instalación 259 | 16,00        | 5,00               | 80,00   
Cliente 575 | Instalación 152 | 15,00        | 8,00               | 120,00  
Cliente 576 | Instalación 57  | 15,00        | 3,00               | 45,00   
Cliente 577 | Instalación 297 | 16,00        | 5,00               | 80,00   
Cliente 578 | Instalación 225 | 10,00        | 3,00               | 30,00   
Cliente 579 | Instalación 107 | 5,00         | 1,00               | 5,00    
Cliente 580 | Instalación 19  | 9,00         | 6,00               | 54,00   
Cliente 581 | Instalación 172 | 12,00        | 8,00               | 96,00   
Cliente 582 | Instalación 242 | 11,00        | 1,00               | 11,00   
Cliente 583 | Instalación 92  | 11,00        | 4,00               | 44,00   
Cliente 584 | Instalación 136 | 20,00        | 2,00               | 40,00   
Cliente 585 | Instalación 53  | 6,00         | 6,00               | 36,00   
Cliente 586 | Instalación 45  | 11,00        | 6,00               | 66,00   
Cliente 587 | Instalación 9   | 13,00        | 7,00               | 91,00   
Cliente 588 | Instalación 272 | 12,00        | 6,00               | 72,00   
Cliente 589 | Instalación 169 | 5,00         | 5,00               | 25,00   
Cliente 590 | Instalación 147 | 5,00         | 4,00               | 20,00   
Cliente 591 | Instalación 191 | 19,00        | 1,00               | 19,00   
Cliente 592 | Instalación 222 | 8,00         | 5,00               | 40,00   
Cliente 593 | Instalación 243 | 7,00         | 4,00               | 28,00   
Cliente 594 | Instalación 154 | 19,00        | 13,00              | 247,00  
Cliente 595 | Instalación 268 | 13,00        | 8,00               | 104,00  
Cliente 596 | Instalación 15  | 17,00        | 1,00               | 17,00   
Cliente 597 | Instalación 69  | 14,00        | 3,00               | 42,00   
Cliente 598 | Instalación 256 | 5,00         | 8,00               | 40,00   
Cliente 599 | Instalación 40  | 7,00         | 6,00               | 42,00   
Cliente 600 | Instalación 235 | 9,00         | 4,00               | 36,00   
Cliente 601 | Instalación 147 | 8,00         | 7,00               | 56,00   
Cliente 602 | Instalación 232 | 18,00        | 5,00               | 90,00   
Cliente 603 | Instalación 103 | 8,00         | 4,00               | 32,00   
Cliente 603 | Instalación 140 | 3,00         | 7,00               | 21,00   
Cliente 604 | Instalación 173 | 5,00         | 6,00               | 30,00   
Cliente 605 | Instalación 87  | 12,00        | 1,00               | 12,00   
Cliente 606 | Instalación 292 | 16,00        | 2,00               | 32,00   
Cliente 607 | Instalación 254 | 8,00         | 2,00               | 16,00   
Cliente 608 | Instalación 136 | 9,00         | 9,00               | 81,00   
Cliente 609 | Instalación 285 | 9,00         | 4,00               | 36,00   
Cliente 610 | Instalación 238 | 9,00         | 4,00               | 36,00   
Cliente 611 | Instalación 61  | 17,00        | 2,00               | 34,00   
Cliente 612 | Instalación 32  | 16,00        | 3,00               | 48,00   
Cliente 613 | Instalación 297 | 9,00         | 4,00               | 36,00   
Cliente 614 | Instalación 128 | 7,00         | 4,00               | 28,00   
Cliente 615 | Instalación 180 | 5,00         | 1,00               | 5,00    
Cliente 616 | Instalación 146 | 18,00        | 6,00               | 108,00  
Cliente 617 | Instalación 6   | 14,00        | 6,00               | 84,00   
Cliente 618 | Instalación 40  | 16,00        | 4,00               | 64,00   
Cliente 619 | Instalación 65  | 11,00        | 3,00               | 33,00   
Cliente 620 | Instalación 170 | 14,00        | 3,00               | 42,00   
Cliente 621 | Instalación 197 | 5,00         | 2,00               | 10,00   
Cliente 622 | Instalación 195 | 14,00        | 2,00               | 28,00   
Cliente 623 | Instalación 173 | 11,00        | 13,00              | 143,00  
Cliente 624 | Instalación 188 | 9,00         | 5,00               | 45,00   
Cliente 625 | Instalación 39  | 8,00         | 2,00               | 16,00   
Cliente 626 | Instalación 262 | 17,00        | 4,00               | 68,00   
Cliente 627 | Instalación 56  | 17,00        | 3,00               | 51,00   
Cliente 628 | Instalación 60  | 8,00         | 4,00               | 32,00   
Cliente 628 | Instalación 266 | 12,00        | 2,00               | 24,00   
Cliente 629 | Instalación 82  | 7,00         | 1,00               | 7,00    
Cliente 630 | Instalación 148 | 6,00         | 6,00               | 36,00   
Cliente 631 | Instalación 181 | 6,00         | 5,00               | 30,00   
Cliente 632 | Instalación 32  | 6,00         | 5,00               | 30,00   
Cliente 633 | Instalación 61  | 13,00        | 4,00               | 52,00   
Cliente 633 | Instalación 132 | 1,00         | 10,00              | 10,00   
Cliente 634 | Instalación 56  | 8,00         | 3,00               | 24,00   
Cliente 635 | Instalación 175 | 6,00         | 2,00               | 12,00   
Cliente 636 | Instalación 25  | 17,00        | 2,00               | 34,00   
Cliente 637 | Instalación 92  | 18,00        | 7,00               | 126,00  
Cliente 638 | Instalación 146 | 20,00        | 3,00               | 60,00   
Cliente 639 | Instalación 184 | 12,00        | 6,00               | 72,00   
Cliente 640 | Instalación 32  | 13,00        | 11,00              | 143,00  
Cliente 641 | Instalación 285 | 7,00         | 9,00               | 63,00   
Cliente 642 | Instalación 231 | 9,00         | 2,00               | 18,00   
Cliente 643 | Instalación 32  | 20,00        | 8,00               | 160,00  
Cliente 644 | Instalación 266 | 20,00        | 5,00               | 100,00  
Cliente 645 | Instalación 1   | 14,00        | 4,00               | 56,00   
Cliente 646 | Instalación 218 | 16,00        | 2,00               | 32,00   
Cliente 647 | Instalación 100 | 11,00        | 0,00               | 0,00    
Cliente 648 | Instalación 0   | 18,00        | 7,00               | 126,00  
Cliente 649 | Instalación 196 | 20,00        | 1,00               | 20,00   
Cliente 650 | Instalación 71  | 9,00         | 7,00               | 63,00   
Cliente 651 | Instalación 86  | 17,00        | 3,00               | 51,00   
Cliente 652 | Instalación 45  | 20,00        | 5,00               | 100,00  
Cliente 653 | Instalación 40  | 9,00         | 5,00               | 45,00   
Cliente 654 | Instalación 250 | 20,00        | 1,00               | 20,00   
Cliente 655 | Instalación 162 | 6,00         | 9,00               | 54,00   
Cliente 656 | Instalación 69  | 14,00        | 0,00               | 0,00    
Cliente 657 | Instalación 197 | 8,00         | 5,00               | 40,00   
Cliente 658 | Instalación 243 | 13,00        | 5,00               | 65,00   
Cliente 659 | Instalación 3   | 19,00        | 5,00               | 95,00   
Cliente 660 | Instalación 250 | 19,00        | 2,00               | 38,00   
Cliente 661 | Instalación 198 | 5,00         | 4,00               | 20,00   
Cliente 662 | Instalación 190 | 8,00         | 2,00               | 16,00   
Cliente 663 | Instalación 86  | 11,00        | 4,00               | 44,00   
Cliente 664 | Instalación 28  | 18,00        | 3,00               | 54,00   
Cliente 665 | Instalación 184 | 10,00        | 9,00               | 90,00   
Cliente 666 | Instalación 132 | 5,00         | 4,00               | 20,00   
Cliente 667 | Instalación 15  | 8,00         | 5,00               | 40,00   
Cliente 668 | Instalación 53  | 8,00         | 6,00               | 48,00   
Cliente 668 | Instalación 203 | 5,00         | 8,00               | 40,00   
Cliente 669 | Instalación 45  | 19,00        | 0,00               | 0,00    
Cliente 670 | Instalación 69  | 17,00        | 5,00               | 85,00   
Cliente 671 | Instalación 169 | 5,00         | 5,00               | 25,00   
Cliente 672 | Instalación 6   | 11,00        | 8,00               | 88,00   
Cliente 673 | Instalación 191 | 7,00         | 2,00               | 14,00   
Cliente 674 | Instalación 39  | 6,00         | 3,00               | 18,00   
Cliente 675 | Instalación 13  | 1,00         | 4,00               | 4,00    
Cliente 675 | Instalación 186 | 13,00        | 1,00               | 13,00   
Cliente 676 | Instalación 32  | 1,00         | 6,00               | 6,00    
Cliente 676 | Instalación 249 | 4,00         | 7,00               | 28,00   
Cliente 677 | Instalación 242 | 9,00         | 4,00               | 36,00   
Cliente 678 | Instalación 6   | 18,00        | 6,00               | 108,00  
Cliente 679 | Instalación 9   | 8,00         | 4,00               | 32,00   
Cliente 680 | Instalación 110 | 15,00        | 3,00               | 45,00   
Cliente 681 | Instalación 152 | 14,00        | 4,00               | 56,00   
Cliente 682 | Instalación 130 | 6,00         | 6,00               | 36,00   
Cliente 683 | Instalación 147 | 12,00        | 3,00               | 36,00   
Cliente 684 | Instalación 173 | 6,00         | 8,00               | 48,00   
Cliente 685 | Instalación 72  | 20,00        | 4,00               | 80,00   
Cliente 686 | Instalación 3   | 11,00        | 4,00               | 44,00   
Cliente 686 | Instalación 56  | 8,00         | 7,00               | 56,00   
Cliente 687 | Instalación 245 | 11,00        | 2,00               | 22,00   
Cliente 688 | Instalación 266 | 7,00         | 4,00               | 28,00   
Cliente 689 | Instalación 162 | 5,00         | 8,00               | 40,00   
Cliente 690 | Instalación 182 | 9,00         | 4,00               | 36,00   
Cliente 691 | Instalación 258 | 10,00        | 12,00              | 120,00  
Cliente 691 | Instalación 270 | 6,00         | 4,00               | 24,00   
Cliente 692 | Instalación 146 | 15,00        | 1,00               | 15,00   
Cliente 693 | Instalación 197 | 12,00        | 10,00              | 120,00  
Cliente 693 | Instalación 271 | 5,00         | 2,00               | 10,00   
Cliente 694 | Instalación 252 | 10,00        | 1,00               | 10,00   
Cliente 695 | Instalación 184 | 7,00         | 8,00               | 56,00   
Cliente 695 | Instalación 271 | 4,00         | 8,00               | 32,00   
Cliente 696 | Instalación 248 | 12,00        | 6,00               | 72,00   
Cliente 697 | Instalación 294 | 10,00        | 4,00               | 40,00   
Cliente 698 | Instalación 46  | 5,00         | 7,00               | 35,00   
Cliente 699 | Instalación 31  | 5,00         | 4,00               | 20,00   
Cliente 700 | Instalación 264 | 11,00        | 2,00               | 22,00   
Cliente 701 | Instalación 190 | 1,00         | 6,00               | 6,00    
Cliente 701 | Instalación 297 | 14,00        | 8,00               | 112,00  
Cliente 702 | Instalación 58  | 8,00         | 7,00               | 56,00   
Cliente 703 | Instalación 114 | 9,00         | 1,00               | 9,00    
Cliente 703 | Instalación 156 | 6,00         | 2,00               | 12,00   
Cliente 704 | Instalación 160 | 11,00        | 2,00               | 22,00   
TOTAL       |                 |              |                    | 39804,00
