
--- TABLA 5: DETALLE DE ASIGNACIÓN DE CLIENTES ---
Cliente     | Instalación     | Demanda | Asignada | Porcentaje (%)
Cliente 357 | Instalación 72  | 18,00   | 15,00    | 83,3 %        
Cliente 357 | Instalación 226 | 18,00   | 3,00     | 16,7 %        
Cliente 358 | Instalación 264 | 17,00   | 17,00    | 100,0 %       
Cliente 359 | Instalación 193 | 13,00   | 13,00    | 100,0 %       
Cliente 360 | Instalación 226 | 9,00    | 9,00     | 100,0 %       
Cliente 361 | Instalación 73  | 8,00    | 1,00     | 12,5 %        
Cliente 361 | Instalación 268 | 8,00    | 7,00     | 87,5 %        
Cliente 362 | Instalación 0   | 20,00   | 20,00    | 100,0 %       
Cliente 363 | Instalación 128 | 13,00   | 13,00    | 100,0 %       
Cliente 364 | Instalación 286 | 12,00   | 12,00    | 100,0 %       
Cliente 365 | Instalación 20  | 10,00   | 10,00    | 100,0 %       
Cliente 366 | Instalación 292 | 11,00   | 11,00    | 100,0 %       
Cliente 367 | Instalación 184 | 20,00   | 20,00    | 100,0 %       
Cliente 368 | Instalación 114 | 20,00   | 20,00    | 100,0 %       
Cliente 369 | Instalación 268 | 19,00   | 19,00    | 100,0 %       
Cliente 370 | Instalación 13  | 11,00   | 11,00    | 100,0 %       
Cliente 371 | Instalación 128 | 18,00   | 18,00    | 100,0 %       
Cliente 372 | Instalación 210 | 9,00    | 9,00     | 100,0 %       
Cliente 373 | Instalación 150 | 19,00   | 2,00     | 10,5 %        
Cliente 373 | Instalación 294 | 19,00   | 17,00    | 89,5 %        
Cliente 374 | Instalación 13  | 15,00   | 15,00    | 100,0 %       
Cliente 375 | Instalación 41  | 5,00    | 5,00     | 100,0 %       
Cliente 376 | Instalación 50  | 6,00    | 6,00     | 100,0 %       
Cliente 377 | Instalación 226 | 13,00   | 13,00    | 100,0 %       
Cliente 378 | Instalación 107 | 7,00    | 2,00     | 28,6 %        
Cliente 378 | Instalación 180 | 7,00    | 5,00     | 71,4 %        
Cliente 379 | Instalación 137 | 20,00   | 20,00    | 100,0 %       
Cliente 380 | Instalación 13  | 20,00   | 20,00    | 100,0 %       
Cliente 381 | Instalación 144 | 6,00    | 6,00     | 100,0 %       
Cliente 382 | Instalación 103 | 16,00   | 2,00     | 12,5 %        
Cliente 382 | Instalación 243 | 16,00   | 14,00    | 87,5 %        
Cliente 383 | Instalación 281 | 12,00   | 12,00    | 100,0 %       
Cliente 384 | Instalación 287 | 6,00    | 6,00     | 100,0 %       
Cliente 385 | Instalación 131 | 6,00    | 6,00     | 100,0 %       
Cliente 386 | Instalación 32  | 17,00   | 17,00    | 100,0 %       
Cliente 387 | Instalación 274 | 18,00   | 18,00    | 100,0 %       
Cliente 388 | Instalación 199 | 20,00   | 20,00    | 100,0 %       
Cliente 389 | Instalación 252 | 17,00   | 17,00    | 100,0 %       
Cliente 390 | Instalación 156 | 20,00   | 20,00    | 100,0 %       
Cliente 391 | Instalación 21  | 19,00   | 19,00    | 100,0 %       
Cliente 392 | Instalación 137 | 6,00    | 6,00     | 100,0 %       
Cliente 393 | Instalación 85  | 8,00    | 8,00     | 100,0 %       
Cliente 394 | Instalación 162 | 9,00    | 9,00     | 100,0 %       
Cliente 395 | Instalación 46  | 13,00   | 13,00    | 100,0 %       
Cliente 396 | Instalación 128 | 14,00   | 9,00     | 64,3 %        
Cliente 396 | Instalación 136 | 14,00   | 5,00     | 35,7 %        
Cliente 397 | Instalación 96  | 6,00    | 6,00     | 100,0 %       
Cliente 398 | Instalación 159 | 6,00    | 6,00     | 100,0 %       
Cliente 399 | Instalación 243 | 7,00    | 7,00     | 100,0 %       
Cliente 400 | Instalación 160 | 17,00   | 17,00    | 100,0 %       
Cliente 401 | Instalación 151 | 18,00   | 14,00    | 77,8 %        
Cliente 401 | Instalación 262 | 18,00   | 4,00     | 22,2 %        
Cliente 402 | Instalación 197 | 17,00   | 17,00    | 100,0 %       
Cliente 403 | Instalación 226 | 17,00   | 17,00    | 100,0 %       
Cliente 404 | Instalación 269 | 5,00    | 5,00     | 100,0 %       
Cliente 405 | Instalación 267 | 10,00   | 10,00    | 100,0 %       
Cliente 406 | Instalación 287 | 13,00   | 13,00    | 100,0 %       
Cliente 407 | Instalación 72  | 10,00   | 10,00    | 100,0 %       
Cliente 408 | Instalación 193 | 6,00    | 6,00     | 100,0 %       
Cliente 409 | Instalación 248 | 11,00   | 11,00    | 100,0 %       
Cliente 410 | Instalación 87  | 10,00   | 10,00    | 100,0 %       
Cliente 411 | Instalación 193 | 6,00    | 6,00     | 100,0 %       
Cliente 412 | Instalación 285 | 10,00   | 10,00    | 100,0 %       
Cliente 413 | Instalación 110 | 9,00    | 9,00     | 100,0 %       
Cliente 414 | Instalación 190 | 6,00    | 6,00     | 100,0 %       
Cliente 415 | Instalación 88  | 6,00    | 6,00     | 100,0 %       
Cliente 416 | Instalación 28  | 16,00   | 5,00     | 31,3 %        
Cliente 416 | Instalación 154 | 16,00   | 11,00    | 68,8 %        
Cliente 417 | Instalación 245 | 19,00   | 19,00    | 100,0 %       
Cliente 418 | Instalación 230 | 11,00   | 11,00    | 100,0 %       
Cliente 419 | Instalación 252 | 13,00   | 13,00    | 100,0 %       
Cliente 420 | Instalación 230 | 12,00   | 7,00     | 58,3 %        
Cliente 420 | Instalación 242 | 12,00   | 5,00     | 41,7 %        
Cliente 421 | Instalación 167 | 20,00   | 20,00    | 100,0 %       
Cliente 422 | Instalación 180 | 6,00    | 6,00     | 100,0 %       
Cliente 423 | Instalación 50  | 14,00   | 14,00    | 100,0 %       
Cliente 424 | Instalación 204 | 17,00   | 17,00    | 100,0 %       
Cliente 425 | Instalación 160 | 8,00    | 8,00     | 100,0 %       
Cliente 426 | Instalación 146 | 11,00   | 11,00    | 100,0 %       
Cliente 427 | Instalación 17  | 20,00   | 20,00    | 100,0 %       
Cliente 428 | Instalación 173 | 9,00    | 9,00     | 100,0 %       
Cliente 429 | Instalación 199 | 20,00   | 20,00    | 100,0 %       
Cliente 430 | Instalación 196 | 6,00    | 6,00     | 100,0 %       
Cliente 431 | Instalación 164 | 20,00   | 19,00    | 95,0 %        
Cliente 431 | Instalación 295 | 20,00   | 1,00     | 5,0 %         
Cliente 432 | Instalación 107 | 7,00    | 7,00     | 100,0 %       
Cliente 433 | Instalación 146 | 9,00    | 9,00     | 100,0 %       
Cliente 434 | Instalación 100 | 20,00   | 20,00    | 100,0 %       
Cliente 435 | Instalación 21  | 15,00   | 11,00    | 73,3 %        
Cliente 435 | Instalación 254 | 15,00   | 4,00     | 26,7 %        
Cliente 436 | Instalación 259 | 14,00   | 14,00    | 100,0 %       
Cliente 437 | Instalación 38  | 7,00    | 7,00     | 100,0 %       
Cliente 438 | Instalación 53  | 5,00    | 5,00     | 100,0 %       
Cliente 439 | Instalación 61  | 20,00   | 20,00    | 100,0 %       
Cliente 440 | Instalación 252 | 6,00    | 6,00     | 100,0 %       
Cliente 441 | Instalación 147 | 17,00   | 17,00    | 100,0 %       
Cliente 442 | Instalación 190 | 6,00    | 6,00     | 100,0 %       
Cliente 443 | Instalación 46  | 6,00    | 4,00     | 66,7 %        
Cliente 443 | Instalación 131 | 6,00    | 2,00     | 33,3 %        
Cliente 444 | Instalación 0   | 14,00   | 14,00    | 100,0 %       
Cliente 445 | Instalación 248 | 9,00    | 9,00     | 100,0 %       
Cliente 446 | Instalación 250 | 10,00   | 10,00    | 100,0 %       
Cliente 447 | Instalación 223 | 6,00    | 6,00     | 100,0 %       
Cliente 448 | Instalación 28  | 12,00   | 12,00    | 100,0 %       
Cliente 449 | Instalación 150 | 20,00   | 20,00    | 100,0 %       
Cliente 450 | Instalación 21  | 13,00   | 13,00    | 100,0 %       
Cliente 451 | Instalación 142 | 20,00   | 10,00    | 50,0 %        
Cliente 451 | Instalación 167 | 20,00   | 10,00    | 50,0 %        
Cliente 452 | Instalación 0   | 20,00   | 20,00    | 100,0 %       
Cliente 453 | Instalación 283 | 15,00   | 15,00    | 100,0 %       
Cliente 454 | Instalación 92  | 12,00   | 12,00    | 100,0 %       
Cliente 455 | Instalación 156 | 12,00   | 12,00    | 100,0 %       
Cliente 456 | Instalación 31  | 19,00   | 19,00    | 100,0 %       
Cliente 457 | Instalación 275 | 10,00   | 10,00    | 100,0 %       
Cliente 458 | Instalación 230 | 9,00    | 9,00     | 100,0 %       
Cliente 459 | Instalación 297 | 7,00    | 7,00     | 100,0 %       
Cliente 460 | Instalación 236 | 20,00   | 5,00     | 25,0 %        
Cliente 460 | Instalación 246 | 20,00   | 15,00    | 75,0 %        
Cliente 461 | Instalación 292 | 6,00    | 6,00     | 100,0 %       
Cliente 462 | Instalación 147 | 17,00   | 16,00    | 94,1 %        
Cliente 462 | Instalación 224 | 17,00   | 1,00     | 5,9 %         
Cliente 463 | Instalación 90  | 14,00   | 14,00    | 100,0 %       
Cliente 464 | Instalación 131 | 11,00   | 11,00    | 100,0 %       
Cliente 465 | Instalación 285 | 20,00   | 20,00    | 100,0 %       
Cliente 466 | Instalación 74  | 17,00   | 17,00    | 100,0 %       
Cliente 467 | Instalación 172 | 14,00   | 14,00    | 100,0 %       
Cliente 468 | Instalación 73  | 17,00   | 17,00    | 100,0 %       
Cliente 469 | Instalación 231 | 18,00   | 18,00    | 100,0 %       
Cliente 470 | Instalación 130 | 5,00    | 5,00     | 100,0 %       
Cliente 471 | Instalación 283 | 6,00    | 6,00     | 100,0 %       
Cliente 472 | Instalación 110 | 12,00   | 12,00    | 100,0 %       
Cliente 473 | Instalación 262 | 20,00   | 20,00    | 100,0 %       
Cliente 474 | Instalación 15  | 6,00    | 6,00     | 100,0 %       
Cliente 475 | Instalación 130 | 15,00   | 12,00    | 80,0 %        
Cliente 475 | Instalación 204 | 15,00   | 3,00     | 20,0 %        
Cliente 476 | Instalación 85  | 6,00    | 6,00     | 100,0 %       
Cliente 477 | Instalación 151 | 6,00    | 6,00     | 100,0 %       
Cliente 478 | Instalación 207 | 7,00    | 1,00     | 14,3 %        
Cliente 478 | Instalación 210 | 7,00    | 6,00     | 85,7 %        
Cliente 479 | Instalación 83  | 18,00   | 6,00     | 33,3 %        
Cliente 479 | Instalación 200 | 18,00   | 12,00    | 66,7 %        
Cliente 480 | Instalación 281 | 8,00    | 8,00     | 100,0 %       
Cliente 481 | Instalación 173 | 15,00   | 15,00    | 100,0 %       
Cliente 482 | Instalación 292 | 16,00   | 16,00    | 100,0 %       
Cliente 483 | Instalación 241 | 18,00   | 18,00    | 100,0 %       
Cliente 484 | Instalación 136 | 20,00   | 20,00    | 100,0 %       
Cliente 485 | Instalación 101 | 14,00   | 14,00    | 100,0 %       
Cliente 486 | Instalación 92  | 14,00   | 14,00    | 100,0 %       
Cliente 487 | Instalación 289 | 11,00   | 11,00    | 100,0 %       
Cliente 488 | Instalación 21  | 11,00   | 11,00    | 100,0 %       
Cliente 489 | Instalación 131 | 13,00   | 13,00    | 100,0 %       
Cliente 490 | Instalación 232 | 7,00    | 7,00     | 100,0 %       
Cliente 491 | Instalación 164 | 18,00   | 18,00    | 100,0 %       
Cliente 492 | Instalación 73  | 19,00   | 11,00    | 57,9 %        
Cliente 492 | Instalación 268 | 19,00   | 8,00     | 42,1 %        
Cliente 493 | Instalación 20  | 12,00   | 12,00    | 100,0 %       
Cliente 494 | Instalación 41  | 17,00   | 17,00    | 100,0 %       
Cliente 495 | Instalación 173 | 11,00   | 11,00    | 100,0 %       
Cliente 496 | Instalación 181 | 13,00   | 13,00    | 100,0 %       
Cliente 497 | Instalación 78  | 10,00   | 10,00    | 100,0 %       
Cliente 498 | Instalación 164 | 11,00   | 11,00    | 100,0 %       
Cliente 499 | Instalación 101 | 17,00   | 17,00    | 100,0 %       
Cliente 500 | Instalación 162 | 8,00    | 8,00     | 100,0 %       
Cliente 501 | Instalación 74  | 11,00   | 11,00    | 100,0 %       
Cliente 502 | Instalación 231 | 7,00    | 7,00     | 100,0 %       
Cliente 503 | Instalación 132 | 8,00    | 8,00     | 100,0 %       
Cliente 504 | Instalación 158 | 11,00   | 11,00    | 100,0 %       
Cliente 505 | Instalación 256 | 9,00    | 9,00     | 100,0 %       
Cliente 506 | Instalación 95  | 15,00   | 2,00     | 13,3 %        
Cliente 506 | Instalación 130 | 15,00   | 13,00    | 86,7 %        
Cliente 507 | Instalación 252 | 16,00   | 16,00    | 100,0 %       
Cliente 508 | Instalación 95  | 12,00   | 12,00    | 100,0 %       
Cliente 509 | Instalación 23  | 16,00   | 6,00     | 37,5 %        
Cliente 509 | Instalación 158 | 16,00   | 10,00    | 62,5 %        
Cliente 510 | Instalación 92  | 7,00    | 7,00     | 100,0 %       
Cliente 511 | Instalación 110 | 16,00   | 16,00    | 100,0 %       
Cliente 512 | Instalación 23  | 19,00   | 19,00    | 100,0 %       
Cliente 513 | Instalación 15  | 8,00    | 8,00     | 100,0 %       
Cliente 514 | Instalación 39  | 20,00   | 20,00    | 100,0 %       
Cliente 515 | Instalación 110 | 5,00    | 5,00     | 100,0 %       
Cliente 516 | Instalación 175 | 16,00   | 16,00    | 100,0 %       
Cliente 517 | Instalación 277 | 8,00    | 8,00     | 100,0 %       
Cliente 518 | Instalación 241 | 20,00   | 20,00    | 100,0 %       
Cliente 519 | Instalación 186 | 18,00   | 18,00    | 100,0 %       
Cliente 520 | Instalación 85  | 14,00   | 14,00    | 100,0 %       
Cliente 521 | Instalación 153 | 6,00    | 6,00     | 100,0 %       
Cliente 522 | Instalación 30  | 20,00   | 20,00    | 100,0 %       
Cliente 523 | Instalación 175 | 7,00    | 7,00     | 100,0 %       
Cliente 524 | Instalación 153 | 19,00   | 19,00    | 100,0 %       
Cliente 525 | Instalación 195 | 6,00    | 6,00     | 100,0 %       
Cliente 526 | Instalación 226 | 11,00   | 11,00    | 100,0 %       
Cliente 527 | Instalación 31  | 13,00   | 13,00    | 100,0 %       
Cliente 528 | Instalación 219 | 18,00   | 18,00    | 100,0 %       
Cliente 529 | Instalación 224 | 6,00    | 6,00     | 100,0 %       
Cliente 530 | Instalación 60  | 6,00    | 6,00     | 100,0 %       
Cliente 531 | Instalación 59  | 12,00   | 12,00    | 100,0 %       
Cliente 532 | Instalación 258 | 12,00   | 12,00    | 100,0 %       
Cliente 533 | Instalación 124 | 17,00   | 17,00    | 100,0 %       
Cliente 534 | Instalación 246 | 11,00   | 11,00    | 100,0 %       
Cliente 535 | Instalación 175 | 13,00   | 13,00    | 100,0 %       
Cliente 536 | Instalación 15  | 7,00    | 7,00     | 100,0 %       
Cliente 537 | Instalación 85  | 15,00   | 15,00    | 100,0 %       
Cliente 538 | Instalación 6   | 16,00   | 16,00    | 100,0 %       
Cliente 539 | Instalación 75  | 20,00   | 20,00    | 100,0 %       
Cliente 540 | Instalación 273 | 16,00   | 16,00    | 100,0 %       
Cliente 541 | Instalación 19  | 16,00   | 16,00    | 100,0 %       
Cliente 542 | Instalación 148 | 5,00    | 5,00     | 100,0 %       
Cliente 543 | Instalación 53  | 17,00   | 17,00    | 100,0 %       
Cliente 544 | Instalación 76  | 12,00   | 12,00    | 100,0 %       
Cliente 545 | Instalación 204 | 11,00   | 11,00    | 100,0 %       
Cliente 546 | Instalación 184 | 12,00   | 12,00    | 100,0 %       
Cliente 547 | Instalación 156 | 8,00    | 8,00     | 100,0 %       
Cliente 548 | Instalación 199 | 10,00   | 10,00    | 100,0 %       
Cliente 549 | Instalación 162 | 7,00    | 7,00     | 100,0 %       
Cliente 550 | Instalación 0   | 9,00    | 6,00     | 66,7 %        
Cliente 550 | Instalación 286 | 9,00    | 3,00     | 33,3 %        
Cliente 551 | Instalación 248 | 9,00    | 9,00     | 100,0 %       
Cliente 552 | Instalación 28  | 7,00    | 7,00     | 100,0 %       
Cliente 553 | Instalación 41  | 10,00   | 10,00    | 100,0 %       
Cliente 554 | Instalación 196 | 15,00   | 15,00    | 100,0 %       
Cliente 555 | Instalación 39  | 20,00   | 20,00    | 100,0 %       
Cliente 556 | Instalación 292 | 12,00   | 12,00    | 100,0 %       
Cliente 557 | Instalación 236 | 14,00   | 10,00    | 71,4 %        
Cliente 557 | Instalación 246 | 14,00   | 4,00     | 28,6 %        
Cliente 558 | Instalación 101 | 7,00    | 7,00     | 100,0 %       
Cliente 559 | Instalación 83  | 20,00   | 20,00    | 100,0 %       
Cliente 560 | Instalación 104 | 14,00   | 14,00    | 100,0 %       
Cliente 561 | Instalación 148 | 13,00   | 13,00    | 100,0 %       
Cliente 562 | Instalación 210 | 8,00    | 8,00     | 100,0 %       
Cliente 563 | Instalación 78  | 17,00   | 17,00    | 100,0 %       
Cliente 564 | Instalación 207 | 17,00   | 17,00    | 100,0 %       
Cliente 565 | Instalación 86  | 13,00   | 13,00    | 100,0 %       
Cliente 566 | Instalación 60  | 7,00    | 7,00     | 100,0 %       
Cliente 567 | Instalación 28  | 18,00   | 18,00    | 100,0 %       
Cliente 568 | Instalación 21  | 8,00    | 8,00     | 100,0 %       
Cliente 569 | Instalación 175 | 6,00    | 6,00     | 100,0 %       
Cliente 570 | Instalación 162 | 14,00   | 14,00    | 100,0 %       
Cliente 571 | Instalación 53  | 14,00   | 14,00    | 100,0 %       
Cliente 572 | Instalación 277 | 5,00    | 5,00     | 100,0 %       
Cliente 573 | Instalación 179 | 10,00   | 10,00    | 100,0 %       
Cliente 574 | Instalación 274 | 16,00   | 16,00    | 100,0 %       
Cliente 575 | Instalación 87  | 15,00   | 10,00    | 66,7 %        
Cliente 575 | Instalación 210 | 15,00   | 5,00     | 33,3 %        
Cliente 576 | Instalación 96  | 15,00   | 15,00    | 100,0 %       
Cliente 577 | Instalación 297 | 16,00   | 16,00    | 100,0 %       
Cliente 578 | Instalación 281 | 10,00   | 10,00    | 100,0 %       
Cliente 579 | Instalación 107 | 5,00    | 5,00     | 100,0 %       
Cliente 580 | Instalación 19  | 9,00    | 7,00     | 77,8 %        
Cliente 580 | Instalación 76  | 9,00    | 2,00     | 22,2 %        
Cliente 581 | Instalación 172 | 12,00   | 12,00    | 100,0 %       
Cliente 582 | Instalación 242 | 11,00   | 11,00    | 100,0 %       
Cliente 583 | Instalación 197 | 11,00   | 11,00    | 100,0 %       
Cliente 584 | Instalación 50  | 20,00   | 20,00    | 100,0 %       
Cliente 585 | Instalación 164 | 6,00    | 6,00     | 100,0 %       
Cliente 586 | Instalación 269 | 11,00   | 11,00    | 100,0 %       
Cliente 587 | Instalación 46  | 13,00   | 13,00    | 100,0 %       
Cliente 588 | Instalación 60  | 12,00   | 8,00     | 66,7 %        
Cliente 588 | Instalación 142 | 12,00   | 4,00     | 33,3 %        
Cliente 589 | Instalación 30  | 5,00    | 5,00     | 100,0 %       
Cliente 590 | Instalación 147 | 5,00    | 5,00     | 100,0 %       
Cliente 591 | Instalación 191 | 19,00   | 19,00    | 100,0 %       
Cliente 592 | Instalación 167 | 8,00    | 8,00     | 100,0 %       
Cliente 593 | Instalación 285 | 7,00    | 7,00     | 100,0 %       
Cliente 594 | Instalación 219 | 19,00   | 19,00    | 100,0 %       
Cliente 595 | Instalación 245 | 13,00   | 13,00    | 100,0 %       
Cliente 596 | Instalación 15  | 17,00   | 17,00    | 100,0 %       
Cliente 597 | Instalación 3   | 14,00   | 14,00    | 100,0 %       
Cliente 598 | Instalación 72  | 5,00    | 1,00     | 20,0 %        
Cliente 598 | Instalación 83  | 5,00    | 4,00     | 80,0 %        
Cliente 599 | Instalación 40  | 7,00    | 7,00     | 100,0 %       
Cliente 600 | Instalación 173 | 9,00    | 9,00     | 100,0 %       
Cliente 601 | Instalación 224 | 8,00    | 8,00     | 100,0 %       
Cliente 602 | Instalación 232 | 18,00   | 18,00    | 100,0 %       
Cliente 603 | Instalación 272 | 11,00   | 11,00    | 100,0 %       
Cliente 604 | Instalación 173 | 5,00    | 5,00     | 100,0 %       
Cliente 605 | Instalación 6   | 12,00   | 12,00    | 100,0 %       
Cliente 606 | Instalación 292 | 16,00   | 16,00    | 100,0 %       
Cliente 607 | Instalación 254 | 8,00    | 8,00     | 100,0 %       
Cliente 608 | Instalación 162 | 9,00    | 9,00     | 100,0 %       
Cliente 609 | Instalación 243 | 9,00    | 9,00     | 100,0 %       
Cliente 610 | Instalación 238 | 9,00    | 9,00     | 100,0 %       
Cliente 611 | Instalación 61  | 17,00   | 17,00    | 100,0 %       
Cliente 612 | Instalación 32  | 16,00   | 16,00    | 100,0 %       
Cliente 613 | Instalación 224 | 9,00    | 9,00     | 100,0 %       
Cliente 614 | Instalación 50  | 7,00    | 7,00     | 100,0 %       
Cliente 615 | Instalación 180 | 5,00    | 5,00     | 100,0 %       
Cliente 616 | Instalación 146 | 18,00   | 18,00    | 100,0 %       
Cliente 617 | Instalación 268 | 14,00   | 14,00    | 100,0 %       
Cliente 618 | Instalación 100 | 16,00   | 16,00    | 100,0 %       
Cliente 619 | Instalación 65  | 11,00   | 11,00    | 100,0 %       
Cliente 620 | Instalación 153 | 14,00   | 14,00    | 100,0 %       
Cliente 621 | Instalación 197 | 5,00    | 5,00     | 100,0 %       
Cliente 622 | Instalación 144 | 14,00   | 14,00    | 100,0 %       
Cliente 623 | Instalación 220 | 11,00   | 11,00    | 100,0 %       
Cliente 624 | Instalación 164 | 9,00    | 9,00     | 100,0 %       
Cliente 625 | Instalación 191 | 8,00    | 8,00     | 100,0 %       
Cliente 626 | Instalación 283 | 17,00   | 17,00    | 100,0 %       
Cliente 627 | Instalación 95  | 17,00   | 17,00    | 100,0 %       
Cliente 628 | Instalación 140 | 20,00   | 20,00    | 100,0 %       
Cliente 629 | Instalación 38  | 7,00    | 7,00     | 100,0 %       
Cliente 630 | Instalación 148 | 6,00    | 6,00     | 100,0 %       
Cliente 631 | Instalación 181 | 6,00    | 6,00     | 100,0 %       
Cliente 632 | Instalación 151 | 6,00    | 6,00     | 100,0 %       
Cliente 633 | Instalación 132 | 14,00   | 14,00    | 100,0 %       
Cliente 634 | Instalación 95  | 8,00    | 8,00     | 100,0 %       
Cliente 635 | Instalación 175 | 6,00    | 6,00     | 100,0 %       
Cliente 636 | Instalación 26  | 17,00   | 17,00    | 100,0 %       
Cliente 637 | Instalación 259 | 18,00   | 18,00    | 100,0 %       
Cliente 638 | Instalación 146 | 20,00   | 20,00    | 100,0 %       
Cliente 639 | Instalación 184 | 12,00   | 12,00    | 100,0 %       
Cliente 640 | Instalación 131 | 13,00   | 13,00    | 100,0 %       
Cliente 641 | Instalación 285 | 7,00    | 7,00     | 100,0 %       
Cliente 642 | Instalación 231 | 9,00    | 9,00     | 100,0 %       
Cliente 643 | Instalación 32  | 20,00   | 20,00    | 100,0 %       
Cliente 644 | Instalación 272 | 20,00   | 20,00    | 100,0 %       
Cliente 645 | Instalación 17  | 14,00   | 14,00    | 100,0 %       
Cliente 646 | Instalación 218 | 16,00   | 16,00    | 100,0 %       
Cliente 647 | Instalación 100 | 11,00   | 11,00    | 100,0 %       
Cliente 648 | Instalación 236 | 18,00   | 18,00    | 100,0 %       
Cliente 649 | Instalación 17  | 20,00   | 20,00    | 100,0 %       
Cliente 650 | Instalación 71  | 9,00    | 9,00     | 100,0 %       
Cliente 651 | Instalación 1   | 17,00   | 17,00    | 100,0 %       
Cliente 652 | Instalación 45  | 20,00   | 20,00    | 100,0 %       
Cliente 653 | Instalación 40  | 9,00    | 9,00     | 100,0 %       
Cliente 654 | Instalación 75  | 20,00   | 16,00    | 80,0 %        
Cliente 654 | Instalación 250 | 20,00   | 4,00     | 20,0 %        
Cliente 655 | Instalación 204 | 6,00    | 6,00     | 100,0 %       
Cliente 656 | Instalación 0   | 14,00   | 14,00    | 100,0 %       
Cliente 657 | Instalación 144 | 8,00    | 8,00     | 100,0 %       
Cliente 658 | Instalación 285 | 13,00   | 13,00    | 100,0 %       
Cliente 659 | Instalación 78  | 19,00   | 19,00    | 100,0 %       
Cliente 660 | Instalación 75  | 19,00   | 19,00    | 100,0 %       
Cliente 661 | Instalación 30  | 5,00    | 5,00     | 100,0 %       
Cliente 662 | Instalación 190 | 8,00    | 8,00     | 100,0 %       
Cliente 663 | Instalación 1   | 11,00   | 11,00    | 100,0 %       
Cliente 664 | Instalación 28  | 18,00   | 18,00    | 100,0 %       
Cliente 665 | Instalación 48  | 10,00   | 10,00    | 100,0 %       
Cliente 666 | Instalación 275 | 5,00    | 5,00     | 100,0 %       
Cliente 667 | Instalación 124 | 8,00    | 8,00     | 100,0 %       
Cliente 668 | Instalación 164 | 13,00   | 6,00     | 46,2 %        
Cliente 668 | Instalación 220 | 13,00   | 7,00     | 53,8 %        
Cliente 669 | Instalación 45  | 19,00   | 19,00    | 100,0 %       
Cliente 670 | Instalación 78  | 17,00   | 17,00    | 100,0 %       
Cliente 671 | Instalación 30  | 5,00    | 5,00     | 100,0 %       
Cliente 672 | Instalación 268 | 11,00   | 11,00    | 100,0 %       
Cliente 673 | Instalación 191 | 7,00    | 7,00     | 100,0 %       
Cliente 674 | Instalación 39  | 6,00    | 6,00     | 100,0 %       
Cliente 675 | Instalación 13  | 14,00   | 14,00    | 100,0 %       
Cliente 676 | Instalación 32  | 5,00    | 5,00     | 100,0 %       
Cliente 677 | Instalación 230 | 9,00    | 9,00     | 100,0 %       
Cliente 678 | Instalación 6   | 18,00   | 18,00    | 100,0 %       
Cliente 679 | Instalación 264 | 8,00    | 8,00     | 100,0 %       
Cliente 680 | Instalación 110 | 15,00   | 15,00    | 100,0 %       
Cliente 681 | Instalación 132 | 14,00   | 14,00    | 100,0 %       
Cliente 682 | Instalación 95  | 6,00    | 6,00     | 100,0 %       
Cliente 683 | Instalación 147 | 12,00   | 12,00    | 100,0 %       
Cliente 684 | Instalación 158 | 6,00    | 6,00     | 100,0 %       
Cliente 685 | Instalación 50  | 20,00   | 20,00    | 100,0 %       
Cliente 686 | Instalación 3   | 19,00   | 19,00    | 100,0 %       
Cliente 687 | Instalación 6   | 11,00   | 7,00     | 63,6 %        
Cliente 687 | Instalación 245 | 11,00   | 4,00     | 36,4 %        
Cliente 688 | Instalación 272 | 7,00    | 7,00     | 100,0 %       
Cliente 689 | Instalación 162 | 5,00    | 5,00     | 100,0 %       
Cliente 690 | Instalación 15  | 9,00    | 5,00     | 55,6 %        
Cliente 690 | Instalación 242 | 9,00    | 4,00     | 44,4 %        
Cliente 691 | Instalación 158 | 16,00   | 10,00    | 62,5 %        
Cliente 691 | Instalación 173 | 16,00   | 6,00     | 37,5 %        
Cliente 692 | Instalación 146 | 15,00   | 15,00    | 100,0 %       
Cliente 693 | Instalación 17  | 17,00   | 17,00    | 100,0 %       
Cliente 694 | Instalación 252 | 10,00   | 10,00    | 100,0 %       
Cliente 695 | Instalación 48  | 11,00   | 11,00    | 100,0 %       
Cliente 696 | Instalación 248 | 12,00   | 12,00    | 100,0 %       
Cliente 697 | Instalación 294 | 10,00   | 10,00    | 100,0 %       
Cliente 698 | Instalación 131 | 5,00    | 5,00     | 100,0 %       
Cliente 699 | Instalación 30  | 5,00    | 5,00     | 100,0 %       
Cliente 700 | Instalación 264 | 11,00   | 11,00    | 100,0 %       
Cliente 701 | Instalación 190 | 15,00   | 10,00    | 66,7 %        
Cliente 701 | Instalación 224 | 15,00   | 5,00     | 33,3 %        
Cliente 702 | Instalación 249 | 8,00    | 8,00     | 100,0 %       
Cliente 703 | Instalación 114 | 15,00   | 15,00    | 100,0 %       
Cliente 704 | Instalación 160 | 11,00   | 11,00    | 100,0 %       
