
--- TABLA 1: PARÁMETROS DE LA INSTANCIA ---
Instalaciones (Facilities)
ID  | Coste Fijo (fj) | Capacidad (sj)
646  | 17,00        | -               
647  | 7,00         | -               
648  | 6,00         | -               
649  | 16,00        | -               
650  | 17,00        | -               
651  | 8,00         | -               
652  | 20,00        | -               
653  | 8,00         | -               
654  | 20,00        | -               
655  | 10,00        | -               
656  | 7,00         | -               
657  | 20,00        | -               
658  | 12,00        | -               
659  | 12,00        | -               
660  | 15,00        | -               
661  | 8,00         | -               
662  | 6,00         | -               
663  | 20,00        | -               
664  | 7,00         | -               
665  | 16,00        | -               
666  | 7,00         | -               
667  | 12,00        | -               
668  | 6,00         | -               
669  | 13,00        | -               
670  | 17,00        | -               
671  | 15,00        | -               
672  | 12,00        | -               
673  | 9,00         | -               
674  | 14,00        | -               
675  | 16,00        | -               
676  | 15,00        | -               
677  | 11,00        | -               
678  | 17,00        | -               
679  | 13,00        | -               
680  | 11,00        | -               
681  | 8,00         | -               
682  | 9,00         | -               
683  | 19,00        | -               
684  | 17,00        | -               
685  | 13,00        | -               
686  | 18,00        | -               
687  | 7,00         | -               
688  | 20,00        | -               
689  | 15,00        | -               
690  | 6,00         | -               
691  | 5,00         | -               
692  | 15,00        | -               
693  | 17,00        | -               
694  | 8,00         | -               
695  | 10,00        | -               
696  | 5,00         | -               
697  | 11,00        | -               
698  | 10,00        | -               
699  | 9,00         | -               
700  | 12,00        | -               
701  | 17,00        | -               
702  | 19,00        | -               
703  | 18,00        | -               
704  | 6,00         | -               
705  | 10,00        | -               
706  | 20,00        | -               
707  | 14,00        | -               
708  | 15,00        | -               
709  | 15,00        | -               
710  | 9,00         | -               
711  | 13,00        | -               
712  | 10,00        | -               
713  | 7,00         | -               
714  | 8,00         | -               
715  | 15,00        | -               
716  | 11,00        | -               
717  | 8,00         | -               
718  | 20,00        | -               
719  | 9,00         | -               
720  | 20,00        | -               
721  | 8,00         | -               
722  | 14,00        | -               
723  | 20,00        | -               
724  | 12,00        | -               
725  | 20,00        | -               
726  | 17,00        | -               
727  | 6,00         | -               
728  | 13,00        | -               
729  | 19,00        | -               
730  | 7,00         | -               
731  | 5,00         | -               
732  | 13,00        | -               
733  | 5,00         | -               
734  | 9,00         | -               
735  | 7,00         | -               
736  | 16,00        | -               
737  | 17,00        | -               
738  | 17,00        | -               
739  | 17,00        | -               
740  | 6,00         | -               
741  | 6,00         | -               
742  | 12,00        | -               
743  | 8,00         | -               
744  | 20,00        | -               
745  | 10,00        | -               
746  | 14,00        | -               
747  | 17,00        | -               
748  | 18,00        | -               
749  | 15,00        | -               
750  | 7,00         | -               
751  | 5,00         | -               
752  | 20,00        | -               
753  | 13,00        | -               
754  | 15,00        | -               
755  | 6,00         | -               
756  | 11,00        | -               
757  | 8,00         | -               
758  | 19,00        | -               
759  | 16,00        | -               
760  | 16,00        | -               
761  | 6,00         | -               
762  | 20,00        | -               
763  | 8,00         | -               
764  | 15,00        | -               
765  | 12,00        | -               
766  | 13,00        | -               
767  | 15,00        | -               
768  | 6,00         | -               
769  | 10,00        | -               
770  | 11,00        | -               
771  | 7,00         | -               
772  | 9,00         | -               
773  | 9,00         | -               
774  | 11,00        | -               
775  | 15,00        | -               
776  | 9,00         | -               
777  | 15,00        | -               
778  | 13,00        | -               
779  | 6,00         | -               
780  | 16,00        | -               
781  | 12,00        | -               
782  | 20,00        | -               
783  | 9,00         | -               
784  | 13,00        | -               
785  | 18,00        | -               
786  | 6,00         | -               
787  | 8,00         | -               
788  | 19,00        | -               
789  | 20,00        | -               
790  | 7,00         | -               
791  | 17,00        | -               
792  | 11,00        | -               
793  | 18,00        | -               
794  | 18,00        | -               
795  | 13,00        | -               
796  | 18,00        | -               
797  | 20,00        | -               
798  | 13,00        | -               
799  | 9,00         | -               
800  | 14,00        | -               
801  | 17,00        | -               
802  | 11,00        | -               
803  | 12,00        | -               
804  | 10,00        | -               
805  | 13,00        | -               
806  | 11,00        | -               
807  | 8,00         | -               
808  | 19,00        | -               
809  | 17,00        | -               
810  | 19,00        | -               
811  | 15,00        | -               
812  | 20,00        | -               
813  | 9,00         | -               
814  | 6,00         | -               
815  | 19,00        | -               
816  | 12,00        | -               
817  | 11,00        | -               
818  | 11,00        | -               
819  | 15,00        | -               
820  | 7,00         | -               
821  | 8,00         | -               
822  | 9,00         | -               
823  | 10,00        | -               
824  | 12,00        | -               
825  | 19,00        | -               
826  | 8,00         | -               
827  | 12,00        | -               
828  | 16,00        | -               
829  | 20,00        | -               
830  | 16,00        | -               
831  | 16,00        | -               
832  | 12,00        | -               
833  | 17,00        | -               
834  | 7,00         | -               
835  | 9,00         | -               
836  | 18,00        | -               
837  | 12,00        | -               
838  | 10,00        | -               
839  | 20,00        | -               
840  | 8,00         | -               
841  | 16,00        | -               
842  | 18,00        | -               
843  | 18,00        | -               
844  | 14,00        | -               
845  | 13,00        | -               
846  | 11,00        | -               
847  | 14,00        | -               
848  | 13,00        | -               
849  | 16,00        | -               
850  | 20,00        | -               
851  | 13,00        | -               
852  | 17,00        | -               
853  | 15,00        | -               
854  | 13,00        | -               
855  | 18,00        | -               
856  | 7,00         | -               
857  | 16,00        | -               
858  | 20,00        | -               
859  | 7,00         | -               
860  | 11,00        | -               
861  | 14,00        | -               
862  | 14,00        | -               
863  | 18,00        | -               
864  | 9,00         | -               
865  | 15,00        | -               
866  | 14,00        | -               
867  | 6,00         | -               
868  | 18,00        | -               
869  | 12,00        | -               
870  | 16,00        | -               
871  | 11,00        | -               
872  | 10,00        | -               
873  | 7,00         | -               
874  | 16,00        | -               
875  | 13,00        | -               
876  | 19,00        | -               
877  | 16,00        | -               
878  | 20,00        | -               
879  | 9,00         | -               
880  | 6,00         | -               
881  | 12,00        | -               
882  | 19,00        | -               
883  | 12,00        | -               
884  | 12,00        | -               
885  | 14,00        | -               
886  | 20,00        | -               
887  | 10,00        | -               
888  | 20,00        | -               
889  | 13,00        | -               
890  | 13,00        | -               
891  | 20,00        | -               
892  | 5,00         | -               
893  | 19,00        | -               
894  | 12,00        | -               
895  | 7,00         | -               
896  | 14,00        | -               
897  | 15,00        | -               
898  | 12,00        | -               
899  | 20,00        | -               
900  | 17,00        | -               
901  | 13,00        | -               
902  | 7,00         | -               
903  | 12,00        | -               
904  | 15,00        | -               
905  | 9,00         | -               
906  | 14,00        | -               
907  | 18,00        | -               
908  | 18,00        | -               
909  | 5,00         | -               
910  | 6,00         | -               
911  | 13,00        | -               
912  | 16,00        | -               
913  | 5,00         | -               
914  | 13,00        | -               
915  | 5,00         | -               
916  | 20,00        | -               
917  | 18,00        | -               
918  | 16,00        | -               
919  | 9,00         | -               
920  | 16,00        | -               
921  | 17,00        | -               
922  | 16,00        | -               
923  | 15,00        | -               
924  | 18,00        | -               
925  | 18,00        | -               
926  | 14,00        | -               
927  | 13,00        | -               
928  | 5,00         | -               
929  | 8,00         | -               
930  | 16,00        | -               
931  | 11,00        | -               
932  | 13,00        | -               
933  | 19,00        | -               
934  | 20,00        | -               
935  | 12,00        | -               
936  | 8,00         | -               
937  | 19,00        | -               
938  | 13,00        | -               
939  | 20,00        | -               
940  | 14,00        | -               
941  | 5,00         | -               
942  | 17,00        | -               
943  | 10,00        | -               
944  | 17,00        | -               
945  | 11,00        | -               
946  | 15,00        | -               
947  | 18,00        | -               
948  | 11,00        | -               
949  | 9,00         | -               
950  | 11,00        | -               
951  | 8,00         | -               
952  | 5,00         | -               
953  | 17,00        | -               
954  | 7,00         | -               
955  | 5,00         | -               
956  | 16,00        | -               
957  | 11,00        | -               
958  | 9,00         | -               
959  | 12,00        | -               
960  | 6,00         | -               
961  | 13,00        | -               
962  | 10,00        | -               
963  | 13,00        | -               
964  | 20,00        | -               
965  | 20,00        | -               
966  | 12,00        | -               
967  | 5,00         | -               
968  | 13,00        | -               
969  | 5,00         | -               
970  | 6,00         | -               
971  | 19,00        | -               
972  | 14,00        | -               
973  | 10,00        | -               
974  | 11,00        | -               
975  | 15,00        | -               
976  | 11,00        | -               
977  | 14,00        | -               
978  | 15,00        | -               
979  | 13,00        | -               
980  | 19,00        | -               
981  | 15,00        | -               
982  | 13,00        | -               
983  | 6,00         | -               
984  | 9,00         | -               
985  | 9,00         | -               
986  | 11,00        | -               
987  | 19,00        | -               
988  | 12,00        | -               
989  | 7,00         | -               
990  | 19,00        | -               
991  | 8,00         | -               
992  | 9,00         | -               
993  | 7,00         | -               
994  | 10,00        | -               
995  | 7,00         | -               
996  | 7,00         | -               
997  | 5,00         | -               
998  | 12,00        | -               
999  | 20,00        | -               
1000 | 7,00         | -               
1001 | 18,00        | -               
1002 | 14,00        | -               
1003 | 7,00         | -               
1004 | 8,00         | -               
1005 | 20,00        | -               
1006 | 11,00        | -               
1007 | 10,00        | -               
1008 | 19,00        | -               
1009 | 12,00        | -               
1010 | 10,00        | -               
1011 | 11,00        | -               
