
--- TABLA 7: DESGLOSE DETALLADO DE COSTES VARIABLES DE TRANSPORTE ---
Cliente      | Instalación     | Cantidad (q) | Coste Unitario (c) | Subtotal
Cliente 381  | Instalación 236 | 8,00         | 2,00               | 16,00   
Cliente 382  | Instalación 57  | 17,00        | 6,00               | 102,00  
Cliente 383  | Instalación 253 | 11,00        | 13,00              | 143,00  
Cliente 384  | Instalación 377 | 18,00        | 2,00               | 36,00   
Cliente 385  | Instalación 4   | 15,00        | 7,00               | 105,00  
Cliente 385  | Instalación 193 | 2,00         | 3,00               | 6,00    
Cliente 386  | Instalación 280 | 19,00        | 4,00               | 76,00   
Cliente 387  | Instalación 18  | 8,00         | 3,00               | 24,00   
Cliente 387  | Instalación 307 | 10,00        | 11,00              | 110,00  
Cliente 388  | Instalación 3   | 15,00        | 9,00               | 135,00  
Cliente 389  | Instalación 146 | 10,00        | 6,00               | 60,00   
Cliente 390  | Instalación 153 | 17,00        | 7,00               | 119,00  
Cliente 391  | Instalación 106 | 6,00         | 4,00               | 24,00   
Cliente 392  | Instalación 123 | 20,00        | 4,00               | 80,00   
Cliente 393  | Instalación 115 | 14,00        | 3,00               | 42,00   
Cliente 394  | Instalación 163 | 5,00         | 2,00               | 10,00   
Cliente 395  | Instalación 397 | 12,00        | 3,00               | 36,00   
Cliente 396  | Instalación 55  | 13,00        | 8,00               | 104,00  
Cliente 396  | Instalación 385 | 1,00         | 3,00               | 3,00    
Cliente 397  | Instalación 299 | 8,00         | 1,00               | 8,00    
Cliente 398  | Instalación 64  | 10,00        | 2,00               | 20,00   
Cliente 398  | Instalación 173 | 9,00         | 11,00              | 99,00   
Cliente 399  | Instalación 68  | 2,00         | 5,00               | 10,00   
Cliente 399  | Instalación 98  | 6,00         | 10,00              | 60,00   
Cliente 400  | Instalación 276 | 11,00        | 10,00              | 110,00  
Cliente 401  | Instalación 321 | 5,00         | 4,00               | 20,00   
Cliente 402  | Instalación 84  | 17,00        | 5,00               | 85,00   
Cliente 403  | Instalación 328 | 16,00        | 3,00               | 48,00   
Cliente 404  | Instalación 389 | 6,00         | 4,00               | 24,00   
Cliente 405  | Instalación 175 | 7,00         | 4,00               | 28,00   
Cliente 406  | Instalación 29  | 11,00        | 1,00               | 11,00   
Cliente 407  | Instalación 188 | 10,00        | 3,00               | 30,00   
Cliente 408  | Instalación 32  | 17,00        | 4,00               | 68,00   
Cliente 409  | Instalación 394 | 16,00        | 2,00               | 32,00   
Cliente 410  | Instalación 320 | 11,00        | 6,00               | 66,00   
Cliente 411  | Instalación 231 | 13,00        | 3,00               | 39,00   
Cliente 412  | Instalación 339 | 8,00         | 5,00               | 40,00   
Cliente 413  | Instalación 307 | 14,00        | 3,00               | 42,00   
Cliente 414  | Instalación 302 | 14,00        | 6,00               | 84,00   
Cliente 415  | Instalación 125 | 20,00        | 8,00               | 160,00  
Cliente 416  | Instalación 151 | 11,00        | 5,00               | 55,00   
Cliente 417  | Instalación 16  | 13,00        | 4,00               | 52,00   
Cliente 418  | Instalación 359 | 17,00        | 4,00               | 68,00   
Cliente 419  | Instalación 281 | 13,00        | 9,00               | 117,00  
Cliente 420  | Instalación 78  | 13,00        | 7,00               | 91,00   
Cliente 421  | Instalación 249 | 20,00        | 7,00               | 140,00  
Cliente 422  | Instalación 281 | 19,00        | 7,00               | 133,00  
Cliente 423  | Instalación 16  | 18,00        | 4,00               | 72,00   
Cliente 424  | Instalación 317 | 14,00        | 4,00               | 56,00   
Cliente 425  | Instalación 261 | 15,00        | 2,00               | 30,00   
Cliente 426  | Instalación 255 | 11,00        | 4,00               | 44,00   
Cliente 427  | Instalación 85  | 6,00         | 6,00               | 36,00   
Cliente 428  | Instalación 78  | 5,00         | 12,00              | 60,00   
Cliente 428  | Instalación 256 | 9,00         | 8,00               | 72,00   
Cliente 429  | Instalación 197 | 11,00        | 4,00               | 44,00   
Cliente 430  | Instalación 394 | 18,00        | 8,00               | 144,00  
Cliente 431  | Instalación 248 | 19,00        | 0,00               | 0,00    
Cliente 432  | Instalación 215 | 9,00         | 4,00               | 36,00   
Cliente 433  | Instalación 254 | 9,00         | 5,00               | 45,00   
Cliente 434  | Instalación 385 | 18,00        | 4,00               | 72,00   
Cliente 435  | Instalación 370 | 12,00        | 5,00               | 60,00   
Cliente 436  | Instalación 222 | 10,00        | 3,00               | 30,00   
Cliente 437  | Instalación 16  | 13,00        | 9,00               | 117,00  
Cliente 438  | Instalación 71  | 10,00        | 2,00               | 20,00   
Cliente 439  | Instalación 28  | 6,00         | 2,00               | 12,00   
Cliente 440  | Instalación 378 | 5,00         | 4,00               | 20,00   
Cliente 441  | Instalación 180 | 11,00        | 3,00               | 33,00   
Cliente 442  | Instalación 307 | 13,00        | 1,00               | 13,00   
Cliente 443  | Instalación 215 | 16,00        | 2,00               | 32,00   
Cliente 444  | Instalación 368 | 13,00        | 6,00               | 78,00   
Cliente 445  | Instalación 283 | 14,00        | 5,00               | 70,00   
Cliente 446  | Instalación 391 | 7,00         | 5,00               | 35,00   
Cliente 447  | Instalación 145 | 13,00        | 2,00               | 26,00   
Cliente 448  | Instalación 92  | 7,00         | 3,00               | 21,00   
Cliente 449  | Instalación 301 | 20,00        | 5,00               | 100,00  
Cliente 450  | Instalación 11  | 12,00        | 2,00               | 24,00   
Cliente 451  | Instalación 161 | 14,00        | 8,00               | 112,00  
Cliente 452  | Instalación 70  | 13,00        | 13,00              | 169,00  
Cliente 453  | Instalación 68  | 18,00        | 12,00              | 216,00  
Cliente 454  | Instalación 347 | 8,00         | 3,00               | 24,00   
Cliente 455  | Instalación 123 | 12,00        | 4,00               | 48,00   
Cliente 456  | Instalación 375 | 13,00        | 5,00               | 65,00   
Cliente 457  | Instalación 276 | 7,00         | 2,00               | 14,00   
Cliente 458  | Instalación 96  | 15,00        | 11,00              | 165,00  
Cliente 459  | Instalación 281 | 12,00        | 4,00               | 48,00   
Cliente 460  | Instalación 178 | 5,00         | 4,00               | 20,00   
Cliente 461  | Instalación 191 | 2,00         | 8,00               | 16,00   
Cliente 461  | Instalación 273 | 8,00         | 10,00              | 80,00   
Cliente 462  | Instalación 306 | 19,00        | 3,00               | 57,00   
Cliente 463  | Instalación 189 | 8,00         | 7,00               | 56,00   
Cliente 464  | Instalación 96  | 9,00         | 8,00               | 72,00   
Cliente 465  | Instalación 179 | 14,00        | 2,00               | 28,00   
Cliente 466  | Instalación 141 | 6,00         | 4,00               | 24,00   
Cliente 467  | Instalación 47  | 18,00        | 1,00               | 18,00   
Cliente 468  | Instalación 319 | 20,00        | 15,00              | 300,00  
Cliente 469  | Instalación 376 | 19,00        | 7,00               | 133,00  
Cliente 470  | Instalación 175 | 19,00        | 7,00               | 133,00  
Cliente 471  | Instalación 394 | 10,00        | 3,00               | 30,00   
Cliente 472  | Instalación 376 | 20,00        | 2,00               | 40,00   
Cliente 473  | Instalación 175 | 6,00         | 5,00               | 30,00   
Cliente 474  | Instalación 315 | 6,00         | 3,00               | 18,00   
Cliente 475  | Instalación 180 | 10,00        | 2,00               | 20,00   
Cliente 476  | Instalación 29  | 15,00        | 10,00              | 150,00  
Cliente 477  | Instalación 253 | 10,00        | 1,00               | 10,00   
Cliente 478  | Instalación 180 | 13,00        | 9,00               | 117,00  
Cliente 479  | Instalación 206 | 9,00         | 9,00               | 81,00   
Cliente 479  | Instalación 215 | 1,00         | 6,00               | 6,00    
Cliente 480  | Instalación 387 | 5,00         | 5,00               | 25,00   
Cliente 481  | Instalación 281 | 5,00         | 2,00               | 10,00   
Cliente 482  | Instalación 344 | 16,00        | 1,00               | 16,00   
Cliente 483  | Instalación 255 | 10,00        | 1,00               | 10,00   
Cliente 484  | Instalación 244 | 6,00         | 3,00               | 18,00   
Cliente 485  | Instalación 253 | 12,00        | 11,00              | 132,00  
Cliente 486  | Instalación 322 | 16,00        | 2,00               | 32,00   
Cliente 487  | Instalación 124 | 9,00         | 4,00               | 36,00   
Cliente 488  | Instalación 314 | 17,00        | 2,00               | 34,00   
Cliente 489  | Instalación 55  | 7,00         | 8,00               | 56,00   
Cliente 490  | Instalación 371 | 9,00         | 3,00               | 27,00   
Cliente 491  | Instalación 378 | 13,00        | 3,00               | 39,00   
Cliente 492  | Instalación 306 | 12,00        | 6,00               | 72,00   
Cliente 493  | Instalación 234 | 9,00         | 3,00               | 27,00   
Cliente 494  | Instalación 38  | 1,00         | 4,00               | 4,00    
Cliente 494  | Instalación 360 | 16,00        | 5,00               | 80,00   
Cliente 495  | Instalación 206 | 9,00         | 9,00               | 81,00   
Cliente 496  | Instalación 156 | 17,00        | 4,00               | 68,00   
Cliente 497  | Instalación 77  | 15,00        | 2,00               | 30,00   
Cliente 498  | Instalación 67  | 13,00        | 1,00               | 13,00   
Cliente 499  | Instalación 85  | 8,00         | 16,00              | 128,00  
Cliente 500  | Instalación 131 | 19,00        | 2,00               | 38,00   
Cliente 501  | Instalación 304 | 17,00        | 4,00               | 68,00   
Cliente 502  | Instalación 236 | 18,00        | 7,00               | 126,00  
Cliente 503  | Instalación 376 | 19,00        | 1,00               | 19,00   
Cliente 504  | Instalación 194 | 16,00        | 4,00               | 64,00   
Cliente 505  | Instalación 229 | 10,00        | 8,00               | 80,00   
Cliente 506  | Instalación 77  | 9,00         | 2,00               | 18,00   
Cliente 507  | Instalación 156 | 6,00         | 2,00               | 12,00   
Cliente 508  | Instalación 105 | 17,00        | 4,00               | 68,00   
Cliente 509  | Instalación 21  | 3,00         | 9,00               | 27,00   
Cliente 509  | Instalación 25  | 5,00         | 1,00               | 5,00    
Cliente 510  | Instalación 64  | 15,00        | 1,00               | 15,00   
Cliente 511  | Instalación 299 | 17,00        | 2,00               | 34,00   
Cliente 512  | Instalación 29  | 7,00         | 6,00               | 42,00   
Cliente 513  | Instalación 45  | 16,00        | 6,00               | 96,00   
Cliente 514  | Instalación 303 | 19,00        | 8,00               | 152,00  
Cliente 515  | Instalación 125 | 14,00        | 3,00               | 42,00   
Cliente 516  | Instalación 25  | 2,00         | 7,00               | 14,00   
Cliente 516  | Instalación 146 | 17,00        | 6,00               | 102,00  
Cliente 517  | Instalación 270 | 7,00         | 1,00               | 7,00    
Cliente 518  | Instalación 334 | 19,00        | 1,00               | 19,00   
Cliente 519  | Instalación 292 | 5,00         | 6,00               | 30,00   
Cliente 520  | Instalación 315 | 16,00        | 2,00               | 32,00   
Cliente 521  | Instalación 363 | 12,00        | 2,00               | 24,00   
Cliente 522  | Instalación 362 | 10,00        | 7,00               | 70,00   
Cliente 523  | Instalación 60  | 7,00         | 4,00               | 28,00   
Cliente 524  | Instalación 84  | 11,00        | 6,00               | 66,00   
Cliente 525  | Instalación 73  | 5,00         | 5,00               | 25,00   
Cliente 526  | Instalación 56  | 5,00         | 3,00               | 15,00   
Cliente 527  | Instalación 53  | 1,00         | 7,00               | 7,00    
Cliente 527  | Instalación 74  | 12,00        | 4,00               | 48,00   
Cliente 528  | Instalación 283 | 13,00        | 7,00               | 91,00   
Cliente 529  | Instalación 281 | 7,00         | 2,00               | 14,00   
Cliente 530  | Instalación 61  | 15,00        | 4,00               | 60,00   
Cliente 531  | Instalación 181 | 20,00        | 2,00               | 40,00   
Cliente 532  | Instalación 237 | 12,00        | 6,00               | 72,00   
Cliente 533  | Instalación 342 | 13,00        | 6,00               | 78,00   
Cliente 534  | Instalación 107 | 20,00        | 2,00               | 40,00   
Cliente 535  | Instalación 68  | 15,00        | 4,00               | 60,00   
Cliente 536  | Instalación 48  | 18,00        | 4,00               | 72,00   
Cliente 537  | Instalación 137 | 20,00        | 5,00               | 100,00  
Cliente 538  | Instalación 301 | 1,00         | 4,00               | 4,00    
Cliente 538  | Instalación 360 | 18,00        | 4,00               | 72,00   
Cliente 539  | Instalación 360 | 18,00        | 2,00               | 36,00   
Cliente 540  | Instalación 2   | 7,00         | 5,00               | 35,00   
Cliente 541  | Instalación 319 | 14,00        | 9,00               | 126,00  
Cliente 542  | Instalación 369 | 12,00        | 1,00               | 12,00   
Cliente 543  | Instalación 253 | 12,00        | 14,00              | 168,00  
Cliente 544  | Instalación 321 | 5,00         | 9,00               | 45,00   
Cliente 545  | Instalación 24  | 14,00        | 0,00               | 0,00    
Cliente 546  | Instalación 137 | 4,00         | 6,00               | 24,00   
Cliente 546  | Instalación 272 | 4,00         | 2,00               | 8,00    
Cliente 547  | Instalación 2   | 20,00        | 7,00               | 140,00  
Cliente 548  | Instalación 307 | 7,00         | 2,00               | 14,00   
Cliente 549  | Instalación 32  | 13,00        | 9,00               | 117,00  
Cliente 549  | Instalación 150 | 2,00         | 6,00               | 12,00   
Cliente 550  | Instalación 184 | 20,00        | 1,00               | 20,00   
Cliente 551  | Instalación 206 | 10,00        | 7,00               | 70,00   
Cliente 552  | Instalación 174 | 6,00         | 5,00               | 30,00   
Cliente 553  | Instalación 113 | 9,00         | 3,00               | 27,00   
Cliente 554  | Instalación 26  | 11,00        | 1,00               | 11,00   
Cliente 555  | Instalación 231 | 19,00        | 4,00               | 76,00   
Cliente 556  | Instalación 11  | 6,00         | 8,00               | 48,00   
Cliente 557  | Instalación 253 | 9,00         | 9,00               | 81,00   
Cliente 558  | Instalación 230 | 19,00        | 2,00               | 38,00   
Cliente 559  | Instalación 249 | 14,00        | 1,00               | 14,00   
Cliente 560  | Instalación 14  | 2,00         | 6,00               | 12,00   
Cliente 560  | Instalación 55  | 11,00        | 0,00               | 0,00    
Cliente 561  | Instalación 396 | 19,00        | 4,00               | 76,00   
Cliente 562  | Instalación 381 | 8,00         | 5,00               | 40,00   
Cliente 563  | Instalación 362 | 12,00        | 8,00               | 96,00   
Cliente 564  | Instalación 92  | 17,00        | 2,00               | 34,00   
Cliente 565  | Instalación 26  | 7,00         | 1,00               | 7,00    
Cliente 566  | Instalación 31  | 12,00        | 4,00               | 48,00   
Cliente 567  | Instalación 63  | 8,00         | 6,00               | 48,00   
Cliente 568  | Instalación 370 | 14,00        | 1,00               | 14,00   
Cliente 569  | Instalación 124 | 15,00        | 4,00               | 60,00   
Cliente 570  | Instalación 212 | 15,00        | 1,00               | 15,00   
Cliente 571  | Instalación 118 | 18,00        | 7,00               | 126,00  
Cliente 572  | Instalación 254 | 17,00        | 12,00              | 204,00  
Cliente 573  | Instalación 39  | 11,00        | 3,00               | 33,00   
Cliente 574  | Instalación 53  | 8,00         | 7,00               | 56,00   
Cliente 575  | Instalación 385 | 18,00        | 5,00               | 90,00   
Cliente 576  | Instalación 249 | 20,00        | 5,00               | 100,00  
Cliente 577  | Instalación 113 | 17,00        | 2,00               | 34,00   
Cliente 578  | Instalación 66  | 16,00        | 4,00               | 64,00   
Cliente 579  | Instalación 70  | 7,00         | 13,00              | 91,00   
Cliente 579  | Instalación 234 | 7,00         | 2,00               | 14,00   
Cliente 580  | Instalación 174 | 7,00         | 4,00               | 28,00   
Cliente 581  | Instalación 284 | 9,00         | 6,00               | 54,00   
Cliente 582  | Instalación 68  | 9,00         | 3,00               | 27,00   
Cliente 583  | Instalación 212 | 16,00        | 1,00               | 16,00   
Cliente 584  | Instalación 376 | 9,00         | 9,00               | 81,00   
Cliente 585  | Instalación 389 | 7,00         | 1,00               | 7,00    
Cliente 586  | Instalación 348 | 8,00         | 2,00               | 16,00   
Cliente 587  | Instalación 281 | 9,00         | 6,00               | 54,00   
Cliente 588  | Instalación 118 | 18,00        | 5,00               | 90,00   
Cliente 589  | Instalación 11  | 16,00        | 1,00               | 16,00   
Cliente 590  | Instalación 334 | 16,00        | 4,00               | 64,00   
Cliente 591  | Instalación 381 | 10,00        | 3,00               | 30,00   
Cliente 592  | Instalación 170 | 11,00        | 4,00               | 44,00   
Cliente 593  | Instalación 24  | 18,00        | 5,00               | 90,00   
Cliente 594  | Instalación 58  | 8,00         | 5,00               | 40,00   
Cliente 595  | Instalación 288 | 17,00        | 1,00               | 17,00   
Cliente 596  | Instalación 389 | 10,00        | 9,00               | 90,00   
Cliente 597  | Instalación 11  | 5,00         | 2,00               | 10,00   
Cliente 598  | Instalación 26  | 20,00        | 5,00               | 100,00  
Cliente 599  | Instalación 303 | 9,00         | 3,00               | 27,00   
Cliente 600  | Instalación 325 | 10,00        | 4,00               | 40,00   
Cliente 601  | Instalación 389 | 13,00        | 4,00               | 52,00   
Cliente 602  | Instalación 301 | 12,00        | 8,00               | 96,00   
Cliente 603  | Instalación 28  | 20,00        | 1,00               | 20,00   
Cliente 604  | Instalación 307 | 8,00         | 4,00               | 32,00   
Cliente 605  | Instalación 325 | 10,00        | 5,00               | 50,00   
Cliente 606  | Instalación 381 | 19,00        | 1,00               | 19,00   
Cliente 607  | Instalación 248 | 13,00        | 4,00               | 52,00   
Cliente 608  | Instalación 288 | 8,00         | 5,00               | 40,00   
Cliente 608  | Instalación 362 | 12,00        | 5,00               | 60,00   
Cliente 609  | Instalación 118 | 17,00        | 13,00              | 221,00  
Cliente 610  | Instalación 301 | 10,00        | 7,00               | 70,00   
Cliente 611  | Instalación 396 | 18,00        | 8,00               | 144,00  
Cliente 612  | Instalación 66  | 18,00        | 9,00               | 162,00  
Cliente 613  | Instalación 238 | 17,00        | 1,00               | 17,00   
Cliente 614  | Instalación 61  | 16,00        | 4,00               | 64,00   
Cliente 615  | Instalación 283 | 13,00        | 4,00               | 52,00   
Cliente 616  | Instalación 85  | 15,00        | 2,00               | 30,00   
Cliente 617  | Instalación 368 | 17,00        | 1,00               | 17,00   
Cliente 618  | Instalación 347 | 18,00        | 2,00               | 36,00   
Cliente 619  | Instalación 78  | 8,00         | 2,00               | 16,00   
Cliente 620  | Instalación 26  | 5,00         | 4,00               | 20,00   
Cliente 620  | Instalación 338 | 13,00        | 5,00               | 65,00   
Cliente 621  | Instalación 261 | 19,00        | 0,00               | 0,00    
Cliente 622  | Instalación 244 | 11,00        | 2,00               | 22,00   
Cliente 623  | Instalación 147 | 2,00         | 9,00               | 18,00   
Cliente 623  | Instalación 191 | 5,00         | 9,00               | 45,00   
Cliente 624  | Instalación 173 | 19,00        | 8,00               | 152,00  
Cliente 625  | Instalación 131 | 18,00        | 5,00               | 90,00   
Cliente 626  | Instalación 397 | 15,00        | 5,00               | 75,00   
Cliente 627  | Instalación 135 | 18,00        | 3,00               | 54,00   
Cliente 628  | Instalación 249 | 5,00         | 4,00               | 20,00   
Cliente 629  | Instalación 204 | 19,00        | 1,00               | 19,00   
Cliente 630  | Instalación 47  | 19,00        | 3,00               | 57,00   
Cliente 631  | Instalación 2   | 14,00        | 3,00               | 42,00   
Cliente 632  | Instalación 325 | 17,00        | 2,00               | 34,00   
Cliente 633  | Instalación 84  | 10,00        | 1,00               | 10,00   
Cliente 634  | Instalación 161 | 2,00         | 5,00               | 10,00   
Cliente 634  | Instalación 288 | 6,00         | 11,00              | 66,00   
Cliente 635  | Instalación 47  | 20,00        | 1,00               | 20,00   
Cliente 636  | Instalación 288 | 3,00         | 10,00              | 30,00   
Cliente 636  | Instalación 362 | 2,00         | 3,00               | 6,00    
Cliente 637  | Instalación 375 | 17,00        | 6,00               | 102,00  
Cliente 638  | Instalación 150 | 6,00         | 3,00               | 18,00   
Cliente 639  | Instalación 71  | 9,00         | 3,00               | 27,00   
Cliente 640  | Instalación 362 | 13,00        | 6,00               | 78,00   
Cliente 641  | Instalación 375 | 14,00        | 2,00               | 28,00   
Cliente 642  | Instalación 390 | 18,00        | 5,00               | 90,00   
Cliente 643  | Instalación 332 | 8,00         | 3,00               | 24,00   
Cliente 644  | Instalación 248 | 10,00        | 9,00               | 90,00   
Cliente 645  | Instalación 137 | 5,00         | 12,00              | 60,00   
Cliente 646  | Instalación 284 | 17,00        | 4,00               | 68,00   
Cliente 647  | Instalación 175 | 7,00         | 11,00              | 77,00   
Cliente 648  | Instalación 33  | 6,00         | 12,00              | 72,00   
Cliente 649  | Instalación 338 | 16,00        | 2,00               | 32,00   
Cliente 650  | Instalación 70  | 17,00        | 0,00               | 0,00    
Cliente 651  | Instalación 63  | 8,00         | 9,00               | 72,00   
Cliente 652  | Instalación 24  | 18,00        | 7,00               | 126,00  
Cliente 652  | Instalación 117 | 2,00         | 1,00               | 2,00    
Cliente 653  | Instalación 84  | 8,00         | 6,00               | 48,00   
Cliente 654  | Instalación 137 | 20,00        | 6,00               | 120,00  
Cliente 655  | Instalación 4   | 10,00        | 9,00               | 90,00   
Cliente 656  | Instalación 115 | 7,00         | 8,00               | 56,00   
Cliente 657  | Instalación 164 | 20,00        | 3,00               | 60,00   
Cliente 658  | Instalación 125 | 5,00         | 4,00               | 20,00   
Cliente 658  | Instalación 163 | 7,00         | 5,00               | 35,00   
Cliente 659  | Instalación 69  | 10,00        | 1,00               | 10,00   
Cliente 659  | Instalación 75  | 2,00         | 2,00               | 4,00    
Cliente 660  | Instalación 179 | 15,00        | 4,00               | 60,00   
Cliente 661  | Instalación 21  | 8,00         | 4,00               | 32,00   
Cliente 662  | Instalación 28  | 6,00         | 6,00               | 36,00   
Cliente 663  | Instalación 119 | 20,00        | 2,00               | 40,00   
Cliente 664  | Instalación 189 | 7,00         | 4,00               | 28,00   
Cliente 665  | Instalación 280 | 16,00        | 1,00               | 16,00   
Cliente 666  | Instalación 244 | 7,00         | 2,00               | 14,00   
Cliente 667  | Instalación 292 | 12,00        | 10,00              | 120,00  
Cliente 668  | Instalación 270 | 6,00         | 4,00               | 24,00   
Cliente 669  | Instalación 115 | 13,00        | 2,00               | 26,00   
Cliente 670  | Instalación 256 | 17,00        | 1,00               | 17,00   
Cliente 671  | Instalación 44  | 15,00        | 4,00               | 60,00   
Cliente 672  | Instalación 269 | 12,00        | 3,00               | 36,00   
Cliente 673  | Instalación 375 | 9,00         | 4,00               | 36,00   
Cliente 674  | Instalación 26  | 14,00        | 1,00               | 14,00   
Cliente 675  | Instalación 115 | 16,00        | 3,00               | 48,00   
Cliente 676  | Instalación 32  | 1,00         | 6,00               | 6,00    
Cliente 676  | Instalación 84  | 14,00        | 8,00               | 112,00  
Cliente 677  | Instalación 296 | 11,00        | 1,00               | 11,00   
Cliente 678  | Instalación 362 | 17,00        | 7,00               | 119,00  
Cliente 679  | Instalación 53  | 13,00        | 4,00               | 52,00   
Cliente 680  | Instalación 345 | 11,00        | 2,00               | 22,00   
Cliente 681  | Instalación 205 | 8,00         | 5,00               | 40,00   
Cliente 682  | Instalación 191 | 9,00         | 1,00               | 9,00    
Cliente 683  | Instalación 105 | 17,00        | 5,00               | 85,00   
Cliente 683  | Instalación 237 | 2,00         | 5,00               | 10,00   
Cliente 684  | Instalación 82  | 17,00        | 2,00               | 34,00   
Cliente 685  | Instalación 319 | 13,00        | 7,00               | 91,00   
Cliente 686  | Instalación 39  | 18,00        | 1,00               | 18,00   
Cliente 687  | Instalación 176 | 7,00         | 8,00               | 56,00   
Cliente 688  | Instalación 137 | 20,00        | 1,00               | 20,00   
Cliente 689  | Instalación 254 | 15,00        | 4,00               | 60,00   
Cliente 690  | Instalación 25  | 6,00         | 4,00               | 24,00   
Cliente 691  | Instalación 219 | 5,00         | 4,00               | 20,00   
Cliente 692  | Instalación 301 | 15,00        | 6,00               | 90,00   
Cliente 693  | Instalación 358 | 17,00        | 7,00               | 119,00  
Cliente 694  | Instalación 2   | 8,00         | 5,00               | 40,00   
Cliente 695  | Instalación 386 | 10,00        | 6,00               | 60,00   
Cliente 696  | Instalación 84  | 5,00         | 2,00               | 10,00   
Cliente 697  | Instalación 147 | 11,00        | 6,00               | 66,00   
Cliente 698  | Instalación 215 | 10,00        | 3,00               | 30,00   
Cliente 699  | Instalación 244 | 9,00         | 4,00               | 36,00   
Cliente 700  | Instalación 156 | 12,00        | 5,00               | 60,00   
Cliente 701  | Instalación 45  | 17,00        | 0,00               | 0,00    
Cliente 702  | Instalación 69  | 19,00        | 3,00               | 57,00   
Cliente 703  | Instalación 25  | 18,00        | 2,00               | 36,00   
Cliente 704  | Instalación 158 | 6,00         | 6,00               | 36,00   
Cliente 705  | Instalación 188 | 10,00        | 1,00               | 10,00   
Cliente 706  | Instalación 44  | 20,00        | 4,00               | 80,00   
Cliente 707  | Instalación 244 | 14,00        | 2,00               | 28,00   
Cliente 708  | Instalación 214 | 15,00        | 3,00               | 45,00   
Cliente 709  | Instalación 170 | 15,00        | 2,00               | 30,00   
Cliente 710  | Instalación 389 | 9,00         | 0,00               | 0,00    
Cliente 711  | Instalación 345 | 13,00        | 8,00               | 104,00  
Cliente 712  | Instalación 66  | 10,00        | 2,00               | 20,00   
Cliente 713  | Instalación 117 | 7,00         | 1,00               | 7,00    
Cliente 714  | Instalación 124 | 8,00         | 4,00               | 32,00   
Cliente 715  | Instalación 115 | 15,00        | 4,00               | 60,00   
Cliente 716  | Instalación 13  | 10,00        | 7,00               | 70,00   
Cliente 716  | Instalación 283 | 1,00         | 2,00               | 2,00    
Cliente 717  | Instalación 189 | 8,00         | 8,00               | 64,00   
Cliente 718  | Instalación 85  | 20,00        | 4,00               | 80,00   
Cliente 719  | Instalación 317 | 9,00         | 5,00               | 45,00   
Cliente 720  | Instalación 389 | 20,00        | 2,00               | 40,00   
Cliente 721  | Instalación 272 | 8,00         | 5,00               | 40,00   
Cliente 722  | Instalación 136 | 11,00        | 4,00               | 44,00   
Cliente 722  | Instalación 153 | 3,00         | 3,00               | 9,00    
Cliente 723  | Instalación 301 | 20,00        | 9,00               | 180,00  
Cliente 724  | Instalación 332 | 12,00        | 6,00               | 72,00   
Cliente 725  | Instalación 214 | 20,00        | 9,00               | 180,00  
Cliente 726  | Instalación 16  | 17,00        | 9,00               | 153,00  
Cliente 727  | Instalación 345 | 6,00         | 4,00               | 24,00   
Cliente 728  | Instalación 310 | 13,00        | 2,00               | 26,00   
Cliente 729  | Instalación 106 | 19,00        | 1,00               | 19,00   
Cliente 730  | Instalación 189 | 7,00         | 3,00               | 21,00   
Cliente 731  | Instalación 370 | 5,00         | 3,00               | 15,00   
Cliente 732  | Instalación 51  | 7,00         | 2,00               | 14,00   
Cliente 732  | Instalación 356 | 6,00         | 4,00               | 24,00   
Cliente 733  | Instalación 389 | 5,00         | 5,00               | 25,00   
Cliente 734  | Instalación 313 | 9,00         | 8,00               | 72,00   
Cliente 735  | Instalación 2   | 2,00         | 8,00               | 16,00   
Cliente 735  | Instalación 253 | 5,00         | 13,00              | 65,00   
Cliente 736  | Instalación 244 | 16,00        | 6,00               | 96,00   
Cliente 737  | Instalación 14  | 17,00        | 5,00               | 85,00   
Cliente 738  | Instalación 178 | 17,00        | 3,00               | 51,00   
Cliente 739  | Instalación 163 | 17,00        | 6,00               | 102,00  
Cliente 740  | Instalación 339 | 6,00         | 3,00               | 18,00   
Cliente 741  | Instalación 194 | 6,00         | 7,00               | 42,00   
Cliente 742  | Instalación 369 | 12,00        | 7,00               | 84,00   
Cliente 743  | Instalación 125 | 8,00         | 6,00               | 48,00   
Cliente 744  | Instalación 272 | 20,00        | 1,00               | 20,00   
Cliente 745  | Instalación 267 | 10,00        | 5,00               | 50,00   
Cliente 746  | Instalación 347 | 14,00        | 2,00               | 28,00   
Cliente 747  | Instalación 363 | 17,00        | 3,00               | 51,00   
Cliente 748  | Instalación 380 | 18,00        | 2,00               | 36,00   
Cliente 749  | Instalación 6   | 15,00        | 4,00               | 60,00   
Cliente 750  | Instalación 258 | 4,00         | 7,00               | 28,00   
Cliente 750  | Instalación 356 | 3,00         | 9,00               | 27,00   
Cliente 751  | Instalación 61  | 5,00         | 6,00               | 30,00   
Cliente 752  | Instalación 33  | 20,00        | 2,00               | 40,00   
Cliente 753  | Instalación 193 | 13,00        | 4,00               | 52,00   
Cliente 754  | Instalación 118 | 15,00        | 8,00               | 120,00  
Cliente 755  | Instalación 44  | 6,00         | 5,00               | 30,00   
Cliente 756  | Instalación 47  | 11,00        | 3,00               | 33,00   
Cliente 757  | Instalación 77  | 8,00         | 6,00               | 48,00   
