
--- TABLA 2: MATRIZ DE COSTES UNITARIOS DE TRANSPORTE (cij) ---
Cliente\Instalación | Facility 0 | Facility 1 | Facility 2 | Facility 3 | Facility 4 | Facility 5 | Facility 6 | Facility 7 | Facility 8 | Facility 9 | Facility 10 | Facility 11 | Facility 12 | Facility 13 | Facility 14 | Facility 15 | Facility 16 | Facility 17 | Facility 18 | Facility 19 | Facility 20 | Facility 21 | Facility 22 | Facility 23 | Facility 24 | Facility 25 | Facility 26 | Facility 27 | Facility 28 | Facility 29 | Facility 30 | Facility 31 | Facility 32 | Facility 33 | Facility 34 | Facility 35 | Facility 36 | Facility 37 | Facility 38 | Facility 39 | Facility 40 | Facility 41 | Facility 42 | Facility 43 | Facility 44 | Facility 45 | Facility 46 | Facility 47 | Facility 48 | Facility 49
42                  | 47,00      | 70,00      | 33,00      | 71,00      | 72,00      | 79,00      | 49,00      | 96,00      | 71,00      | 43,00      | 90,00       | 68,00       | 68,00       | 18,00       | 67,00       | 38,00       | 32,00       | 53,00       | 11,00       | 37,00       | 30,00       | 53,00       | 68,00       | 41,00       | 61,00       | 46,00       | 57,00       | 28,00       | 45,00       | 22,00       | 69,00       | 69,00       | 25,00       | 15,00       | 31,00       | 31,00       | 27,00       | 101,00      | 68,00       | 69,00       | 71,00       | 39,00       | 71,00       | 82,00       | 71,00       | 16,00       | 48,00       | 26,00       | 73,00       | 44,00      
43                  | 87,00      | 101,00     | 38,00      | 19,00      | 85,00      | 57,00      | 69,00      | 72,00      | 118,00     | 37,00      | 58,00       | 104,00      | 98,00       | 63,00       | 62,00       | 44,00       | 46,00       | 30,00       | 66,00       | 36,00       | 89,00       | 45,00       | 109,00      | 40,00       | 11,00       | 29,00       | 102,00      | 63,00       | 32,00       | 66,00       | 93,00       | 68,00       | 77,00       | 83,00       | 52,00       | 55,00       | 73,00       | 79,00       | 92,00       | 84,00       | 10,00       | 85,00       | 46,00       | 69,00       | 18,00       | 77,00       | 23,00       | 86,00       | 54,00       | 100,00     
44                  | 60,00      | 81,00      | 12,00      | 54,00      | 76,00      | 72,00      | 52,00      | 90,00      | 88,00      | 21,00      | 81,00       | 81,00       | 78,00       | 25,00       | 64,00       | 29,00       | 23,00       | 30,00       | 16,00       | 14,00       | 49,00       | 45,00       | 83,00       | 31,00       | 41,00       | 23,00       | 72,00       | 33,00       | 30,00       | 18,00       | 77,00       | 68,00       | 40,00       | 33,00       | 28,00       | 30,00       | 26,00       | 96,00       | 76,00       | 74,00       | 49,00       | 53,00       | 62,00       | 78,00       | 54,00       | 27,00       | 29,00       | 37,00       | 66,00       | 63,00      
45                  | 11,00      | 19,00      | 61,00      | 70,00      | 21,00      | 49,00      | 14,00      | 60,00      | 37,00      | 78,00      | 61,00       | 21,00       | 16,00       | 38,00       | 33,00       | 42,00       | 43,00       | 84,00       | 62,00       | 67,00       | 35,00       | 39,00       | 26,00       | 44,00       | 73,00       | 74,00       | 22,00       | 29,00       | 52,00       | 73,00       | 16,00       | 30,00       | 29,00       | 65,00       | 36,00       | 33,00       | 80,00       | 62,00       | 14,00       | 19,00       | 90,00       | 18,00       | 50,00       | 44,00       | 71,00       | 69,00       | 64,00       | 78,00       | 45,00       | 31,00      
46                  | 82,00      | 96,00      | 36,00      | 14,00      | 80,00      | 52,00      | 64,00      | 67,00      | 113,00     | 38,00      | 54,00       | 99,00       | 93,00       | 59,00       | 56,00       | 39,00       | 42,00       | 31,00       | 64,00       | 35,00       | 85,00       | 40,00       | 104,00      | 36,00       | 7,00        | 28,00       | 97,00       | 59,00       | 28,00       | 65,00       | 87,00       | 63,00       | 72,00       | 81,00       | 48,00       | 50,00       | 72,00       | 74,00       | 87,00       | 78,00       | 15,00       | 80,00       | 40,00       | 64,00       | 13,00       | 75,00       | 20,00       | 85,00       | 49,00       | 96,00      
47                  | 37,00      | 60,00      | 35,00      | 69,00      | 62,00      | 72,00      | 39,00      | 88,00      | 62,00      | 48,00      | 83,00       | 58,00       | 58,00       | 10,00       | 59,00       | 33,00       | 28,00       | 57,00       | 20,00       | 40,00       | 22,00       | 47,00       | 58,00       | 37,00       | 61,00       | 49,00       | 48,00       | 19,00       | 42,00       | 31,00       | 59,00       | 61,00       | 15,00       | 23,00       | 25,00       | 25,00       | 37,00       | 93,00       | 58,00       | 60,00       | 73,00       | 29,00       | 65,00       | 74,00       | 69,00       | 26,00       | 48,00       | 35,00       | 66,00       | 36,00      
48                  | 43,00      | 60,00      | 21,00      | 39,00      | 51,00      | 46,00      | 29,00      | 64,00      | 74,00      | 38,00      | 56,00       | 62,00       | 58,00       | 20,00       | 37,00       | 3,00        | 4,00        | 43,00       | 36,00       | 27,00       | 45,00       | 19,00       | 66,00       | 7,00        | 35,00       | 33,00       | 57,00       | 17,00       | 13,00       | 43,00       | 54,00       | 41,00       | 31,00       | 49,00       | 7,00        | 9,00        | 52,00       | 70,00       | 54,00       | 49,00       | 50,00       | 40,00       | 37,00       | 51,00       | 40,00       | 47,00       | 23,00       | 58,00       | 40,00       | 54,00      
49                  | 8,00       | 21,00      | 68,00      | 84,00      | 35,00      | 66,00      | 29,00      | 77,00      | 23,00      | 84,00      | 78,00       | 17,00       | 21,00       | 40,00       | 50,00       | 52,00       | 51,00       | 91,00       | 61,00       | 74,00       | 25,00       | 53,00       | 17,00       | 54,00       | 84,00       | 81,00       | 7,00        | 34,00       | 63,00       | 72,00       | 26,00       | 47,00       | 26,00       | 59,00       | 44,00       | 41,00       | 78,00       | 79,00       | 24,00       | 34,00       | 100,00      | 12,00       | 66,00       | 61,00       | 85,00       | 65,00       | 74,00       | 73,00       | 62,00       | 16,00      
50                  | 44,00      | 66,00      | 44,00      | 81,00      | 72,00      | 85,00      | 50,00      | 101,00     | 63,00      | 55,00      | 96,00       | 63,00       | 65,00       | 23,00       | 71,00       | 46,00       | 40,00       | 65,00       | 21,00       | 48,00       | 22,00       | 59,00       | 62,00       | 50,00       | 72,00       | 57,00       | 51,00       | 31,00       | 54,00       | 31,00       | 67,00       | 72,00       | 23,00       | 13,00       | 37,00       | 37,00       | 34,00       | 105,00      | 66,00       | 69,00       | 83,00       | 35,00       | 78,00       | 86,00       | 81,00       | 20,00       | 59,00       | 27,00       | 78,00       | 36,00      
51                  | 50,00      | 72,00      | 43,00      | 81,00      | 77,00      | 87,00      | 55,00      | 104,00     | 69,00      | 51,00      | 98,00       | 69,00       | 71,00       | 26,00       | 75,00       | 47,00       | 41,00       | 62,00       | 17,00       | 46,00       | 28,00       | 62,00       | 68,00       | 51,00       | 71,00       | 55,00       | 57,00       | 35,00       | 54,00       | 26,00       | 72,00       | 76,00       | 28,00       | 8,00        | 39,00       | 40,00       | 28,00       | 109,00      | 71,00       | 74,00       | 81,00       | 41,00       | 80,00       | 90,00       | 81,00       | 14,00       | 58,00       | 21,00       | 81,00       | 42,00      
52                  | 69,00      | 91,00      | 26,00      | 68,00      | 89,00      | 87,00      | 65,00      | 105,00     | 95,00      | 25,00      | 95,00       | 90,00       | 89,00       | 35,00       | 78,00       | 44,00       | 38,00       | 36,00       | 13,00       | 25,00       | 54,00       | 60,00       | 91,00       | 46,00       | 53,00       | 32,00       | 80,00       | 45,00       | 45,00       | 5,00        | 89,00       | 82,00       | 48,00       | 27,00       | 41,00       | 44,00       | 12,00       | 111,00      | 87,00       | 87,00       | 58,00       | 62,00       | 76,00       | 93,00       | 67,00       | 19,00       | 42,00       | 26,00       | 80,00       | 68,00      
53                  | 67,00      | 89,00      | 51,00      | 92,00      | 94,00      | 103,00     | 72,00      | 120,00     | 85,00      | 54,00      | 113,00      | 87,00       | 88,00       | 42,00       | 91,00       | 61,00       | 55,00       | 64,00       | 23,00       | 52,00       | 45,00       | 77,00       | 85,00       | 64,00       | 80,00       | 60,00       | 74,00       | 52,00       | 66,00       | 24,00       | 90,00       | 93,00       | 46,00       | 10,00       | 54,00       | 55,00       | 20,00       | 125,00      | 89,00       | 92,00       | 86,00       | 59,00       | 95,00       | 106,00      | 92,00       | 11,00       | 67,00       | 4,00        | 97,00       | 58,00      
54                  | 22,00      | 38,00      | 66,00      | 91,00      | 52,00      | 79,00      | 40,00      | 91,00      | 30,00      | 81,00      | 91,00       | 34,00       | 38,00       | 37,00       | 63,00       | 55,00       | 53,00       | 89,00       | 52,00       | 72,00       | 12,00       | 61,00       | 31,00       | 59,00       | 87,00       | 80,00       | 20,00       | 35,00       | 66,00       | 63,00       | 43,00       | 61,00       | 22,00       | 46,00       | 46,00       | 44,00       | 67,00       | 94,00       | 42,00       | 51,00       | 102,00      | 16,00       | 77,00       | 76,00       | 91,00       | 53,00       | 75,00       | 59,00       | 74,00       | 3,00       
55                  | 63,00      | 81,00      | 6,00       | 36,00      | 71,00      | 59,00      | 49,00      | 77,00      | 93,00      | 18,00      | 66,00       | 83,00       | 78,00       | 33,00       | 54,00       | 21,00       | 19,00       | 22,00       | 34,00       | 8,00        | 59,00       | 34,00       | 86,00       | 21,00       | 23,00       | 12,00       | 77,00       | 36,00       | 15,00       | 36,00       | 75,00       | 60,00       | 47,00       | 51,00       | 26,00       | 29,00       | 44,00       | 83,00       | 74,00       | 69,00       | 34,00       | 58,00       | 47,00       | 67,00       | 35,00       | 46,00       | 10,00       | 56,00       | 53,00       | 71,00      
56                  | 59,00      | 67,00      | 46,00      | 22,00      | 48,00      | 18,00      | 39,00      | 35,00      | 89,00      | 59,00      | 24,00       | 72,00       | 64,00       | 52,00       | 23,00       | 30,00       | 36,00       | 58,00       | 69,00       | 50,00       | 72,00       | 16,00       | 78,00       | 26,00       | 33,00       | 49,00       | 73,00       | 45,00       | 27,00       | 75,00       | 57,00       | 30,00       | 59,00       | 82,00       | 38,00       | 38,00       | 83,00       | 42,00       | 57,00       | 47,00       | 49,00       | 61,00       | 6,00        | 29,00       | 23,00       | 80,00       | 34,00       | 91,00       | 14,00       | 77,00      
57                  | 23,00      | 9,00       | 75,00      | 79,00      | 13,00      | 51,00      | 26,00      | 56,00      | 35,00      | 92,00      | 61,00       | 16,00       | 7,00        | 53,00       | 36,00       | 54,00       | 57,00       | 98,00       | 77,00       | 81,00       | 48,00       | 48,00       | 23,00       | 56,00       | 83,00       | 87,00       | 26,00       | 44,00       | 64,00       | 88,00       | 1,00        | 30,00       | 44,00       | 80,00       | 50,00       | 47,00       | 95,00       | 57,00       | 1,00        | 13,00       | 101,00      | 32,00       | 55,00       | 42,00       | 79,00       | 84,00       | 76,00       | 93,00       | 48,00       | 41,00      
58                  | 44,00      | 57,00      | 33,00      | 32,00      | 42,00      | 31,00      | 25,00      | 49,00      | 75,00      | 49,00      | 41,00       | 60,00       | 54,00       | 33,00       | 24,00       | 12,00       | 18,00       | 51,00       | 51,00       | 38,00       | 53,00       | 4,00        | 65,00       | 10,00       | 34,00       | 41,00       | 59,00       | 26,00       | 16,00       | 58,00       | 49,00       | 29,00       | 40,00       | 64,00       | 18,00       | 18,00       | 67,00       | 55,00       | 48,00       | 41,00       | 51,00       | 44,00       | 22,00       | 37,00       | 33,00       | 62,00       | 27,00       | 73,00       | 25,00       | 60,00      
59                  | 67,00      | 90,00      | 48,00      | 89,00      | 94,00      | 101,00     | 71,00      | 118,00     | 86,00      | 51,00      | 112,00      | 87,00       | 88,00       | 40,00       | 90,00       | 59,00       | 52,00       | 61,00       | 20,00       | 49,00       | 45,00       | 75,00       | 86,00       | 62,00       | 77,00       | 57,00       | 75,00       | 50,00       | 64,00       | 20,00       | 90,00       | 92,00       | 46,00       | 10,00       | 53,00       | 54,00       | 17,00       | 124,00      | 89,00       | 91,00       | 83,00       | 59,00       | 93,00       | 105,00      | 89,00       | 9,00        | 64,00       | 3,00        | 95,00       | 59,00      
60                  | 28,00      | 40,00      | 44,00      | 49,00      | 28,00      | 34,00      | 8,00       | 49,00      | 58,00      | 61,00      | 46,00       | 43,00       | 37,00       | 30,00       | 20,00       | 22,00       | 26,00       | 65,00       | 54,00       | 50,00       | 43,00       | 17,00       | 48,00       | 23,00       | 51,00       | 55,00       | 43,00       | 21,00       | 31,00       | 63,00       | 32,00       | 21,00       | 31,00       | 62,00       | 21,00       | 18,00       | 71,00       | 54,00       | 32,00       | 26,00       | 68,00       | 30,00       | 31,00       | 34,00       | 49,00       | 63,00       | 43,00       | 74,00       | 28,00       | 46,00      
61                  | 27,00      | 46,00      | 60,00      | 89,00      | 58,00      | 81,00      | 42,00      | 95,00      | 39,00      | 74,00      | 93,00       | 42,00       | 46,00       | 32,00       | 66,00       | 52,00       | 49,00       | 83,00       | 44,00       | 66,00       | 5,00        | 61,00       | 40,00       | 56,00       | 84,00       | 75,00       | 29,00       | 33,00       | 63,00       | 55,00       | 50,00       | 65,00       | 19,00       | 37,00       | 43,00       | 41,00       | 59,00       | 98,00       | 49,00       | 56,00       | 98,00       | 19,00       | 78,00       | 79,00       | 89,00       | 45,00       | 72,00       | 50,00       | 76,00       | 12,00      
62                  | 96,00      | 111,00     | 42,00      | 31,00      | 96,00      | 69,00      | 79,00      | 84,00      | 127,00     | 36,00      | 70,00       | 114,00      | 108,00      | 70,00       | 73,00       | 52,00       | 53,00       | 26,00       | 68,00       | 38,00       | 96,00       | 56,00       | 119,00      | 50,00       | 21,00       | 30,00       | 111,00      | 71,00       | 41,00       | 66,00       | 103,00      | 80,00       | 84,00       | 86,00       | 60,00       | 63,00       | 72,00       | 91,00       | 103,00      | 95,00       | 4,00        | 93,00       | 58,00       | 81,00       | 30,00       | 79,00       | 30,00       | 87,00       | 66,00       | 108,00     
63                  | 71,00      | 92,00      | 17,00      | 57,00      | 87,00      | 80,00      | 63,00      | 98,00      | 99,00      | 13,00      | 87,00       | 92,00       | 90,00       | 36,00       | 73,00       | 38,00       | 33,00       | 24,00       | 22,00       | 14,00       | 59,00       | 54,00       | 94,00       | 40,00       | 42,00       | 20,00       | 83,00       | 44,00       | 36,00       | 17,00       | 88,00       | 78,00       | 51,00       | 38,00       | 38,00       | 41,00       | 24,00       | 104,00      | 87,00       | 84,00       | 46,00       | 64,00       | 69,00       | 87,00       | 56,00       | 30,00       | 32,00       | 38,00       | 74,00       | 73,00      
64                  | 73,00      | 75,00      | 66,00      | 33,00      | 53,00      | 15,00      | 53,00      | 21,00      | 100,00     | 78,00      | 7,00        | 81,00       | 73,00       | 72,00       | 31,00       | 51,00       | 57,00       | 75,00       | 90,00       | 70,00       | 90,00       | 35,00       | 88,00       | 47,00       | 48,00       | 68,00       | 86,00       | 64,00       | 47,00       | 95,00       | 65,00       | 35,00       | 77,00       | 103,00      | 58,00       | 58,00       | 104,00      | 28,00       | 65,00       | 53,00       | 62,00       | 77,00       | 17,00       | 25,00       | 34,00       | 101,00      | 53,00       | 112,00      | 19,00       | 93,00      
65                  | 23,00      | 12,00      | 73,00      | 76,00      | 11,00      | 48,00      | 24,00      | 54,00      | 37,00      | 90,00      | 59,00       | 18,00       | 9,00        | 52,00       | 33,00       | 52,00       | 55,00       | 95,00       | 76,00       | 79,00       | 48,00       | 45,00       | 25,00       | 53,00       | 81,00       | 85,00       | 27,00       | 42,00       | 61,00       | 86,00       | 2,00        | 28,00       | 43,00       | 79,00       | 48,00       | 45,00       | 94,00       | 55,00       | 2,00        | 10,00       | 98,00       | 31,00       | 52,00       | 40,00       | 77,00       | 83,00       | 73,00       | 92,00       | 45,00       | 41,00      
66                  | 25,00      | 45,00      | 57,00      | 85,00      | 55,00      | 78,00      | 39,00      | 91,00      | 40,00      | 71,00      | 90,00       | 41,00       | 44,00       | 28,00       | 62,00       | 48,00       | 45,00       | 80,00       | 42,00       | 62,00       | 1,00        | 57,00       | 40,00       | 52,00       | 80,00       | 71,00       | 29,00       | 29,00       | 59,00       | 52,00       | 48,00       | 61,00       | 15,00       | 36,00       | 39,00       | 37,00       | 57,00       | 95,00       | 47,00       | 53,00       | 94,00       | 16,00       | 74,00       | 76,00       | 85,00       | 43,00       | 68,00       | 49,00       | 72,00       | 13,00      
67                  | 37,00      | 59,00      | 31,00      | 64,00      | 60,00      | 68,00      | 36,00      | 84,00      | 63,00      | 45,00      | 79,00       | 58,00       | 57,00       | 6,00        | 55,00       | 28,00       | 23,00       | 54,00       | 20,00       | 36,00       | 25,00       | 42,00       | 59,00       | 32,00       | 56,00       | 45,00       | 49,00       | 16,00       | 37,00       | 31,00       | 57,00       | 57,00       | 16,00       | 26,00       | 20,00       | 20,00       | 38,00       | 89,00       | 56,00       | 57,00       | 69,00       | 29,00       | 61,00       | 70,00       | 64,00       | 28,00       | 43,00       | 38,00       | 61,00       | 38,00      
68                  | 63,00      | 78,00      | 21,00      | 22,00      | 65,00      | 46,00      | 46,00      | 63,00      | 94,00      | 31,00      | 52,00       | 81,00       | 75,00       | 40,00       | 44,00       | 19,00       | 22,00       | 30,00       | 48,00       | 23,00       | 65,00       | 24,00       | 85,00       | 16,00       | 14,00       | 22,00       | 78,00       | 39,00       | 8,00        | 51,00       | 71,00       | 50,00       | 52,00       | 64,00       | 28,00       | 30,00       | 59,00       | 70,00       | 70,00       | 63,00       | 30,00       | 61,00       | 34,00       | 55,00       | 21,00       | 59,00       | 6,00        | 70,00       | 40,00       | 75,00      
69                  | 30,00      | 52,00      | 47,00      | 78,00      | 59,00      | 76,00      | 39,00      | 91,00      | 51,00      | 60,00      | 87,00       | 50,00       | 51,00       | 19,00       | 61,00       | 41,00       | 37,00       | 69,00       | 31,00       | 52,00       | 10,00       | 52,00       | 49,00       | 45,00       | 72,00       | 61,00       | 38,00       | 23,00       | 51,00       | 41,00       | 54,00       | 62,00       | 11,00       | 27,00       | 32,00       | 31,00       | 46,00       | 95,00       | 52,00       | 57,00       | 85,00       | 22,00       | 70,00       | 76,00       | 78,00       | 33,00       | 59,00       | 40,00       | 70,00       | 24,00      
70                  | 39,00      | 44,00      | 52,00      | 44,00      | 26,00      | 20,00      | 19,00      | 35,00      | 67,00      | 68,00      | 32,00       | 49,00       | 41,00       | 44,00       | 6,00        | 30,00       | 35,00       | 70,00       | 66,00       | 57,00       | 57,00       | 16,00       | 55,00       | 29,00       | 51,00       | 60,00       | 52,00       | 34,00       | 35,00       | 75,00       | 35,00       | 10,00       | 45,00       | 76,00       | 32,00       | 30,00       | 83,00       | 40,00       | 35,00       | 24,00       | 68,00       | 43,00       | 20,00       | 21,00       | 44,00       | 76,00       | 46,00       | 87,00       | 15,00       | 59,00      
71                  | 59,00      | 57,00      | 69,00      | 46,00      | 35,00      | 8,00       | 41,00      | 12,00      | 83,00      | 84,00      | 14,00       | 64,00       | 55,00       | 66,00       | 17,00       | 49,00       | 55,00       | 83,00       | 88,00       | 74,00       | 79,00       | 33,00       | 71,00       | 47,00       | 59,00       | 75,00       | 70,00       | 57,00       | 51,00       | 95,00       | 47,00       | 19,00       | 68,00       | 98,00       | 54,00       | 52,00       | 104,00      | 18,00       | 48,00       | 35,00       | 75,00       | 65,00       | 20,00       | 6,00        | 47,00       | 98,00       | 59,00       | 109,00      | 13,00       | 80,00      
72                  | 46,00      | 63,00      | 18,00      | 38,00      | 54,00      | 47,00      | 32,00      | 65,00      | 77,00      | 35,00      | 57,00       | 65,00       | 61,00       | 21,00       | 39,00       | 4,00        | 3,00        | 40,00       | 35,00       | 24,00       | 47,00       | 21,00       | 69,00       | 7,00        | 32,00       | 29,00       | 60,00       | 20,00       | 11,00       | 42,00       | 57,00       | 44,00       | 34,00       | 49,00       | 9,00        | 12,00       | 50,00       | 71,00       | 57,00       | 52,00       | 47,00       | 42,00       | 38,00       | 53,00       | 38,00       | 47,00       | 21,00       | 57,00       | 41,00       | 57,00      
73                  | 21,00      | 10,00      | 73,00      | 77,00      | 13,00      | 50,00      | 24,00      | 56,00      | 35,00      | 90,00      | 61,00       | 16,00       | 8,00        | 51,00       | 35,00       | 52,00       | 55,00       | 96,00       | 76,00       | 79,00       | 46,00       | 47,00       | 23,00       | 54,00       | 82,00       | 85,00       | 25,00       | 42,00       | 62,00       | 86,00       | 2,00        | 30,00       | 42,00       | 78,00       | 49,00       | 45,00       | 93,00       | 57,00       | 1,00        | 12,00       | 99,00       | 30,00       | 54,00       | 42,00       | 78,00       | 82,00       | 74,00       | 91,00       | 47,00       | 40,00      
74                  | 32,00      | 30,00      | 63,00      | 59,00      | 10,00      | 30,00      | 18,00      | 38,00      | 55,00      | 80,00      | 41,00       | 36,00       | 28,00       | 49,00       | 15,00       | 41,00       | 46,00       | 83,00       | 73,00       | 69,00       | 54,00       | 30,00       | 43,00       | 41,00       | 66,00       | 73,00       | 42,00       | 39,00       | 49,00       | 82,00       | 20,00       | 9,00        | 45,00       | 80,00       | 41,00       | 38,00       | 90,00       | 41,00       | 21,00       | 9,00        | 83,00       | 38,00       | 34,00       | 23,00       | 60,00       | 82,00       | 60,00       | 92,00       | 27,00       | 53,00      
75                  | 46,00      | 62,00      | 23,00      | 34,00      | 50,00      | 41,00      | 30,00      | 59,00      | 77,00      | 39,00      | 50,00       | 64,00       | 59,00       | 26,00       | 34,00       | 3,00        | 9,00        | 43,00       | 42,00       | 28,00       | 50,00       | 14,00       | 68,00       | 1,00        | 30,00       | 32,00       | 61,00       | 22,00       | 9,00        | 48,00       | 55,00       | 39,00       | 37,00       | 55,00       | 12,00       | 14,00       | 57,00       | 65,00       | 54,00       | 49,00       | 47,00       | 44,00       | 31,00       | 47,00       | 34,00       | 53,00       | 21,00       | 64,00       | 35,00       | 59,00      
76                  | 41,00      | 63,00      | 36,00      | 72,00      | 66,00      | 76,00      | 43,00      | 93,00      | 64,00      | 48,00      | 87,00       | 61,00       | 61,00       | 14,00       | 63,00       | 37,00       | 31,00       | 58,00       | 18,00       | 41,00       | 23,00       | 51,00       | 61,00       | 41,00       | 63,00       | 50,00       | 50,00       | 23,00       | 45,00       | 29,00       | 63,00       | 65,00       | 18,00       | 18,00       | 28,00       | 29,00       | 34,00       | 98,00       | 61,00       | 64,00       | 75,00       | 32,00       | 69,00       | 78,00       | 72,00       | 22,00       | 50,00       | 31,00       | 70,00       | 37,00      
77                  | 31,00      | 32,00      | 59,00      | 56,00      | 14,00      | 29,00      | 15,00      | 39,00      | 56,00      | 76,00      | 40,00       | 38,00       | 30,00       | 45,00       | 13,00       | 37,00       | 42,00       | 79,00       | 69,00       | 65,00       | 52,00       | 27,00       | 44,00       | 37,00       | 62,00       | 69,00       | 42,00       | 35,00       | 45,00       | 79,00       | 23,00       | 9,00        | 43,00       | 77,00       | 37,00       | 34,00       | 87,00       | 42,00       | 23,00       | 13,00       | 79,00       | 37,00       | 32,00       | 24,00       | 56,00       | 78,00       | 56,00       | 89,00       | 25,00       | 52,00      
78                  | 44,00      | 62,00      | 19,00      | 40,00      | 53,00      | 48,00      | 30,00      | 66,00      | 75,00      | 36,00      | 58,00       | 64,00       | 59,00       | 19,00       | 39,00       | 5,00        | 1,00        | 41,00       | 34,00       | 25,00       | 44,00       | 21,00       | 67,00       | 9,00        | 34,00       | 31,00       | 58,00       | 18,00       | 14,00       | 41,00       | 56,00       | 44,00       | 31,00       | 48,00       | 7,00        | 10,00       | 50,00       | 72,00       | 55,00       | 51,00       | 50,00       | 40,00       | 39,00       | 54,00       | 40,00       | 45,00       | 23,00       | 56,00       | 42,00       | 55,00      
79                  | 26,00      | 8,00       | 79,00      | 82,00      | 15,00      | 53,00      | 30,00      | 58,00      | 34,00      | 97,00      | 64,00       | 15,00       | 7,00        | 57,00       | 39,00       | 59,00       | 61,00       | 102,00      | 81,00       | 86,00       | 50,00       | 52,00       | 22,00       | 60,00       | 87,00       | 91,00       | 26,00       | 48,00       | 68,00       | 92,00       | 4,00        | 33,00       | 47,00       | 83,00       | 55,00       | 51,00       | 99,00       | 58,00       | 5,00        | 15,00       | 105,00      | 35,00       | 58,00       | 44,00       | 83,00       | 88,00       | 80,00       | 96,00       | 51,00       | 43,00      
80                  | 44,00      | 34,00      | 78,00      | 68,00      | 13,00      | 32,00      | 33,00      | 32,00      | 60,00      | 94,00      | 40,00       | 41,00       | 32,00       | 64,00       | 24,00       | 56,00       | 61,00       | 97,00       | 89,00       | 84,00       | 68,00       | 43,00       | 48,00       | 55,00       | 77,00       | 87,00       | 50,00       | 54,00       | 62,00       | 98,00       | 24,00       | 17,00       | 60,00       | 95,00       | 56,00       | 53,00       | 106,00      | 32,00       | 25,00       | 15,00       | 94,00       | 52,00       | 41,00       | 21,00       | 69,00       | 97,00       | 73,00       | 107,00      | 32,00       | 64,00      
81                  | 46,00      | 67,00      | 55,00      | 91,00      | 76,00      | 92,00      | 56,00      | 108,00     | 60,00      | 65,00      | 104,00      | 63,00       | 66,00       | 32,00       | 78,00       | 55,00       | 50,00       | 75,00       | 31,00       | 59,00       | 21,00       | 68,00       | 61,00       | 59,00       | 82,00       | 68,00       | 50,00       | 39,00       | 64,00       | 39,00       | 70,00       | 79,00       | 28,00       | 17,00       | 47,00       | 46,00       | 41,00       | 112,00      | 68,00       | 74,00       | 93,00       | 37,00       | 86,00       | 93,00       | 91,00       | 26,00       | 69,00       | 29,00       | 86,00       | 34,00      
82                  | 29,00      | 19,00      | 90,00      | 103,00     | 42,00      | 79,00      | 47,00      | 85,00      | 8,00       | 107,00     | 90,00       | 13,00       | 22,00       | 63,00       | 64,00       | 73,00       | 73,00       | 114,00      | 83,00       | 96,00       | 44,00       | 72,00       | 6,00        | 75,00       | 105,00      | 103,00      | 16,00       | 56,00       | 84,00       | 94,00       | 30,00       | 59,00       | 49,00       | 79,00       | 66,00       | 63,00       | 99,00       | 85,00       | 29,00       | 41,00       | 122,00      | 35,00       | 82,00       | 71,00       | 104,00      | 86,00       | 95,00       | 92,00       | 76,00       | 30,00      
83                  | 82,00      | 93,00      | 44,00      | 6,00       | 75,00      | 44,00      | 63,00      | 58,00      | 113,00     | 48,00      | 44,00       | 98,00       | 91,00       | 64,00       | 51,00       | 42,00       | 46,00       | 42,00       | 72,00       | 44,00       | 89,00       | 38,00       | 103,00      | 38,00       | 16,00       | 39,00       | 97,00       | 61,00       | 31,00       | 74,00       | 84,00       | 58,00       | 76,00       | 88,00       | 51,00       | 53,00       | 81,00       | 65,00       | 84,00       | 74,00       | 25,00       | 82,00       | 33,00       | 56,00       | 6,00        | 84,00       | 28,00       | 94,00       | 42,00       | 98,00      
84                  | 28,00      | 27,00      | 63,00      | 61,00      | 9,00       | 34,00      | 16,00      | 42,00      | 51,00      | 80,00      | 45,00       | 33,00       | 24,00       | 47,00       | 18,00       | 41,00       | 45,00       | 84,00       | 71,00       | 69,00       | 51,00       | 32,00       | 39,00       | 41,00       | 67,00       | 74,00       | 38,00       | 37,00       | 49,00       | 81,00       | 17,00       | 13,00       | 42,00       | 77,00       | 40,00       | 37,00       | 89,00       | 45,00       | 17,00       | 7,00        | 85,00       | 35,00       | 37,00       | 27,00       | 62,00       | 80,00       | 61,00       | 90,00       | 30,00       | 49,00      
85                  | 14,00      | 33,00      | 47,00      | 63,00      | 33,00      | 51,00      | 12,00      | 65,00      | 45,00      | 64,00      | 63,00       | 34,00       | 31,00       | 23,00       | 35,00       | 30,00       | 30,00       | 71,00       | 47,00       | 53,00       | 26,00       | 33,00       | 37,00       | 33,00       | 62,00       | 60,00       | 29,00       | 14,00       | 41,00       | 58,00       | 30,00       | 35,00       | 16,00       | 51,00       | 23,00       | 20,00       | 65,00       | 68,00       | 29,00       | 31,00       | 79,00       | 13,00       | 48,00       | 49,00       | 64,00       | 55,00       | 52,00       | 64,00       | 45,00       | 30,00      
